The S-parameters of DUT is:
gam:S11        ang:S11        gam:S12        ang:S12        gam:S21        ang:S21        gam:S22        ang:S22        
0.92708        -36.26         0.0488         62.67          0.44384        119.3          0.86805        -32.08         

Pt        X         Y         gamma_s        angle          gamma_in       angle          
500       2250      6180      0.45198        -64.3964       0.86276        -31.64037      
501       2325      6180      0.45295        -69.8402       0.86341        -31.62717      
502       2400      6180      0.45468        -75.37034      0.86405        -31.61618      
503       2475      6180      0.45652        -80.77419      0.86465        -31.608        
504       2550      6180      0.45835        -86.22923      0.86523        -31.60211      
505       2625      6180      0.46018        -91.62735      0.86579        -31.59832      
506       2700      6180      0.46248        -96.95906      0.86632        -31.59596      
507       2775      6180      0.46475        -102.32599     0.86684        -31.59525      
508       2850      6180      0.46758        -107.61243     0.86735        -31.59555      
509       2925      6180      0.46997        -112.89419     0.86784        -31.59751      
510       3000      6180      0.47232        -118.17346     0.86831        -31.60073      
511       3075      6180      0.47513        -123.36        0.86877        -31.60465      
512       3150      6180      0.47795        -128.5882      0.86923        -31.60971      
513       3225      6180      0.48085        -133.79981     0.86968        -31.61574      
514       3300      6180      0.48352        -138.91245     0.87012        -31.62275      
515       3375      6180      0.48551        -144.08675     0.87055        -31.63129      
516       3450      6180      0.48822        -149.18876     0.87097        -31.64021      
517       3525      6180      0.49038        -154.2767      0.87139        -31.65043      
518       3600      6180      0.49299        -159.32986     0.87181        -31.66128      
519       3675      6180      0.49546        -164.38523     0.87223        -31.67326      
520       3750      6180      0.49699        -169.43288     0.87264        -31.68688      
521       3825      6180      0.49861        -174.47325     0.87305        -31.70157      
522       3900      6180      0.50024        -179.46593     0.87346        -31.71733      
523       3975      6180      0.50204        175.49543      0.87388        -31.73447      
524       4050      6180      0.50365        170.46443      0.87429        -31.75316      
525       4125      6180      0.50445        165.49835      0.8747         -31.77364      
526       4200      6180      0.50498        160.45991      0.87512        -31.79636      
527       4275      6180      0.50589        155.51479      0.87553        -31.82035      
528       4350      6180      0.5064         150.47736      0.87595        -31.84721      
529       4425      6180      0.50704        145.44219      0.87637        -31.87645      
530       4500      6180      0.50683        140.45529      0.87678        -31.90865      
531       4575      6180      0.5064         135.43438      0.87719        -31.9443       
532       4650      6180      0.50629        130.42949      0.8776         -31.98313      
533       4725      6180      0.50567        125.4208       0.87799        -32.02625      
534       4800      6180      0.50482        120.34258      0.87837        -32.07464      
535       4875      6180      0.50374        115.31102      0.87872        -32.1278       
536       4950      6180      0.5017         110.27571      0.87902        -32.18715      
537       5025      6180      0.50048        105.15772      0.87929        -32.25352      
538       5100      6180      0.49878        100.09654      0.87948        -32.3264       
539       5175      6180      0.49658        94.97214       0.87957        -32.40794      
540       5250      6180      0.49495        89.81555       0.87954        -32.49806      
541       5325      6180      0.4918         84.66807       0.8793         -32.59574      
542       5400      6180      0.48955        79.49813       0.87886        -32.70111      
543       5475      6180      0.48762        74.2466        0.87814        -32.81403      
544       5550      6180      0.48448        69.03863       0.87702        -32.92626      
545       5625      6180      0.48172        63.77679       0.87552        -33.03596      
546       5700      6180      0.47852        58.51195       0.87355        -33.1321       
547       5775      6180      0.47513        53.19889       0.87116        -33.20554      
548       5850      6180      0.47286        47.88695       0.86846        -33.25019      
549       0         6241      0.54853        96.8253        0.88099        -32.36242      
550       70        6241      0.54663        91.96578       0.88117        -32.4524       
551       140       6241      0.54462        87.12421       0.88122        -32.55219      
552       210       6241      0.54275        82.18949       0.88109        -32.66479      
553       280       6241      0.54007        77.34296       0.8807         -32.78547      
554       350       6241      0.53752        72.4526        0.87999        -32.91595      
555       420       6241      0.5352         67.51861       0.87889        -33.05345      
556       490       6241      0.53211        62.64856       0.87728        -33.18695      
557       560       6241      0.52953        57.68224       0.87511        -33.31403      
558       630       6241      0.52669        52.67653       0.87235        -33.41797      
559       700       6241      0.52404        47.74136       0.86915        -33.48357      
560       770       6241      0.52109        42.74582       0.8656         -33.49768      
561       840       6241      0.51827        37.65956       0.86198        -33.45288      
562       910       6241      0.51581        32.6781        0.85873        -33.35372      
563       980       6241      0.51335        27.59458       0.85596        -33.20594      
564       1050      6241      0.51056        22.5071        0.85394        -33.02732      
565       1120      6241      0.50809        17.46624       0.85267        -32.84027      
566       1190      6241      0.50607        12.36878       0.85201        -32.65528      
567       1260      6241      0.50368        7.28116        0.85193        -32.48386      
568       1330      6241      0.50161        2.20287        0.85222        -32.33157      
569       1400      6241      0.49958        -2.93336       0.8528         -32.19816      
570       1470      6241      0.49789        -8.06544       0.85354        -32.08463      
571       1540      6241      0.49629        -13.1465       0.85439        -31.99014      
572       1610      6241      0.49527        -18.31422      0.85528        -31.90937      
573       1680      6241      0.49411        -23.45887      0.8562         -31.84299      
574       1750      6241      0.49305        -28.58688      0.85711        -31.78835      
575       1820      6241      0.49253        -33.78864      0.858          -31.74214      
576       1890      6241      0.49188        -38.91012      0.85886        -31.70508      
577       1960      6241      0.49143        -44.06219      0.85968        -31.67442      
578       2030      6241      0.49165        -49.23911      0.86047        -31.64868      
579       2100      6241      0.49168        -54.30724      0.86121        -31.6285       
580       2170      6241      0.49221        -59.49988      0.86193        -31.61147      
581       2240      6241      0.49309        -64.62915      0.86262        -31.59783      
582       2310      6241      0.49398        -69.64539      0.86326        -31.58742      
583       2380      6241      0.49496        -74.82108      0.86389        -31.57923      
584       2450      6241      0.49665        -79.89775      0.86448        -31.5728       
585       2520      6241      0.49819        -84.8895       0.86505        -31.56852      
586       2590      6241      0.50017        -89.96334      0.8656         -31.56557      
587       2660      6241      0.50209        -94.97273      0.86613        -31.56422      
588       2730      6241      0.50425        -99.92535      0.86664        -31.56403      
589       2800      6241      0.50627        -104.93407     0.86713        -31.5652       
590       2870      6241      0.50842        -109.85565     0.86761        -31.56733      
591       2940      6241      0.511          -114.76333     0.86807        -31.57018      
592       3010      6241      0.51359        -119.69367     0.86853        -31.57402      
593       3080      6241      0.51572        -124.52887     0.86897        -31.57894      
594       3150      6241      0.51814        -129.40055     0.86941        -31.58458      
595       3220      6241      0.52055        -134.2901      0.86984        -31.59108      
596       3290      6241      0.52274        -139.06649     0.87025        -31.59832      
597       3360      6241      0.52541        -143.92016     0.87067        -31.60621      
598       3430      6241      0.52755        -148.74203     0.87109        -31.61517      
599       3500      6241      0.52994        -153.44659     0.87149        -31.62453      
600       3570      6241      0.532          -158.24499     0.87189        -31.63512      
601       3640      6241      0.53403        -162.99491     0.8723         -31.64647      
602       3710      6241      0.5358         -167.70054     0.87269        -31.65874      
603       3780      6241      0.53769        -172.46761     0.8731         -31.67207      
604       3850      6241      0.53927        -177.21148     0.8735         -31.68653      
605       3920      6241      0.54101        178.1047       0.8739         -31.70179      
606       3990      6241      0.54236        173.38402      0.87431        -31.71858      
607       4060      6241      0.54366        168.69859      0.87471        -31.73656      
608       4130      6241      0.54477        163.99088      0.87513        -31.75617      
609       4200      6241      0.54578        159.26147      0.87554        -31.77752      
610       4270      6241      0.54636        154.61052      0.87596        -31.80048      
611       4340      6241      0.54674        149.88908      0.87638        -31.82588      
612       4410      6241      0.54741        145.15692      0.87681        -31.85338      
613       4480      6241      0.54757        140.49997      0.87723        -31.8832       
614       4550      6241      0.54737        135.74905      0.87767        -31.91667      
615       4620      6241      0.54727        131.03169      0.8781         -31.95304      
616       4690      6241      0.54688        126.35102      0.87852        -31.99289      
617       4760      6241      0.54599        121.60971      0.87894        -32.0377       
618       4830      6241      0.5454         116.85909      0.87936        -32.08715      
619       4900      6241      0.54438        112.15298      0.87975        -32.14172      
620       4970      6241      0.54335        107.38827      0.88012        -32.20309      
621       5040      6241      0.5419         102.59806      0.88045        -32.27202      
622       5110      6241      0.54006        97.85208       0.8807         -32.3482       
623       5180      6241      0.53833        93.03493       0.88087        -32.43411      
624       5250      6241      0.5366         88.22422       0.88093        -32.52933      
625       5320      6241      0.53408        83.44144       0.8808         -32.63362      
626       5390      6241      0.53195        78.60144       0.88046        -32.74866      
627       5460      6241      0.52958        73.75236       0.87983        -32.87212      
628       5530      6241      0.52648        68.84797       0.8788         -33.00141      
629       5600      6241      0.52373        63.93829       0.87733        -33.13109      
630       5670      6241      0.52148        59.04081       0.87539        -33.25378      
631       5740      6241      0.5186         54.06862       0.87286        -33.35729      
632       5810      6241      0.51637        49.11783       0.86989        -33.43062      
633       5880      6241      0.51376        44.12202       0.86655        -33.45779      
634       0         6300      0.59009        95.26653       0.88227        -32.37167      
635       64        6300      0.58804        90.8399        0.88254        -32.46153      
636       128       6300      0.58619        86.38901       0.88271        -32.56258      
637       192       6300      0.58464        81.87739       0.88275        -32.67704      
638       256       6300      0.58241        77.39659       0.88256        -32.80333      
639       320       6300      0.58026        72.93163       0.8821         -32.94129      
640       384       6300      0.57828        68.38864       0.88126        -33.09263      
641       448       6300      0.57599        63.88248       0.87994        -33.24902      
642       512       6300      0.57366        59.41086       0.87805        -33.40317      
643       576       6300      0.57098        54.8457        0.87545        -33.54676      
644       640       6300      0.5684         50.3351        0.87222        -33.66037      
645       704       6300      0.56597        45.82973       0.86846        -33.72927      
646       768       6300      0.56402        41.2044        0.86428        -33.7409       
647       832       6300      0.56174        36.64838       0.86017        -33.68032      
648       896       6300      0.55907        32.12274       0.8565         -33.55288      
649       960       6300      0.55638        27.51216       0.85348        -33.37245      
650       1024      6300      0.55381        22.88783       0.85131        -33.16223      
651       1088      6300      0.55162        18.32523       0.85           -32.94709      
652       1152      6300      0.54946        13.64687       0.8494         -32.73424      
653       1216      6300      0.54768        9.02212        0.84938        -32.54188      
654       1280      6300      0.54545        4.39965        0.84981        -32.37256      
655       1344      6300      0.54341        -0.27088       0.85053        -32.22578      
656       1408      6300      0.54165        -4.90619       0.8514         -32.10262      
657       1472      6300      0.54005        -9.55547       0.85236        -31.99923      
658       1536      6300      0.5391         -14.24811      0.85337        -31.91175      
659       1600      6300      0.53793        -18.91028      0.85438        -31.84024      
660       1664      6300      0.53672        -23.55054      0.85537        -31.78165      
661       1728      6300      0.53557        -28.21105      0.85634        -31.73321      
662       1792      6300      0.53483        -32.91908      0.85727        -31.69253      
663       1856      6300      0.53386        -37.56703      0.85815        -31.65996      
664       1920      6300      0.53329        -42.23118      0.859          -31.6328       
665       1984      6300      0.53306        -46.92633      0.8598         -31.61019      
666       2048      6300      0.5332         -51.59935      0.86055        -31.59159      
667       2112      6300      0.53353        -56.2415       0.86127        -31.57653      
668       2176      6300      0.53382        -60.93983      0.86196        -31.56449      
669       2240      6300      0.53466        -65.6127       0.86261        -31.55464      
670       2304      6300      0.53577        -70.23658      0.86323        -31.54692      
671       2368      6300      0.53661        -74.88939      0.86383        -31.54141      
672       2432      6300      0.53777        -79.50268      0.86439        -31.53739      
673       2496      6300      0.53886        -84.06901      0.86493        -31.53493      
674       2560      6300      0.53998        -88.69885      0.86546        -31.53377      
675       2624      6300      0.54185        -93.28499      0.86597        -31.53322      
676       2688      6300      0.54354        -97.80327      0.86645        -31.53386      
677       2752      6300      0.54521        -102.35515     0.86692        -31.53549      
678       2816      6300      0.54725        -106.90632     0.86738        -31.53775      
679       2880      6300      0.54893        -111.36375     0.86782        -31.54098      
680       2944      6300      0.55084        -115.8827      0.86825        -31.54487      
681       3008      6300      0.55365        -120.39589     0.86868        -31.54891      
682       3072      6300      0.55602        -124.83757     0.86909        -31.55381      
683       3136      6300      0.55826        -129.29638     0.8695         -31.55948      
684       3200      6300      0.56045        -133.7608      0.8699         -31.56582      
685       3264      6300      0.5626         -138.17277     0.8703         -31.57272      
686       3328      6300      0.56428        -142.57458     0.87069        -31.58048      
687       3392      6300      0.56651        -147.01054     0.87108        -31.58861      
688       3456      6300      0.56848        -151.38898     0.87146        -31.59739      
689       3520      6300      0.57067        -155.75829     0.87184        -31.60666      
690       3584      6300      0.57252        -160.1287      0.87222        -31.61679      
691       3648      6300      0.57436        -164.50229     0.8726         -31.62763      
692       3712      6300      0.57599        -168.83189     0.87297        -31.63918      
693       3776      6300      0.57808        -173.23326     0.87336        -31.65148      
694       3840      6300      0.57991        -177.55586     0.87374        -31.6645       
695       3904      6300      0.58135        178.12347      0.87413        -31.67861      
696       3968      6300      0.58231        173.76704      0.87451        -31.69408      
697       4032      6300      0.58377        169.44699      0.8749         -31.71019      
698       4096      6300      0.58469        165.14623      0.8753         -31.72766      
699       4160      6300      0.58569        160.79644      0.8757         -31.74657      
700       4224      6300      0.58678        156.47921      0.8761         -31.76669      
701       4288      6300      0.58753        152.17782      0.87651        -31.78846      
702       4352      6300      0.5877         147.83482      0.87693        -31.81255      
703       4416      6300      0.58809        143.48509      0.87736        -31.83852      
704       4480      6300      0.58837        139.17621      0.87779        -31.8665       
705       4544      6300      0.58843        134.83108      0.87822        -31.89733      
706       4608      6300      0.5887         130.48607      0.87867        -31.93086      
707       4672      6300      0.58853        126.17906      0.87911        -31.96754      
708       4736      6300      0.58774        121.82157      0.87956        -32.00871      
709       4800      6300      0.58721        117.42713      0.88001        -32.0543       
710       4864      6300      0.58662        113.14951      0.88045        -32.10338      
711       4928      6300      0.58525        108.78685      0.88087        -32.15937      
712       4992      6300      0.58441        104.37623      0.88129        -32.22196      
713       5056      6300      0.58378        100.00756      0.88169        -32.29101      
714       5120      6300      0.58177        95.59959       0.88201        -32.36966      
715       5184      6300      0.58003        91.19303       0.88226        -32.45729      
716       5248      6300      0.57883        86.75582       0.88243        -32.55567      
717       5312      6300      0.57676        82.35038       0.88244        -32.66462      
718       5376      6300      0.57479        77.89866       0.88225        -32.78625      
719       5440      6300      0.57317        73.44699       0.88181        -32.91948      
720       5504      6300      0.57037        69.02156       0.88098        -33.06045      
721       5568      6300      0.56769        64.51604       0.87969        -33.20944      
722       5632      6300      0.56578        60.0296        0.87791        -33.35849      
723       5696      6300      0.56335        55.5327        0.87549        -33.4954       
724       5760      6300      0.56066        51.0116        0.87244        -33.60635      
725       5824      6300      0.55914        46.43469       0.86885        -33.68272      
726       5888      6300      0.55661        41.89281       0.86492        -33.69673      
727       0         6357      0.63108        93.51944       0.88361        -32.38204      
728       60        6357      0.62977        89.30596       0.88401        -32.47516      
729       120       6357      0.62819        85.16896       0.88432        -32.5786       
730       180       6357      0.62691        80.91947       0.88452        -32.69851      
731       240       6357      0.62492        76.67272       0.88452        -32.83383      
732       300       6357      0.62331        72.52282       0.88428        -32.98163      
733       360       6357      0.62113        68.274         0.88364        -33.14825      
734       420       6357      0.61913        64.0529        0.88254        -33.32696      
735       480       6357      0.61682        59.85212       0.88081        -33.51117      
736       540       6357      0.61448        55.66051       0.87835        -33.69105      
737       600       6357      0.61266        51.38275       0.87503        -33.85686      
738       660       6357      0.61           47.14783       0.8709         -33.97467      
739       720       6357      0.60761        42.91294       0.86618        -34.02899      
740       780       6357      0.60549        38.57366       0.86111        -34.00232      
741       840       6357      0.60311        34.28766       0.85637        -33.88597      
742       900       6357      0.60041        30.1029        0.85248        -33.69861      
743       960       6357      0.59819        25.75222       0.84942        -33.45808      
744       1020      6357      0.59612        21.4552        0.84749        -33.20005      
745       1080      6357      0.59401        17.17178       0.84654        -32.94634      
746       1140      6357      0.59193        12.86799       0.84636        -32.71126      
747       1200      6357      0.59016        8.50485        0.84674        -32.50114      
748       1260      6357      0.58787        4.19802        0.84753        -32.32428      
749       1320      6357      0.58616        -0.08413       0.84851        -32.17608      
750       1380      6357      0.58441        -4.43303       0.84963        -32.05121      
751       1440      6357      0.58294        -8.79562       0.8508         -31.94777      
752       1500      6357      0.58138        -13.09879      0.85196        -31.86426      
753       1560      6357      0.58008        -17.46714      0.8531         -31.79444      
754       1620      6357      0.57867        -21.82446      0.85421        -31.73775      
755       1680      6357      0.57744        -26.14077      0.85525        -31.69164      
756       1740      6357      0.57626        -30.51658      0.85626        -31.65339      
757       1800      6357      0.57573        -34.92184      0.85721        -31.62117      
758       1860      6357      0.57498        -39.28128      0.85809        -31.59553      
759       1920      6357      0.57473        -43.6122       0.85893        -31.57428      
760       1980      6357      0.57484        -48.0091       0.85972        -31.55645      
761       2040      6357      0.57464        -52.38806      0.86048        -31.54257      
762       2100      6357      0.57482        -56.69807      0.86118        -31.53138      
763       2160      6357      0.57494        -61.05954      0.86185        -31.52262      
764       2220      6357      0.57545        -65.4294       0.86249        -31.51561      
765       2280      6357      0.57593        -69.73797      0.8631         -31.51054      
766       2340      6357      0.57648        -74.05537      0.86368        -31.50699      
767       2400      6357      0.57741        -78.42076      0.86424        -31.50448      
768       2460      6357      0.57861        -82.73101      0.86477        -31.50303      
769       2520      6357      0.57968        -86.97988      0.86527        -31.50275      
770       2580      6357      0.58106        -91.29489      0.86577        -31.50322      
771       2640      6357      0.58247        -95.58611      0.86625        -31.50455      
772       2700      6357      0.58412        -99.78294      0.8667         -31.50644      
773       2760      6357      0.58561        -104.07662     0.86715        -31.50923      
774       2820      6357      0.58736        -108.3358      0.86758        -31.5125       
775       2880      6357      0.5893         -112.50052     0.868          -31.51617      
776       2940      6357      0.59123        -116.73264     0.86841        -31.5205       
777       3000      6357      0.59328        -120.98099     0.86882        -31.52535      
778       3060      6357      0.59531        -125.13851     0.86921        -31.53062      
779       3120      6357      0.59716        -129.29575     0.8696         -31.5365       
780       3180      6357      0.59929        -133.52845     0.86999        -31.54285      
781       3240      6357      0.60129        -137.67394     0.87037        -31.54962      
782       3300      6357      0.60324        -141.79017     0.87074        -31.55684      
783       3360      6357      0.60528        -145.95555     0.87111        -31.56463      
784       3420      6357      0.60713        -150.10279     0.87148        -31.57298      
785       3480      6357      0.60896        -154.19379     0.87184        -31.58173      
786       3540      6357      0.6106         -158.31822     0.87221        -31.5912       
787       3600      6357      0.61247        -162.46497     0.87258        -31.60117      
788       3660      6357      0.61439        -166.55787     0.87294        -31.61156      
789       3720      6357      0.61618        -170.62729     0.87331        -31.62257      
790       3780      6357      0.61777        -174.78072     0.87368        -31.63461      
791       3840      6357      0.61931        -178.86441     0.87405        -31.64717      
792       3900      6357      0.62049        177.10266      0.87442        -31.66052      
793       3960      6357      0.62218        173.00508      0.8748         -31.67464      
794       4020      6357      0.62337        168.91494      0.87518        -31.68993      
795       4080      6357      0.62438        164.87321      0.87557        -31.7061       
796       4140      6357      0.62542        160.75326      0.87597        -31.72369      
797       4200      6357      0.62608        156.6599       0.87637        -31.7426       
798       4260      6357      0.62698        152.62232      0.87677        -31.76244      
799       4320      6357      0.6273         148.59436      0.87718        -31.78403      
800       4380      6357      0.62773        144.46273      0.87761        -31.80782      
801       4440      6357      0.62826        140.36422      0.87805        -31.83324      
802       4500      6357      0.62841        136.28258      0.87849        -31.86092      
803       4560      6357      0.62831        132.18591      0.87894        -31.89127      
804       4620      6357      0.6288         128.07883      0.87941        -31.92405      
805       4680      6357      0.62885        124.03498      0.87988        -31.95964      
806       4740      6357      0.6283         119.91788      0.88036        -31.99985      
807       4800      6357      0.62779        115.84137      0.88084        -32.04367      
808       4860      6357      0.62709        111.7544       0.88132        -32.09236      
809       4920      6357      0.62615        107.62389      0.88181        -32.14713      
810       4980      6357      0.62538        103.50957      0.88229        -32.20777      
811       5040      6357      0.62468        99.36508       0.88277        -32.27603      
812       5100      6357      0.62327        95.25571       0.8832         -32.35241      
813       5160      6357      0.62192        91.13491       0.88358        -32.43835      
814       5220      6357      0.62077        86.98904       0.88391        -32.53552      
815       5280      6357      0.61924        82.85699       0.88412        -32.64468      
816       5340      6357      0.61696        78.66777       0.88415        -32.769        
817       5400      6357      0.61512        74.48355       0.88397        -32.9074       
818       5460      6357      0.61327        70.32515       0.8835         -33.05919      
819       5520      6357      0.61116        66.14897       0.88261        -33.2241       
820       5580      6357      0.60943        61.92          0.88121        -33.40065      
821       5640      6357      0.60727        57.71886       0.87913        -33.57601      
822       5700      6357      0.60455        53.49904       0.87627        -33.73736      
823       5760      6357      0.60288        49.24478       0.87267        -33.87428      
824       5820      6357      0.60106        44.99703       0.86838        -33.95934      
825       5880      6357      0.59884        40.7516        0.86368        -33.97116      
826       0         6411      0.6712         91.81097       0.88499        -32.38937      
827       57        6411      0.66954        87.85161       0.88549        -32.48425      
828       114       6411      0.66803        83.87432       0.88594        -32.59254      
829       171       6411      0.6663         79.85867       0.88629        -32.71733      
830       228       6411      0.66468        75.8231        0.88648        -32.86032      
831       285       6411      0.66329        71.83949       0.88646        -33.02075      
832       342       6411      0.66124        67.81871       0.88605        -33.20302      
833       399       6411      0.65965        63.7674        0.88519        -33.40709      
834       456       6411      0.65741        59.73821       0.88362        -33.62486      
835       513       6411      0.65586        55.75961       0.88129        -33.84776      
836       570       6411      0.65378        51.68281       0.87782        -34.0635       
837       627       6411      0.65139        47.65953       0.8733         -34.23662      
838       684       6411      0.64938        43.66737       0.8679         -34.34241      
839       741       6411      0.64713        39.61528       0.86189        -34.34973      
840       798       6411      0.64527        35.5327        0.85592        -34.24642      
841       855       6411      0.64302        31.49525       0.8508         -34.03786      
842       912       6411      0.64084        27.48111       0.84693        -33.7605       
843       969       6411      0.63854        23.37699       0.84441        -33.44434      
844       1026      6411      0.63681        19.29512       0.84314        -33.13375      
845       1083      6411      0.63453        15.24976       0.84295        -32.85023      
846       1140      6411      0.63199        11.19731       0.84348        -32.603        
847       1197      6411      0.63034        7.09717        0.8444         -32.39117      
848       1254      6411      0.62864        3.00153        0.8456         -32.21602      
849       1311      6411      0.62706        -1.04679       0.84692        -32.07408      
850       1368      6411      0.62529        -5.17086       0.84831        -31.95687      
851       1425      6411      0.62345        -9.27815       0.84969        -31.86261      
852       1482      6411      0.62195        -13.34606      0.851          -31.78653      
853       1539      6411      0.62046        -17.45833      0.85226        -31.72419      
854       1596      6411      0.61932        -21.60102      0.85346        -31.6728       
855       1653      6411      0.61823        -25.6832       0.85457        -31.63173      
856       1710      6411      0.61708        -29.77605      0.85561        -31.59842      
857       1767      6411      0.61621        -33.93666      0.85661        -31.57066      
858       1824      6411      0.61552        -38.0439       0.85753        -31.54834      
859       1881      6411      0.61478        -42.13881      0.85839        -31.53052      
860       1938      6411      0.61431        -46.28135      0.85921        -31.51582      
861       1995      6411      0.61401        -50.40819      0.85998        -31.50407      
862       2052      6411      0.614          -54.5279       0.8607         -31.49464      
863       2109      6411      0.61393        -58.59061      0.86137        -31.48758      
864       2166      6411      0.61418        -62.74842      0.86203        -31.48193      
865       2223      6411      0.61443        -66.85847      0.86265        -31.47799      
866       2280      6411      0.61504        -70.93837      0.86323        -31.47515      
867       2337      6411      0.61567        -75.05025      0.86379        -31.47352      
868       2394      6411      0.61658        -79.16162      0.86433        -31.47275      
869       2451      6411      0.61733        -83.23412      0.86484        -31.47307      
870       2508      6411      0.61817        -87.2586       0.86533        -31.47413      
871       2565      6411      0.619          -91.36209      0.86581        -31.47598      
872       2622      6411      0.62036        -95.41338      0.86627        -31.47813      
873       2679      6411      0.62183        -99.40337      0.86671        -31.48077      
874       2736      6411      0.62303        -103.45543     0.86714        -31.48422      
875       2793      6411      0.6246         -107.5147      0.86756        -31.48797      
876       2850      6411      0.62687        -111.52985     0.86797        -31.49176      
877       2907      6411      0.62839        -115.50997     0.86837        -31.49643      
878       2964      6411      0.63006        -119.53        0.86876        -31.50152      
879       3021      6411      0.63192        -123.52913     0.86915        -31.5069       
880       3078      6411      0.634          -127.4791      0.86952        -31.51249      
881       3135      6411      0.63591        -131.48887     0.8699         -31.5187       
882       3192      6411      0.63798        -135.48156     0.87027        -31.52521      
883       3249      6411      0.63989        -139.42657     0.87063        -31.53211      
884       3306      6411      0.64137        -143.33634     0.87099        -31.53957      
885       3363      6411      0.64306        -147.29808     0.87135        -31.54744      
886       3420      6411      0.64475        -151.25228     0.8717         -31.55572      
887       3477      6411      0.64654        -155.14103     0.87205        -31.56424      
888       3534      6411      0.64824        -159.0941      0.87241        -31.57341      
889       3591      6411      0.65015        -163.02134     0.87277        -31.58288      
890       3648      6411      0.65219        -166.93456     0.87312        -31.59276      
891       3705      6411      0.65354        -170.79675     0.87348        -31.60337      
892       3762      6411      0.65462        -174.74361     0.87384        -31.61496      
893       3819      6411      0.65657        -178.6581      0.8742         -31.6266       
894       3876      6411      0.65868        177.47713      0.87457        -31.63865      
895       3933      6411      0.65974        173.54685      0.87494        -31.65219      
896       3990      6411      0.66113        169.61581      0.87532        -31.66635      
897       4047      6411      0.66225        165.73342      0.8757         -31.68132      
898       4104      6411      0.66316        161.88141      0.87609        -31.69721      
899       4161      6411      0.66395        157.95182      0.87648        -31.71453      
900       4218      6411      0.66491        154.06694      0.87689        -31.7327       
901       4275      6411      0.66559        150.20976      0.8773         -31.75215      
902       4332      6411      0.66592        146.28343      0.87772        -31.77358      
903       4389      6411      0.66659        142.38143      0.87816        -31.79626      
904       4446      6411      0.66718        138.48524      0.8786         -31.82073      
905       4503      6411      0.66695        134.59046      0.87905        -31.84773      
906       4560      6411      0.66711        130.69851      0.87952        -31.87671      
907       4617      6411      0.66721        126.76974      0.88001        -31.90861      
908       4674      6411      0.66745        122.90386      0.8805         -31.9428       
909       4731      6411      0.66712        118.96842      0.88102        -31.98139      
910       4788      6411      0.66687        115.0446       0.88154        -32.0237       
911       4845      6411      0.66691        111.13232      0.88208        -32.07012      
912       4902      6411      0.66602        107.22979      0.88262        -32.12227      
913       4959      6411      0.66463        103.32056      0.88315        -32.18085      
914       5016      6411      0.6641         99.3791        0.88371        -32.24621      
915       5073      6411      0.66307        95.45199       0.88424        -32.31983      
916       5130      6411      0.66176        91.48903       0.88476        -32.40387      
917       5187      6411      0.66082        87.54431       0.88524        -32.49829      
918       5244      6411      0.66008        83.58102       0.88567        -32.60591      
919       5301      6411      0.65811        79.65713       0.88594        -32.72767      
920       5358      6411      0.6561         75.66477       0.88606        -32.86793      
921       5415      6411      0.65502        71.68376       0.88598        -33.02588      
922       5472      6411      0.65372        67.71793       0.88556        -33.20234      
923       5529      6411      0.65146        63.70781       0.88459        -33.39786      
924       5586      6411      0.65           59.70372       0.88305        -33.60785      
925       5643      6411      0.64827        55.73258       0.88069        -33.81996      
926       5700      6411      0.64599        51.70642       0.87731        -34.02015      
927       5757      6411      0.64364        47.66033       0.8729         -34.18264      
928       5814      6411      0.64234        43.62932       0.86767        -34.28536      
929       5871      6411      0.64043        39.57194       0.86189        -34.29098      
930       0         6465      0.71068        89.9176        0.88646        -32.39837      
931       54        6465      0.70909        86.11488       0.8871         -32.49689      
932       108       6465      0.70805        82.35143       0.88771        -32.60812      
933       162       6465      0.70679        78.50336       0.88826        -32.7393       
934       216       6465      0.70512        74.65801       0.88866        -32.89108      
935       270       6465      0.70366        70.86799       0.88886        -33.06351      
936       324       6465      0.70229        67.10072       0.88876        -33.26022      
937       378       6465      0.70053        63.22803       0.88817        -33.4901       
938       432       6465      0.69853        59.41875       0.88687        -33.74143      
939       486       6465      0.69672        55.65401       0.88469        -34.00785      
940       540       6465      0.69493        51.8315        0.88128        -34.28051      
941       594       6465      0.69327        47.98132       0.87643        -34.52897      
942       648       6465      0.69107        44.14662       0.87016        -34.70228      
943       702       6465      0.68909        40.38556       0.86307        -34.76162      
944       756       6465      0.68741        36.51718       0.85558        -34.68024      
945       810       6465      0.68517        32.67291       0.84894        -34.44893      
946       864       6465      0.68302        28.87421       0.84392        -34.11788      
947       918       6465      0.68091        25.06996       0.84069        -33.73832      
948       972       6465      0.6792         21.18634       0.83907        -33.35283      
949       1026      6465      0.67701        17.34976       0.83886        -33.0048       
950       1080      6465      0.6751         13.52739       0.83951        -32.70649      
951       1134      6465      0.67338        9.69073        0.84071        -32.45726      
952       1188      6465      0.67172        5.80761        0.84222        -32.2519       
953       1242      6465      0.66965        1.95246        0.84387        -32.08903      
954       1296      6465      0.66806        -1.8565        0.8455         -31.95931      
955       1350      6465      0.6664         -5.73928       0.84712        -31.8537       
956       1404      6465      0.66494        -9.64611       0.84867        -31.76854      
957       1458      6465      0.6632         -13.48368      0.85012        -31.7023       
958       1512      6465      0.66166        -17.30162      0.85146        -31.64908      
