The S-parameters of DUT is:
gam:S11        ang:S11        gam:S12        ang:S12        gam:S21        ang:S21        gam:S22        ang:S22        
0.92708        -36.26         0.0488         62.67          0.44384        119.3          0.86805        -32.08         

Pt        X         Y         gamma_l        angle          gamma_out      angle          
499       4379      7543      0.46239        -155.42934     0.93013        -35.86048      
500       4530      7543      0.46434        -166.51229     0.93104        -35.8859       
501       4681      7543      0.46641        -177.52865     0.93193        -35.91642      
502       4832      7543      0.46924        171.50185      0.93282        -35.95237      
503       4983      7543      0.47275        160.57527      0.93371        -35.99481      
504       5134      7543      0.47661        149.68809      0.93459        -36.04535      
505       5285      7543      0.48103        138.84696      0.93547        -36.10573      
506       5436      7543      0.48519        128.07818      0.93633        -36.17877      
507       5587      7543      0.48906        117.36519      0.93713        -36.26786      
508       5738      7543      0.49317        106.72707      0.93784        -36.37674      
509       5889      7543      0.49709        96.1477        0.93833        -36.51074      
510       6040      7543      0.50044        85.70953       0.93845        -36.6733       
511       6191      7543      0.50319        75.33903       0.93788        -36.86668      
512       6342      7543      0.50566        65.05331       0.93624        -37.08275      
513       6493      7543      0.50726        54.78105       0.93302        -37.29308      
514       6644      7543      0.50779        44.53012       0.92802        -37.43512      
515       6795      7543      0.50773        34.30679       0.92196        -37.4352       
516       6946      7543      0.50683        24.09911       0.91645        -37.26424      
517       7097      7543      0.50534        13.83314       0.91292        -36.97843      
518       7248      7543      0.50311        3.60399        0.9117         -36.67416      
519       7399      7543      0.50006        -6.66726       0.91213        -36.41266      
520       7550      7543      0.49697        -16.97633      0.91344        -36.21249      
521       7701      7543      0.49343        -27.3418       0.91511        -36.06813      
522       7852      7543      0.48976        -37.74525      0.91685        -35.96734      
523       8003      7543      0.48586        -48.2093       0.91853        -35.89845      
524       8154      7543      0.48217        -58.78668      0.92011        -35.85201      
525       8305      7543      0.47851        -69.35359      0.92156        -35.82246      
526       8456      7543      0.47529        -80.01044      0.92289        -35.8047       
527       8607      7543      0.47199        -90.75161      0.92413        -35.79633      
528       8758      7543      0.46925        -101.57697     0.92528        -35.79488      
529       8909      7543      0.46733        -112.46647     0.92636        -35.79894      
530       9060      7543      0.46591        -123.38885     0.92738        -35.80794      
531       9211      7543      0.46526        -134.35985     0.92836        -35.82122      
532       9362      7543      0.4654         -145.40114     0.92931        -35.83867      
533       9513      7543      0.46625        -156.44074     0.93023        -35.86029      
534       9664      7543      0.46779        -167.55729     0.93115        -35.88658      
535       9815      7543      0.46998        -178.627       0.93204        -35.91777      
536       9966      7543      0.47276        170.24217      0.93295        -35.95505      
537       10117     7543      0.47623        159.20253      0.93384        -35.99895      
538       10268     7543      0.48025        148.20875      0.93474        -36.05119      
539       10419     7543      0.48471        137.28462      0.93564        -36.11375      
540       10570     7543      0.48912        126.40322      0.93651        -36.1898       
541       10721     7543      0.49397        115.66905      0.93733        -36.28178      
542       10872     7543      0.49801        104.92205      0.93803        -36.39623      
543       11023     7543      0.50195        94.36317       0.9385         -36.53575      
544       11174     7543      0.50556        83.84896       0.93856        -36.70685      
545       11325     7543      0.50819        73.40433       0.93784        -36.90995      
546       11476     7543      0.51046        63.05178       0.93593        -37.13381      
547       11627     7543      0.51171        52.77766       0.93231        -37.34171      
548       11778     7543      0.51186        42.5343        0.92692        -37.46467      
549       0         7609      0.51301        149.15951      0.935          -36.02738      
550       140       7609      0.51683        139.12292      0.93588        -36.08391      
551       280       7609      0.52054        129.1782       0.93675        -36.15129      
552       420       7609      0.52406        119.2758       0.9376         -36.23272      
553       560       7609      0.52765        109.38636      0.9384         -36.33219      
554       700       7609      0.53112        99.56234       0.93908        -36.45415      
555       840       7609      0.53428        89.82405       0.93951        -36.60379      
556       980       7609      0.53678        80.1166        0.93949        -36.78689      
557       1120      7609      0.53889        70.48698       0.93866        -37.00327      
558       1260      7609      0.54048        60.90443       0.93654        -37.24169      
559       1400      7609      0.5412         51.33974       0.93258        -37.46355      
560       1540      7609      0.54156        41.81112       0.92675        -37.59636      
561       1680      7609      0.54131        32.30499       0.92002        -37.56033      
562       1820      7609      0.5403         22.78704       0.91426        -37.33967      
563       1960      7609      0.53873        13.30595       0.91089        -37.01498      
564       2100      7609      0.53679        3.77989        0.90992        -36.68559      
565       2240      7609      0.53417        -5.77091       0.91061        -36.41099      
566       2380      7609      0.5314         -15.34216      0.9121         -36.20425      
567       2520      7609      0.52849        -24.94072      0.91391        -36.05605      
568       2660      7609      0.52528        -34.585        0.91575        -35.95251      
569       2800      7609      0.52264        -44.28585      0.9175         -35.8804       
570       2940      7609      0.51937        -54.01347      0.91912        -35.83225      
571       3080      7609      0.51632        -63.78995      0.92061        -35.80044      
572       3220      7609      0.51337        -73.60233      0.92197        -35.7807       
573       3360      7609      0.51091        -83.45302      0.92322        -35.76964      
574       3500      7609      0.50904        -93.37716      0.92439        -35.76517      
575       3640      7609      0.50737        -103.36085     0.92547        -35.76626      
576       3780      7609      0.50617        -113.38509     0.9265         -35.77181      
577       3920      7609      0.50539        -123.44199     0.92747        -35.78124      
578       4060      7609      0.50507        -133.54788     0.9284         -35.79423      
579       4200      7609      0.50492        -143.73995     0.92931        -35.81091      
580       4340      7609      0.50585        -153.92266     0.93019        -35.83063      
581       4480      7609      0.50773        -164.09464     0.93106        -35.85366      
582       4620      7609      0.50984        -174.24515     0.93192        -35.88075      
583       4760      7609      0.51248        175.65322      0.93278        -35.91216      
584       4900      7609      0.51542        165.54431      0.93365        -35.94895      
585       5040      7609      0.51876        155.50678      0.93452        -35.99179      
586       5180      7609      0.5224         145.46621      0.9354         -36.04246      
587       5320      7609      0.52598        135.48464      0.93629        -36.10272      
588       5460      7609      0.52989        125.53482      0.93718        -36.17499      
589       5600      7609      0.53307        115.59516      0.93804        -36.26345      
590       5740      7609      0.53672        105.72475      0.93884        -36.3713       
591       5880      7609      0.54002        95.94423       0.93948        -36.50392      
592       6020      7609      0.54276        86.21692       0.93982        -36.66765      
593       6160      7609      0.54519        76.57134       0.93959        -36.86647      
594       6300      7609      0.54684        66.97245       0.93838        -37.09891      
595       6440      7609      0.54792        57.39713       0.93562        -37.34597      
596       6580      7609      0.54827        47.82902       0.93082        -37.55427      
597       6720      7609      0.54819        38.2832        0.92426        -37.63714      
598       6860      7609      0.54738        28.70618       0.91739        -37.52319      
599       7000      7609      0.54596        19.15575       0.9123         -37.23811      
600       7140      7609      0.54389        9.63055        0.90992        -36.88908      
601       7280      7609      0.54155        0.07601        0.90975        -36.56905      
602       7420      7609      0.53886        -9.51281       0.91091        -36.31667      
603       7560      7609      0.53557        -19.14312      0.91265        -36.13278      
604       7700      7609      0.53241        -28.79893      0.91455        -36.00339      
605       7840      7609      0.52911        -38.52026      0.9164         -35.91393      
606       7980      7609      0.5259         -48.26595      0.91813        -35.85309      
607       8120      7609      0.52244        -58.02678      0.91972        -35.81295      
608       8260      7609      0.51938        -67.84211      0.92117        -35.7869       
609       8400      7609      0.51653        -77.7079       0.9225         -35.77142      
610       8540      7609      0.51414        -87.63699      0.92372        -35.76369      
611       8680      7609      0.51195        -97.61708      0.92486        -35.76224      
612       8820      7609      0.51022        -107.61342     0.92592        -35.76567      
613       8960      7609      0.50909        -117.66853     0.92692        -35.77314      
614       9100      7609      0.50843        -127.76234     0.92788        -35.78429      
615       9240      7609      0.50834        -137.87045     0.9288         -35.79878      
616       9380      7609      0.50892        -148.0363      0.92969        -35.81659      
617       9520      7609      0.5101         -158.21299     0.93057        -35.83781      
618       9660      7609      0.51175        -168.44603     0.93145        -35.86292      
619       9800      7609      0.51385        -178.6603      0.93231        -35.89222      
620       9940      7609      0.51644        171.10812      0.93319        -35.92645      
621       10080     7609      0.51978        160.90966      0.93407        -35.96623      
622       10220     7609      0.5232         150.74537      0.93496        -36.01316      
623       10360     7609      0.52715        140.59576      0.93587        -36.06878      
624       10500     7609      0.53116        130.53448      0.93678        -36.13511      
625       10640     7609      0.53493        120.52334      0.93767        -36.21551      
626       10780     7609      0.53864        110.57065      0.93853        -36.31368      
627       10920     7609      0.54262        100.6827       0.9393         -36.43448      
628       11060     7609      0.5458         90.84177       0.93983        -36.58471      
629       11200     7609      0.54803        81.10396       0.93993        -36.76913      
630       11340     7609      0.55015        71.42902       0.93926        -36.99077      
631       11480     7609      0.55172        61.77451       0.9373         -37.24162      
632       11620     7609      0.55243        52.17277       0.93342        -37.48358      
633       11760     7609      0.55224        42.60385       0.92744        -37.63902      
634       0         7673      0.5565         148.10827      0.9355         -36.00823      
635       129       7673      0.56012        138.98941      0.93637        -36.06002      
636       258       7673      0.5633         129.80417      0.93726        -36.12229      
637       387       7673      0.56644        120.68242      0.93815        -36.19653      
638       516       7673      0.56958        111.57808      0.93903        -36.28644      
639       645       7673      0.57233        102.53084      0.93985        -36.39621      
640       774       7673      0.57535        93.47334       0.94056        -36.53205      
641       903       7673      0.57738        84.49936       0.94098        -36.69954      
642       1032      7673      0.57936        75.55751       0.94088        -36.90509      
643       1161      7673      0.58069        66.68038       0.93986        -37.14873      
644       1290      7673      0.5815         57.80343       0.93731        -37.41773      
645       1419      7673      0.58179        48.9742        0.93266        -37.66391      
646       1548      7673      0.58178        40.15724       0.92588        -37.80137      
647       1677      7673      0.58123        31.32922       0.9182         -37.73806      
648       1806      7673      0.58007        22.52986       0.9119         -37.46793      
649       1935      7673      0.57843        13.71734       0.90844        -37.0916       
650       2064      7673      0.57624        4.89844        0.90767        -36.72509      
651       2193      7673      0.5738         -3.95917       0.90859        -36.42671      
652       2322      7673      0.5714         -12.80984      0.91031        -36.20587      
653       2451      7673      0.5686         -21.69133      0.91231        -36.04906      
654       2580      7673      0.56566        -30.57982      0.91429        -35.9401       
655       2709      7673      0.56315        -39.53595      0.91616        -35.86405      
656       2838      7673      0.56052        -48.49967      0.91787        -35.81239      
657       2967      7673      0.55794        -57.49424      0.91942        -35.77777      
658       3096      7673      0.55557        -66.52422      0.92084        -35.75533      
659       3225      7673      0.55338        -75.55268      0.92213        -35.74193      
660       3354      7673      0.55107        -84.65685      0.92332        -35.73554      
661       3483      7673      0.5497         -93.82213      0.92443        -35.73386      
662       3612      7673      0.54848        -102.9649      0.92545        -35.73654      
663       3741      7673      0.54767        -112.15717     0.92642        -35.74269      
664       3870      7673      0.54726        -121.40326     0.92735        -35.7519       
665       3999      7673      0.54729        -130.66038     0.92824        -35.76384      
666       4128      7673      0.54762        -139.91729     0.9291         -35.77847      
667       4257      7673      0.54824        -149.24702     0.92994        -35.79592      
668       4386      7673      0.54967        -158.55395     0.93077        -35.81584      
669       4515      7673      0.55147        -167.90951     0.93159        -35.83889      
670       4644      7673      0.55379        -177.2127      0.93241        -35.86508      
671       4773      7673      0.55626        173.53107      0.93324        -35.89506      
672       4902      7673      0.55911        164.25907      0.93407        -35.9296       
673       5031      7673      0.56211        155.03191      0.93492        -35.96946      
674       5160      7673      0.56562        145.85398      0.93579        -36.01554      
675       5289      7673      0.56915        136.66632      0.93668        -36.06999      
676       5418      7673      0.57235        127.51047      0.93759        -36.13488      
677       5547      7673      0.57523        118.41724      0.9385         -36.21269      
678       5676      7673      0.57793        109.31008      0.93939        -36.30772      
679       5805      7673      0.58079        100.22932      0.94023        -36.42439      
680       5934      7673      0.58344        91.22311       0.94092        -36.56834      
681       6063      7673      0.58545        82.27351       0.94128        -36.74671      
682       6192      7673      0.58709        73.35799       0.94105        -36.9657       
683       6321      7673      0.58839        64.48953       0.93976        -37.22442      
684       6450      7673      0.58892        55.634         0.93673        -37.50324      
685       6579      7673      0.58878        46.77517       0.93138        -37.74297      
686       6708      7673      0.58854        37.93761       0.92394        -37.84394      
687       6837      7673      0.5876         29.11735       0.91613        -37.71959      
688       6966      7673      0.58607        20.24274       0.91029        -37.39454      
689       7095      7673      0.58416        11.40405       0.90759        -36.99712      
690       7224      7673      0.58158        2.54588        0.90745        -36.63568      
691       7353      7673      0.57919        -6.34068       0.90874        -36.35341      
692       7482      7673      0.57642        -15.23166      0.91067        -36.14956      
693       7611      7673      0.57342        -24.13538      0.91274        -36.00716      
694       7740      7673      0.57058        -33.06696      0.91474        -35.90857      
695       7869      7673      0.56765        -42.03935      0.9166         -35.84113      
696       7998      7673      0.56475        -51.06905      0.91829        -35.79544      
697       8127      7673      0.56198        -60.09411      0.91982        -35.7654       
698       8256      7673      0.55943        -69.15465      0.92121        -35.74642      
699       8385      7673      0.55692        -78.24399      0.92248        -35.73579      
700       8514      7673      0.55507        -87.3959       0.92366        -35.73103      
701       8643      7673      0.55316        -96.54112      0.92474        -35.73143      
702       8772      7673      0.55187        -105.75152     0.92576        -35.73552      
703       8901      7673      0.55113        -114.95733     0.92672        -35.7428       
704       9030      7673      0.55058        -124.228       0.92763        -35.75317      
705       9159      7673      0.55049        -133.5092      0.92852        -35.76619      
706       9288      7673      0.55115        -142.78275     0.92937        -35.78158      
707       9417      7673      0.5522         -152.0836      0.93021        -35.79966      
708       9546      7673      0.55368        -161.45367     0.93104        -35.82069      
709       9675      7673      0.55569        -170.8061      0.93186        -35.8447       
710       9804      7673      0.55767        179.83035      0.93269        -35.87248      
711       9933      7673      0.56025        170.47508      0.93353        -35.90419      
712       10062     7673      0.56323        161.10844      0.93438        -35.94079      
713       10191     7673      0.5665         151.76572      0.93526        -35.98323      
714       10320     7673      0.56974        142.46734      0.93615        -36.03291      
715       10449     7673      0.57321        133.18406      0.93706        -36.09164      
716       10578     7673      0.57674        123.93457      0.93799        -36.16182      
717       10707     7673      0.58019        114.77236      0.93892        -36.24621      
718       10836     7673      0.58322        105.59828      0.93983        -36.35023      
719       10965     7673      0.58607        96.49475       0.94064        -36.47845      
720       11094     7673      0.58852        87.46596       0.94125        -36.63752      
721       11223     7673      0.59021        78.48096       0.94143        -36.83513      
722       11352     7673      0.59157        69.51728       0.94084        -37.07637      
723       11481     7673      0.59252        60.5879        0.93887        -37.35454      
724       11610     7673      0.59278        51.71017       0.93484        -37.63314      
725       11739     7673      0.59265        42.82772       0.92833        -37.83178      
726       0         7733      0.59892        146.9804       0.93598        -35.99021      
727       121       7733      0.60212        138.38688      0.93686        -36.03952      
728       242       7733      0.6049         129.79891      0.93777        -36.09786      
729       363       7733      0.60776        121.26486      0.93869        -36.16687      
730       484       7733      0.61034        112.72952      0.93963        -36.25026      
731       605       7733      0.61265        104.22671      0.94056        -36.3518       
732       726       7733      0.61476        95.73644       0.94143        -36.4771       
733       847       7733      0.61696        87.29052       0.94216        -36.63244      
734       968       7733      0.61843        78.87212       0.94254        -36.82643      
735       1089      7733      0.61962        70.48541       0.94227        -37.06582      
736       1210      7733      0.62016        62.13016       0.94081        -37.35009      
737       1331      7733      0.62055        53.7912        0.93743        -37.65802      
738       1452      7733      0.62042        45.45715       0.93144        -37.92219      
739       1573      7733      0.61981        37.1685        0.92315        -38.02554      
740       1694      7733      0.6188         28.84635       0.9145         -37.8751       
741       1815      7733      0.61738        20.53807       0.90823        -37.50741      
742       1936      7733      0.61559        12.24237       0.90545        -37.0675       
743       2057      7733      0.61335        3.93813        0.90544        -36.67487      
744       2178      7733      0.61094        -4.40688       0.90694        -36.37182      
745       2299      7733      0.60864        -12.7468       0.90905        -36.1546       
746       2420      7733      0.60607        -21.11505      0.91128        -36.00329      
747       2541      7733      0.60341        -29.4987       0.91342        -35.89925      
748       2662      7733      0.60105        -37.89187      0.91538        -35.82771      
749       2783      7733      0.59895        -46.33235      0.91715        -35.77863      
750       2904      7733      0.59657        -54.78799      0.91876        -35.74618      
751       3025      7733      0.59447        -63.23922      0.9202         -35.72514      
752       3146      7733      0.59238        -71.73585      0.92151        -35.71257      
753       3267      7733      0.59074        -80.22609      0.92271        -35.70608      
754       3388      7733      0.58914        -88.76646      0.92381        -35.70452      
755       3509      7733      0.58836        -97.33609      0.92484        -35.70636      
756       3630      7733      0.58787        -105.94102     0.92581        -35.71137      
757       3751      7733      0.58752        -114.53084     0.92673        -35.71913      
758       3872      7733      0.58768        -123.18539     0.92761        -35.7292       
759       3993      7733      0.5881         -131.82831     0.92845        -35.74146      
760       4114      7733      0.5887         -140.49968     0.92927        -35.75597      
761       4235      7733      0.58951        -149.20461     0.93008        -35.77273      
762       4356      7733      0.59129        -157.94071     0.93088        -35.79146      
763       4477      7733      0.59328        -166.6197      0.93166        -35.81258      
764       4598      7733      0.59554        -175.30318     0.93246        -35.83644      
765       4719      7733      0.5981         176.06613      0.93325        -35.86325      
766       4840      7733      0.6009         167.4137       0.93406        -35.89377      
767       4961      7733      0.60352        158.78838      0.93489        -35.92874      
768       5082      7733      0.60649        150.17665      0.93574        -35.96881      
769       5203      7733      0.60968        141.59889      0.93661        -36.0151       
770       5324      7733      0.61279        132.98998      0.93753        -36.06972      
771       5445      7733      0.61537        124.46369      0.93846        -36.13427      
772       5566      7733      0.61772        115.91142      0.93941        -36.21217      
773       5687      7733      0.62005        107.35827      0.94038        -36.307        
774       5808      7733      0.62253        98.86157       0.94132        -36.42305      
775       5929      7733      0.62436        90.44888       0.94215        -36.56659      
776       6050      7733      0.62584        82.0102        0.94274        -36.74739      
777       6171      7733      0.62721        73.62095       0.94283        -36.97263      
778       6292      7733      0.62791        65.28225       0.94196        -37.24672      
779       6413      7733      0.62797        56.94444       0.93942        -37.56025      
780       6534      7733      0.62787        48.6009        0.93437        -37.86615      
781       6655      7733      0.62723        40.30071       0.92658        -38.05569      
782       6776      7733      0.62602        31.91378       0.91732        -38.00269      
783       6897      7733      0.62446        23.581         0.90968        -37.68641      
784       7018      7733      0.62243        15.24974       0.90559        -37.23659      
785       7139      7733      0.6203         6.89048        0.90479        -36.80383      
786       7260      7733      0.61804        -1.47756       0.90599        -36.46051      
787       7381      7733      0.61554        -9.82991       0.90805        -36.21289      
788       7502      7733      0.61298        -18.21035      0.91035        -36.04023      
789       7623      7733      0.60996        -26.60169      0.9126         -35.92255      
790       7744      7733      0.60723        -35.01227      0.91466        -35.84197      
791       7865      7733      0.60485        -43.46503      0.91653        -35.78682      
792       7986      7733      0.60226        -51.94883      0.91821        -35.75018      
793       8107      7733      0.5997         -60.42437      0.91971        -35.72654      
794       8228      7733      0.59748        -68.89964      0.92107        -35.71196      
795       8349      7733      0.59556        -77.44225      0.92232        -35.70403      
796       8470      7733      0.59392        -86.01216      0.92346        -35.70126      
797       8591      7733      0.59271        -94.58969      0.92452        -35.70245      
798       8712      7733      0.59178        -103.17142     0.92551        -35.7069       
799       8833      7733      0.59124        -111.79319     0.92645        -35.71408      
800       8954      7733      0.5911         -120.42014     0.92734        -35.72361      
801       9075      7733      0.59126        -129.09455     0.9282         -35.73542      
802       9196      7733      0.59178        -137.75776     0.92902        -35.74929      
803       9317      7733      0.59284        -146.41184     0.92983        -35.76512      
804       9438      7733      0.59414        -155.12012     0.93063        -35.78329      
805       9559      7733      0.59581        -163.85161     0.93143        -35.80386      
806       9680      7733      0.59786        -172.58933     0.93222        -35.82704      
807       9801      7733      0.60003        178.6846       0.93302        -35.85331      
808       9922      7733      0.60251        169.94383      0.93384        -35.88311      
809       10043     7733      0.60536        161.19912      0.93467        -35.91706      
810       10164     7733      0.60831        152.44689      0.93553        -35.95621      
811       10285     7733      0.61142        143.73862      0.93641        -36.0014       
812       10406     7733      0.61459        135.05909      0.93733        -36.05424      
813       10527     7733      0.61777        126.38725      0.93828        -36.11688      
814       10648     7733      0.62059        117.76046      0.93925        -36.19196      
815       10769     7733      0.6233         109.16127      0.94024        -36.28308      
816       10890     7733      0.62585        100.59984      0.94122        -36.395        
817       11011     7733      0.62809        92.0866        0.94212        -36.53405      
818       11132     7733      0.62971        83.5962        0.9428         -36.70896      
819       11253     7733      0.6307         75.11921       0.94303        -36.92912      
820       11374     7733      0.63146        66.71299       0.9424         -37.1994       
821       11495     7733      0.63198        58.32631       0.94022        -37.51556      
822       11616     7733      0.63169        49.96657       0.93559        -37.83562      
823       11737     7733      0.63076        41.61742       0.92805        -38.05885      
824       0         7792      0.64134        145.67626      0.93647        -35.97328      
825       114       7792      0.64425        137.63023      0.93735        -36.01968      
826       228       7792      0.64691        129.58462      0.93827        -36.07411      
827       342       7792      0.64938        121.53603      0.93922        -36.13864      
828       456       7792      0.65161        113.51089      0.94021        -36.21585      
829       570       7792      0.65356        105.48029      0.94123        -36.30985      
830       684       7792      0.6553         97.49232       0.94224        -36.42502      
831       798       7792      0.65696        89.50738       0.94318        -36.56859      
832       912       7792      0.65832        81.53943       0.94395        -36.74931      
833       1026      7792      0.65905        73.59999       0.94428        -36.97716      
834       1140      7792      0.65963        65.70373       0.94378        -37.25994      
835       1254      7792      0.65971        57.80974       0.94172        -37.59648      
836       1368      7792      0.65945        49.91966       0.93713        -37.95096      
837       1482      7792      0.65878        42.05436       0.92933        -38.22176      
838       1596      7792      0.65767        34.20319       0.91921        -38.25715      
839       1710      7792      0.6563         26.34703       0.90981        -37.9806       
840       1824      7792      0.65453        18.49365       0.90409        -37.49938      
841       1938      7792      0.6526         10.6131        0.90238        -36.9993       
842       2052      7792      0.65036        2.7425         0.9033         -36.59172      
843       2166      7792      0.64815        -5.15657       0.90544        -36.29376      
844       2280      7792      0.6455         -13.05985      0.90795        -36.08766      
845       2394      7792      0.64288        -20.95828      0.91042        -35.94726      
846       2508      7792      0.64058        -28.88539      0.91269        -35.85116      
847       2622      7792      0.63833        -36.81661      0.91473        -35.78596      
848       2736      7792      0.63617        -44.77638      0.91656        -35.74182      
849       2850      7792      0.63426        -52.72962      0.91819        -35.71243      
850       2964      7792      0.63252        -60.71323      0.91965        -35.69346      
851       3078      7792      0.63093        -68.7225       0.92098        -35.68215      
852       3192      7792      0.62947        -76.73498      0.92219        -35.67661      
853       3306      7792      0.62835        -84.75662      0.92329        -35.67529      
854       3420      7792      0.6275         -92.8122       0.92432        -35.67733      
855       3534      7792      0.62685        -100.87717     0.92529        -35.68215      
856       3648      7792      0.62683        -108.95818     0.9262         -35.68905      
857       3762      7792      0.6272         -117.04679     0.92706        -35.6979       
858       3876      7792      0.62796        -125.21746     0.9279         -35.70862      
859       3990      7792      0.62871        -133.30996     0.9287         -35.72113      
860       4104      7792      0.62996        -141.4567      0.92948        -35.73528      
861       4218      7792      0.63098        -149.59218     0.93025        -35.75142      
862       4332      7792      0.63291        -157.74379     0.93101        -35.7691       
863       4446      7792      0.6348         -165.9127      0.93177        -35.78897      
864       4560      7792      0.63701        -174.08923     0.93254        -35.8111       
865       4674      7792      0.63943        177.78372      0.9333         -35.83565      
866       4788      7792      0.64194        169.65959      0.93409        -35.86323      
867       4902      7792      0.6446         161.57595      0.93489        -35.89419      
868       5016      7792      0.6471         153.48495      0.93571        -35.92956      
869       5130      7792      0.64994        145.42421      0.93657        -35.96978      
870       5244      7792      0.65288        137.35937      0.93746        -36.01633      
871       5358      7792      0.65576        129.30528      0.93839        -36.07079      
872       5472      7792      0.6581         121.25827      0.93937        -36.13558      
873       5586      7792      0.66003        113.23237      0.94038        -36.21335      
874       5700      7792      0.66181        105.19122      0.94142        -36.30819      
875       5814      7792      0.66356        97.20865       0.94246        -36.42433      
876       5928      7792      0.6652         89.23978       0.94345        -36.56935      
877       6042      7792      0.66615        81.28655       0.94425        -36.75278      
878       6156      7792      0.66683        73.36306       0.94464        -36.98484      
879       6270      7792      0.66707        65.46948       0.94417        -37.27492      
880       6384      7792      0.66705        57.5958        0.94211        -37.62178      
881       6498      7792      0.66677        49.71641       0.93742        -37.99044      
882       6612      7792      0.66571        41.83754       0.9293         -38.27148      
883       6726      7792      0.66469        33.95267       0.91872        -38.30451      
884       6840      7792      0.66322        26.07162       0.90903        -38.00476      
885       6954      7792      0.661          18.16117       0.90334        -37.49388      
886       7068      7792      0.65891        10.27285       0.90185        -36.97992      
887       7182      7792      0.65658        2.37625        0.903          -36.56796      
888       7296      7792      0.65414        -5.54277       0.90529        -36.27151      
889       7410      7792      0.6516         -13.47374      0.9079         -36.06797      
890       7524      7792      0.64891        -21.39173      0.91042        -35.93082      
891       7638      7792      0.64636        -29.31791      0.91272        -35.83805      
892       7752      7792      0.64381        -37.29691      0.91479        -35.77521      
893       7866      7792      0.64164        -45.27506      0.91663        -35.73289      
894       7980      7792      0.63939        -53.27527      0.91827        -35.70518      
895       8094      7792      0.63729        -61.27599      0.91974        -35.6877       
896       8208      7792      0.63543        -69.30081      0.92106        -35.67752      
897       8322      7792      0.63404        -77.31933      0.92227        -35.67262      
898       8436      7792      0.63275        -85.38366      0.92338        -35.672        
899       8550      7792      0.63176        -93.45284      0.92441        -35.67462      
900       8664      7792      0.63127        -101.54188     0.92537        -35.67976      
901       8778      7792      0.63094        -109.63493     0.92628        -35.68721      
902       8892      7792      0.63108        -117.72772     0.92714        -35.69648      
903       9006      7792      0.63132        -125.8601      0.92797        -35.7077       
904       9120      7792      0.63202        -134.00642     0.92877        -35.72052      
905       9234      7792      0.63307        -142.13618     0.92955        -35.73496      
906       9348      7792      0.6344         -150.28889     0.93032        -35.75117      
907       9462      7792      0.63613        -158.45479     0.93109        -35.76917      
908       9576      7792      0.63803        -166.61646     0.93185        -35.78923      
909       9690      7792      0.64042        -174.81535     0.93262        -35.81154      
910       9804      7792      0.64271        176.99722      0.93339        -35.83661      
911       9918      7792      0.64531        168.78373      0.93419        -35.86478      
912       10032     7792      0.64772        160.57273      0.935          -35.89681      
913       10146     7792      0.6506         152.35448      0.93585        -35.93315      
914       10260     7792      0.65341        144.17033      0.93673        -35.97485      
915       10374     7792      0.656          136.00263      0.93764        -36.02334      
916       10488     7792      0.65892        127.83742      0.9386         -36.0801       
917       10602     7792      0.66144        119.72062      0.9396         -36.14747      
918       10716     7792      0.6639         111.63608      0.94064        -36.22836      
919       10830     7792      0.66604        103.53579      0.94171        -36.32768      
920       10944     7792      0.66797        95.4668        0.94278        -36.45064      
921       11058     7792      0.66927        87.43953       0.94377        -36.60498      
922       11172     7792      0.67027        79.43699       0.94455        -36.80073      
923       11286     7792      0.67079        71.46057       0.94482        -37.04953      
924       11400     7792      0.67099        63.52281       0.94408        -37.35975      
925       11514     7792      0.67073        55.59494       0.94147        -37.72564      
926       11628     7792      0.67015        47.69678       0.93588        -38.09447      
927       11742     7792      0.66916        39.79933       0.92678        -38.33618      
928       0         7851      0.68389        144.17261      0.93697        -35.95746      
929       108       7851      0.68642        136.54686      0.93785        -36.00172      
930       216       7851      0.68864        128.93128      0.93878        -36.05328      
931       324       7851      0.69098        121.33089      0.93977        -36.11369      
932       432       7851      0.69282        113.70679      0.9408         -36.18622      
933       540       7851      0.69426        106.11345      0.94188        -36.27375      
934       648       7851      0.69582        98.55512       0.943          -36.3804       
935       756       7851      0.69718        90.95175       0.94413        -36.5141       
936       864       7851      0.69816        83.40825       0.94517        -36.682        
937       972       7851      0.69864        75.88539       0.94597        -36.89604      
938       1080      7851      0.69877        68.36522       0.94621        -37.16994      
939       1188      7851      0.69869        60.86012       0.9453         -37.51368      
940       1296      7851      0.69832        53.38049       0.94225        -37.91816      
941       1404      7851      0.69718        45.87288       0.93569        -38.31983      
942       1512      7851      0.69612        38.40333       0.92529        -38.56102      
943       1620      7851      0.69494        30.9398        0.91321        -38.45691      
944       1728      7851      0.69329        23.47176       0.90383        -37.99619      
945       1836      7851      0.69116        15.97826       0.89959        -37.39383      
946       1944      7851      0.68905        8.50907        0.8995         -36.86059      
947       2052      7851      0.68658        1.01443        0.90156        -36.46217      
948       2160      7851      0.68407        -6.48861       0.90436        -36.18695      
949       2268      7851      0.68182        -14.01073      0.90721        -36.00098      
950       2376      7851      0.67943        -21.51447      0.90986        -35.87707      
951       2484      7851      0.67709        -29.05211      0.91223        -35.79362      
952       2592      7851      0.67502        -36.58568      0.91433        -35.73745      
953       2700      7851      0.67319        -44.14998      0.91618        -35.69971      
954       2808      7851      0.67139        -51.71715      0.91783        -35.67514      
955       2916      7851      0.67003        -59.29264      0.9193         -35.65948      
956       3024      7851      0.66852        -66.87016      0.92062        -35.65082      
