The S-parameters of DUT is:
gam:S11        ang:S11        gam:S12        ang:S12        gam:S21        ang:S21        gam:S22        ang:S22        
0.92934        -34.79         0.04826        66.16          0.44751        121.83         0.87011        -30.7          

Pt        X         Y         gamma_s        angle          gamma_in       angle          
55        3653      5133      0.09797        35.69095       0.86949        -30.84779      
56        3934      5133      0.09733        19.87592       0.86886        -30.82749      
57        4215      5133      0.09559        4.0403         0.8684         -30.79451      
58        4496      5133      0.09229        -12.22636      0.86816        -30.75368      
59        4777      5133      0.08808        -29.13056      0.86815        -30.71176      
60        5058      5133      0.08334        -46.77966      0.86834        -30.67403      
61        5339      5133      0.07791        -65.60485      0.86869        -30.64382      
62        5620      5133      0.07282        -85.61141      0.86914        -30.62316      
63        5901      5133      0.06858        -107.41252     0.86965        -30.61229      
64        0         5387      0.12709        -71.33456      0.86806        -30.59047      
65        210       5387      0.12314        -86.10467      0.8686         -30.56873      
66        420       5387      0.11998        -101.35776     0.86917        -30.55511      
67        630       5387      0.11709        -117.05595     0.86975        -30.55001      
68        840       5387      0.11552        -132.97095     0.87033        -30.55206      
69        1050      5387      0.11511        -149.17936     0.87088        -30.56122      
70        1260      5387      0.11512        -165.21204     0.87139        -30.57782      
71        1470      5387      0.1168         178.89883      0.87186        -30.60034      
72        1680      5387      0.11934        163.31445      0.87226        -30.62922      
73        1890      5387      0.12213        148.00337      0.87256        -30.66459      
74        2100      5387      0.12586        133.31808      0.87276        -30.70458      
75        2310      5387      0.1298         118.92286      0.87283        -30.7493       
76        2520      5387      0.13336        105.04035      0.87271        -30.79596      
77        2730      5387      0.13699        91.4901        0.87241        -30.84232      
78        2940      5387      0.14017        78.47254       0.87192        -30.88363      
79        3150      5387      0.14254        65.48489       0.87122        -30.91599      
80        3360      5387      0.1443         52.85799       0.87038        -30.9342       
81        3570      5387      0.145          40.24455       0.86948        -30.93452      
82        3780      5387      0.14521        27.74322       0.86861        -30.91703      
83        3990      5387      0.14429        15.1778        0.86787        -30.88254      
84        4200      5387      0.14263        2.65818        0.86734        -30.83689      
85        4410      5387      0.14029        -10.06616      0.86705        -30.78519      
86        4620      5387      0.13733        -23.11229      0.86699        -30.73254      
87        4830      5387      0.13356        -36.27269      0.86714        -30.68434      
88        5040      5387      0.12989        -49.8562       0.86743        -30.64222      
89        5250      5387      0.12577        -64.03698      0.86786        -30.60771      
90        5460      5387      0.12206        -78.4151       0.86835        -30.58199      
91        5670      5387      0.11856        -93.41833      0.86889        -30.56444      
92        5880      5387      0.11545        -108.96761     0.86947        -30.55517      
93        0         5551      0.17029        -73.45579      0.86757        -30.54402      
94        173       5551      0.16708        -85.55423      0.86816        -30.52284      
95        346       5551      0.16424        -97.78603      0.86876        -30.50895      
96        519       5551      0.16157        -110.30264     0.86937        -30.50192      
97        692       5551      0.15982        -123.00217     0.86996        -30.50065      
98        865       5551      0.15847        -135.82047     0.87055        -30.50545      
99        1038      5551      0.15821        -148.71029     0.87111        -30.51535      
100       1211      5551      0.15869        -161.56978     0.87165        -30.53059      
101       1384      5551      0.15957        -174.34044     0.87215        -30.55134      
102       1557      5551      0.16093        172.91848      0.87261        -30.57766      
103       1730      5551      0.16305        160.5699       0.87301        -30.6085       
104       1903      5551      0.16565        148.20916      0.87335        -30.64518      
105       2076      5551      0.16865        136.14353      0.8736         -30.68676      
106       2249      5551      0.17163        124.25109      0.87374        -30.73339      
107       2422      5551      0.17463        112.53864      0.87375        -30.78413      
108       2595      5551      0.17772        101.15052      0.87359        -30.83688      
109       2768      5551      0.18072        89.94732       0.87325        -30.88988      
110       2941      5551      0.18326        78.95641       0.8727         -30.93928      
111       3114      5551      0.1854         68.07795       0.87194        -30.98108      
112       3287      5551      0.1866         57.34175       0.871          -31.00935      
113       3460      5551      0.18762        46.63378       0.86994        -31.02125      
114       3633      5551      0.18823        36.02494       0.86885        -31.01379      
115       3806      5551      0.18807        25.443         0.86783        -30.98639      
116       3979      5551      0.18734        14.91763       0.86699        -30.94274      
117       4152      5551      0.18583        4.27628        0.86637        -30.88703      
118       4325      5551      0.1837         -6.45875       0.86602        -30.82562      
119       4498      5551      0.18116        -17.21838      0.8659         -30.76452      
120       4671      5551      0.17883        -28.10946      0.86599        -30.70708      
121       4844      5551      0.17557        -39.21439      0.86625        -30.65566      
122       5017      5551      0.17251        -50.61702      0.86664        -30.61124      
123       5190      5551      0.16922        -62.11191      0.86711        -30.5754       
124       5363      5551      0.16572        -73.8667       0.86765        -30.54758      
125       5536      5551      0.16258        -85.89806      0.86822        -30.52702      
126       5709      5551      0.15972        -98.14058      0.8688         -30.51353      
127       5882      5551      0.15752        -110.69878     0.86939        -30.5062       
128       0         5680      0.21291        -74.9584       0.86718        -30.49762      
129       147       5680      0.20998        -85.13208      0.86779        -30.47854      
130       294       5680      0.20749        -95.37697      0.86839        -30.46536      
131       441       5680      0.20516        -105.94288     0.86901        -30.45757      
132       588       5680      0.20374        -116.43863     0.86961        -30.4544       
133       735       5680      0.20215        -127.02963     0.87019        -30.45644      
134       882       5680      0.20153        -137.79951     0.87077        -30.46239      
135       1029      5680      0.20095        -148.51754     0.87133        -30.47301      
136       1176      5680      0.20072        -159.27158     0.87186        -30.48793      
137       1323      5680      0.20175        -169.88302     0.87237        -30.5061       
138       1470      5680      0.20287        179.43513      0.87286        -30.52909      
139       1617      5680      0.20459        168.85685      0.87331        -30.5563       
140       1764      5680      0.20648        158.40302      0.87372        -30.58814      
141       1911      5680      0.20857        148.08329      0.87408        -30.62468      
142       2058      5680      0.21122        137.78446      0.87438        -30.66639      
143       2205      5680      0.21385        127.646        0.87459        -30.71305      
144       2352      5680      0.21639        117.71607      0.8747         -30.76409      
145       2499      5680      0.21872        107.88642      0.87468        -30.81931      
146       2646      5680      0.22139        98.13402       0.87451        -30.87786      
147       2793      5680      0.22384        88.56203       0.87415        -30.93705      
148       2940      5680      0.22612        79.11552       0.87358        -30.99427      
149       3087      5680      0.22803        69.73242       0.87278        -31.04559      
150       3234      5680      0.22968        60.47868       0.87178        -31.08606      
151       3381      5680      0.22991        51.25099       0.8706         -31.10866      
152       3528      5680      0.23031        42.10447       0.86934        -31.11263      
153       3675      5680      0.23079        32.93955       0.86808        -31.09622      
154       3822      5680      0.23032        23.74535       0.86693        -31.05797      
155       3969      5680      0.22971        14.65593       0.866          -31.00425      
156       4116      5680      0.22854        5.47521        0.86531        -30.93885      
157       4263      5680      0.22696        -3.72959       0.8649         -30.86853      
158       4410      5680      0.22494        -12.98276      0.86475        -30.79848      
159       4557      5680      0.22241        -22.24578      0.86482        -30.73305      
160       4704      5680      0.21987        -31.6977       0.86506        -30.67346      
161       4851      5680      0.21749        -41.21416      0.86542        -30.62158      
162       4998      5680      0.2145         -50.87853      0.86589        -30.57788      
163       5145      5680      0.21133        -60.63622      0.86641        -30.54231      
164       5292      5680      0.20913        -70.55385      0.86697        -30.5131       
165       5439      5680      0.20621        -80.62328      0.86756        -30.49138      
166       5586      5680      0.20361        -90.84187      0.86816        -30.47567      
167       5733      5680      0.20135        -101.16161     0.86875        -30.46551      
168       5880      5680      0.19929        -111.69229     0.86935        -30.46053      
169       0         5789      0.25579        -76.23153      0.86685        -30.45086      
170       125       5789      0.25353        -84.87257      0.86746        -30.43412      
171       250       5789      0.25123        -93.68356      0.86807        -30.42232      
172       375       5789      0.24938        -102.42984     0.86867        -30.41483      
173       500       5789      0.24757        -111.24016     0.86925        -30.41144      
174       625       5789      0.24606        -120.13083     0.86982        -30.41164      
175       750       5789      0.24514        -129.10757     0.87038        -30.41495      
176       875       5789      0.24421        -138.08149     0.87092        -30.42181      
177       1000      5789      0.24406        -147.12989     0.87145        -30.43145      
178       1125      5789      0.24422        -156.09535     0.87197        -30.44414      
179       1250      5789      0.24448        -165.16021     0.87247        -30.46037      
180       1375      5789      0.24509        -174.10397     0.87295        -30.4796       
181       1500      5789      0.24619        177.01895      0.87341        -30.50193      
182       1625      5789      0.24754        168.04695      0.87386        -30.52824      
183       1750      5789      0.24933        159.28678      0.87427        -30.55768      
184       1875      5789      0.25111        150.45043      0.87466        -30.59184      
185       2000      5789      0.25322        141.80149      0.875          -30.62971      
186       2125      5789      0.2552         133.18927      0.87529        -30.6724       
187       2250      5789      0.25745        124.5932       0.87551        -30.72008      
188       2375      5789      0.25947        116.10347      0.87565        -30.77245      
189       2500      5789      0.26169        107.77361      0.87568        -30.82879      
190       2625      5789      0.2641         99.42187       0.87558        -30.88987      
191       2750      5789      0.2661         91.27689       0.87532        -30.95267      
192       2875      5789      0.26785        83.13191       0.87486        -31.01666      
193       3000      5789      0.26957        75.04482       0.87418        -31.0787       
194       3125      5789      0.2712         67.07551       0.87329        -31.13454      
195       3250      5789      0.27235        59.05139       0.87216        -31.17983      
196       3375      5789      0.27291        51.1157        0.87085        -31.2082       
197       3500      5789      0.27322        43.26466       0.86943        -31.2165       
198       3625      5789      0.27351        35.33836       0.86799        -31.20309      
199       3750      5789      0.27315        27.52789       0.86666        -31.16714      
200       3875      5789      0.27271        19.69148       0.8655         -31.11278      
201       4000      5789      0.27187        11.76124       0.86459        -31.04366      
202       4125      5789      0.27085        3.89654        0.86396        -30.96751      
203       4250      5789      0.26941        -3.99857       0.86362        -30.88895      
204       4375      5789      0.26749        -11.86821      0.86352        -30.81325      
205       4500      5789      0.2656         -19.80819      0.86363        -30.74271      
206       4625      5789      0.2635         -27.85507      0.86389        -30.67885      
207       4750      5789      0.26122        -35.93111      0.86427        -30.62317      
208       4875      5789      0.25897        -44.06542      0.86474        -30.5754       
209       5000      5789      0.25664        -52.35595      0.86526        -30.53484      
210       5125      5789      0.25423        -60.59798      0.86582        -30.50198      
211       5250      5789      0.25177        -69.00428      0.8664         -30.47522      
212       5375      5789      0.2492         -77.48327      0.86699        -30.45447      
213       5500      5789      0.24698        -86.0659       0.86759        -30.4386       
214       5625      5789      0.24503        -94.73913      0.86817        -30.42725      
215       5750      5789      0.24301        -103.49809     0.86875        -30.42038      
216       5875      5789      0.24135        -112.33821     0.86933        -30.41724      
217       0         5884      0.29866        -77.42479      0.86661        -30.40448      
218       111       5884      0.29669        -84.99247      0.86722        -30.39037      
219       222       5884      0.29471        -92.74208      0.86782        -30.38018      
220       333       5884      0.29259        -100.46085     0.86841        -30.374        
221       444       5884      0.29116        -108.27126     0.86899        -30.37053      
222       555       5884      0.29001        -116.08684     0.86955        -30.36998      
223       666       5884      0.28869        -123.91335     0.8701         -30.37254      
224       777       5884      0.28831        -131.8291      0.87064        -30.3771       
225       888       5884      0.28756        -139.71596     0.87116        -30.3847       
226       999       5884      0.28722        -147.69514     0.87167        -30.39473      
227       1110      5884      0.28727        -155.63199     0.87218        -30.40706      
228       1221      5884      0.28766        -163.59375     0.87267        -30.42192      
229       1332      5884      0.28842        -171.41881     0.87315        -30.439        
230       1443      5884      0.28919        -179.35883     0.87362        -30.4593       
231       1554      5884      0.29052        172.78544      0.87407        -30.48211      
232       1665      5884      0.29192        164.89088      0.87452        -30.50839      
233       1776      5884      0.29324        157.12705      0.87493        -30.5379       
234       1887      5884      0.29477        149.36429      0.87533        -30.57119      
235       1998      5884      0.29659        141.63604      0.8757         -30.60845      
236       2109      5884      0.29852        133.99973      0.87603        -30.64982      
237       2220      5884      0.30038        126.35346      0.87631        -30.6963       
238       2331      5884      0.30227        118.87174      0.87653        -30.74696      
239       2442      5884      0.30437        111.37332      0.87667        -30.80318      
240       2553      5884      0.30639        103.91325      0.87671        -30.86465      
241       2664      5884      0.30794        96.57885       0.87661        -30.93007      
242       2775      5884      0.30991        89.20969       0.87635        -31.00018      
243       2886      5884      0.31186        81.98262       0.87591        -31.07171      
244       2997      5884      0.31314        74.76359       0.87523        -31.14254      
245       3108      5884      0.31423        67.63429       0.8743         -31.2084       
246       3219      5884      0.31544        60.46251       0.87311        -31.2663       
247       3330      5884      0.3159         53.36055       0.8717         -31.30788      
248       3441      5884      0.31632        46.30148       0.87011        -31.32972      
249       3552      5884      0.31603        39.25985       0.86845        -31.32637      
250       3663      5884      0.31615        32.27537       0.86684        -31.2999       
251       3774      5884      0.31587        25.1963        0.86535        -31.24893      
252       3885      5884      0.31538        18.17935       0.86412        -31.17941      
253       3996      5884      0.31461        11.1261        0.86319        -31.09669      
254       4107      5884      0.3139         4.11466        0.86256        -31.00867      
255       4218      5884      0.3124         -2.98882       0.86225        -30.91881      
256       4329      5884      0.31031        -10.00199      0.8622         -30.83453      
257       4440      5884      0.3091         -17.09694      0.86233        -30.75643      
258       4551      5884      0.30712        -24.2188       0.86264        -30.68672      
259       4662      5884      0.30533        -31.39174      0.86305        -30.62543      
260       4773      5884      0.30334        -38.63246      0.86355        -30.57259      
261       4884      5884      0.30144        -45.85551      0.8641         -30.52805      
262       4995      5884      0.29896        -53.19172      0.86469        -30.49096      
263       5106      5884      0.29668        -60.56444      0.86529        -30.46033      
264       5217      5884      0.29458        -68.0216       0.8659         -30.43527      
265       5328      5884      0.29256        -75.51758      0.8665         -30.41541      
266       5439      5884      0.29037        -83.03412      0.8671         -30.40044      
267       5550      5884      0.28816        -90.69557      0.86769        -30.38947      
268       5661      5884      0.28705        -98.35993      0.86827        -30.38126      
269       5772      5884      0.28521        -106.10517     0.86884        -30.3772       
270       5883      5884      0.28375        -113.87541     0.8694         -30.37597      
271       0         5968      0.34127        -78.60745      0.86644        -30.35919      
272       100       5968      0.33924        -85.45776      0.86705        -30.3478       
273       200       5968      0.33768        -92.3867       0.86765        -30.33931      
274       300       5968      0.33594        -99.26626      0.86822        -30.33416      
275       400       5968      0.3346         -106.26783     0.86879        -30.33135      
276       500       5968      0.33329        -113.18086     0.86933        -30.33112      
277       600       5968      0.33199        -120.24994     0.86987        -30.33324      
278       700       5968      0.33119        -127.29434     0.8704         -30.33722      
279       800       5968      0.33024        -134.42362     0.87091        -30.34357      
280       900       5968      0.33005        -141.49004     0.87142        -30.35137      
281       1000      5968      0.33008        -148.64486     0.87192        -30.36125      
282       1100      5968      0.33021        -155.71596     0.8724         -30.37306      
283       1200      5968      0.33048        -162.87015     0.87288        -30.38712      
284       1300      5968      0.33086        -169.82911     0.87334        -30.40293      
285       1400      5968      0.33186        -176.99665     0.87381        -30.42117      
286       1500      5968      0.33252        176.01717      0.87426        -30.44171      
287       1600      5968      0.33364        168.90978      0.87471        -30.46505      
288       1700      5968      0.33481        161.97094      0.87514        -30.49072      
289       1800      5968      0.33591        154.89433      0.87557        -30.52023      
290       1900      5968      0.33759        147.98327      0.87598        -30.55221      
291       2000      5968      0.33936        141.02518      0.87637        -30.58831      
292       2100      5968      0.34103        134.17252      0.87673        -30.62819      
293       2200      5968      0.34283        127.26567      0.87707        -30.67311      
294       2300      5968      0.34446        120.48385      0.87735        -30.72241      
295       2400      5968      0.34654        113.61025      0.87758        -30.77791      
296       2500      5968      0.34838        106.9317       0.87773        -30.83779      
297       2600      5968      0.35014        100.20271      0.87778        -30.90421      
298       2700      5968      0.35161        93.61063       0.87769        -30.97504      
299       2800      5968      0.35324        86.98986       0.87744        -31.0514       
300       2900      5968      0.35453        80.50025       0.877          -31.1298       
301       3000      5968      0.35604        73.9178        0.87632        -31.21103      
302       3100      5968      0.35711        67.483         0.87537        -31.28783      
303       3200      5968      0.35783        60.9318        0.87411        -31.35806      
304       3300      5968      0.35844        54.57344       0.8726         -31.41301      
305       3400      5968      0.35882        48.08499       0.87083        -31.44881      
306       3500      5968      0.35908        41.74002       0.86895        -31.45892      
307       3600      5968      0.35892        35.2913        0.86702        -31.4397       
308       3700      5968      0.35861        28.96624       0.86524        -31.39311      
309       3800      5968      0.35843        22.55272       0.86366        -31.32234      
310       3900      5968      0.35766        16.25502       0.86243        -31.23428      
311       4000      5968      0.35681        9.86193        0.86153        -31.135        
312       4100      5968      0.35578        3.53376        0.86099        -31.0337       
313       4200      5968      0.35456        -2.86107       0.86076        -30.93406      
314       4300      5968      0.35304        -9.22915       0.86079        -30.84151      
315       4400      5968      0.35143        -15.66068      0.86102        -30.75709      
316       4500      5968      0.34965        -22.12526      0.8614         -30.68232      
317       4600      5968      0.34831        -28.57349      0.86187        -30.61731      
318       4700      5968      0.34636        -35.06931      0.86242        -30.5617       
319       4800      5968      0.34451        -41.58432      0.86302        -30.51447      
320       4900      5968      0.34265        -48.13477      0.86364        -30.47473      
321       5000      5968      0.34083        -54.70048      0.86426        -30.44168      
322       5100      5968      0.33863        -61.33702      0.86489        -30.4147       
323       5200      5968      0.33659        -68.04493      0.86552        -30.39259      
324       5300      5968      0.33458        -74.7685       0.86614        -30.37508      
325       5400      5968      0.33295        -81.55545      0.86674        -30.36113      
326       5500      5968      0.33101        -88.35063      0.86733        -30.35113      
327       5600      5968      0.32936        -95.23258      0.86791        -30.34396      
328       5700      5968      0.32794        -102.1466      0.86847        -30.33949      
329       5800      5968      0.32662        -109.08657     0.86902        -30.33762      
330       5900      5968      0.3251         -116.07346     0.86955        -30.33839      
331       0         6044      0.38325        -79.75008      0.86633        -30.31588      
332       90        6044      0.3814         -85.82819      0.86692        -30.30716      
333       180       6044      0.37975        -92.02764      0.8675         -30.30079      
334       270       6044      0.37797        -98.26441      0.86806        -30.29698      
335       360       6044      0.37687        -104.54347     0.86861        -30.29481      
336       450       6044      0.37588        -110.82144     0.86914        -30.29462      
337       540       6044      0.37512        -117.05745     0.86965        -30.29616      
338       630       6044      0.37433        -123.36018     0.87016        -30.29953      
339       720       6044      0.37323        -129.70999     0.87066        -30.30489      
340       810       6044      0.37321        -136.05482     0.87114        -30.31109      
341       900       6044      0.3725         -142.33329     0.87161        -30.31938      
342       990       6044      0.37251        -148.75919     0.87209        -30.32898      
343       1080      6044      0.37227        -155.11348     0.87255        -30.34032      
344       1170      6044      0.37266        -161.47172     0.87301        -30.35293      
345       1260      6044      0.37332        -167.84375     0.87347        -30.36718      
346       1350      6044      0.37391        -174.171       0.87392        -30.38326      
347       1440      6044      0.37473        179.46633      0.87436        -30.40128      
348       1530      6044      0.37535        173.18529      0.8748         -30.42134      
349       1620      6044      0.37657        166.82234      0.87524        -30.44362      
350       1710      6044      0.37815        160.5505       0.87567        -30.46788      
351       1800      6044      0.37975        154.23875      0.87611        -30.49513      
352       1890      6044      0.38084        147.97282      0.87652        -30.52562      
353       1980      6044      0.38199        141.7312       0.87693        -30.5594       
354       2070      6044      0.38351        135.57271      0.87732        -30.59626      
355       2160      6044      0.38528        129.34823      0.87769        -30.63766      
356       2250      6044      0.38691        123.21899      0.87804        -30.68319      
357       2340      6044      0.38805        117.09527      0.87834        -30.73407      
358       2430      6044      0.39017        110.95508      0.87861        -30.79046      
359       2520      6044      0.39173        104.92232      0.8788         -30.8522       
360       2610      6044      0.39316        98.87796       0.8789         -30.92057      
361       2700      6044      0.39468        92.92703       0.87889        -30.99443      
362       2790      6044      0.39608        86.93046       0.87873        -31.07528      
363       2880      6044      0.39745        81.04247       0.87838        -31.16022      
364       2970      6044      0.39862        75.07576       0.8778         -31.25013      
365       3060      6044      0.39956        69.2549        0.87696        -31.33864      
366       3150      6044      0.4            63.37467       0.87578        -31.42377      
367       3240      6044      0.401          57.52494       0.8743         -31.50062      
368       3330      6044      0.40121        51.71212       0.87251        -31.55903      
369       3420      6044      0.40149        45.91239       0.87047        -31.5945       
370       3510      6044      0.40167        40.1653        0.86831        -31.60084      
371       3600      6044      0.40115        34.3623        0.86613        -31.5729       
372       3690      6044      0.40106        28.65798       0.86412        -31.51662      
373       3780      6044      0.40048        22.88726       0.86238        -31.43224      
374       3870      6044      0.39987        17.13805       0.861          -31.3298       
375       3960      6044      0.3991         11.38068       0.86002        -31.21694      
376       4050      6044      0.3988         5.62186        0.85941        -31.10214      
377       4140      6044      0.39723        -0.1392        0.85918        -30.99015      
378       4230      6044      0.39601        -5.89045       0.85921        -30.8866       
379       4320      6044      0.3943         -11.63654      0.85947        -30.7934       
380       4410      6044      0.3933         -17.48507      0.85986        -30.70931      
381       4500      6044      0.39197        -23.23656      0.86036        -30.63752      
382       4590      6044      0.3901         -29.07237      0.86095        -30.57537      
383       4680      6044      0.38864        -34.91443      0.86158        -30.52211      
384       4770      6044      0.38697        -40.7679       0.86222        -30.47724      
385       4860      6044      0.38545        -46.66432      0.86288        -30.43919      
386       4950      6044      0.38323        -52.58041      0.86354        -30.40815      
387       5040      6044      0.38151        -58.52629      0.86419        -30.38197      
388       5130      6044      0.37923        -64.52078      0.86483        -30.361        
389       5220      6044      0.37788        -70.51969      0.86545        -30.34329      
390       5310      6044      0.37621        -76.58321      0.86606        -30.32942      
391       5400      6044      0.3746         -82.6893       0.86665        -30.31867      
392       5490      6044      0.37308        -88.81467      0.86722        -30.31071      
393       5580      6044      0.37173        -94.97613      0.86778        -30.30515      
394       5670      6044      0.37059        -101.13072     0.86832        -30.30174      
395       5760      6044      0.36912        -107.39225     0.86885        -30.30071      
396       5850      6044      0.36825        -113.63938     0.86937        -30.30116      
397       0         6115      0.42581        -80.97949      0.86629        -30.27351      
398       82        6115      0.4241         -86.58715      0.86687        -30.26704      
399       164       6115      0.42276        -92.23329      0.86743        -30.26239      
400       246       6115      0.42126        -97.89763      0.86797        -30.25982      
401       328       6115      0.42029        -103.46313     0.86849        -30.25862      
402       410       6115      0.4193         -109.20666     0.869          -30.25904      
403       492       6115      0.41817        -114.85143     0.8695         -30.26108      
404       574       6115      0.41728        -120.59869     0.86999        -30.26439      
405       656       6115      0.41653        -126.32397     0.87046        -30.26896      
406       738       6115      0.41584        -132.0586      0.87093        -30.27481      
407       820       6115      0.41577        -137.87915     0.8714         -30.2816       
408       902       6115      0.41532        -143.59584     0.87185        -30.28984      
409       984       6115      0.41555        -149.44683     0.8723         -30.2991       
410       1066      6115      0.41561        -155.22157     0.87275        -30.30971      
411       1148      6115      0.41617        -160.98755     0.87319        -30.32132      
412       1230      6115      0.41642        -166.76908     0.87362        -30.33462      
413       1312      6115      0.41703        -172.48183     0.87406        -30.349        
414       1394      6115      0.41779        -178.26628     0.87449        -30.36507      
415       1476      6115      0.41836        175.99507      0.87492        -30.38287      
416       1558      6115      0.41954        170.25488      0.87535        -30.40213      
417       1640      6115      0.42045        164.48961      0.87578        -30.42372      
418       1722      6115      0.42162        158.79         0.87621        -30.44712      
419       1804      6115      0.42295        153.06493      0.87664        -30.473        
420       1886      6115      0.424          147.40034      0.87706        -30.50151      
421       1968      6115      0.42546        141.68934      0.87749        -30.53307      
422       2050      6115      0.42655        136.03615      0.8779         -30.56794      
423       2132      6115      0.42793        130.42169      0.8783         -30.60617      
424       2214      6115      0.42934        124.74617      0.87869        -30.64915      
425       2296      6115      0.43101        119.19345      0.87906        -30.69578      
426       2378      6115      0.43231        113.58366      0.87939        -30.74845      
427       2460      6115      0.43401        108.0259       0.87969        -30.80641      
428       2542      6115      0.4354         102.53655      0.87993        -30.87021      
429       2624      6115      0.43685        96.99692       0.88009        -30.94168      
430       2706      6115      0.43807        91.61089       0.88014        -31.01844      
431       2788      6115      0.4396         86.09326       0.88007        -31.10478      
432       2870      6115      0.44057        80.70818       0.87981        -31.19606      
433       2952      6115      0.44145        75.31631       0.87932        -31.29334      
434       3034      6115      0.44211        69.89741       0.87855        -31.39465      
435       3116      6115      0.44316        64.60581       0.8775         -31.49444      
436       3198      6115      0.44374        59.21774       0.87604        -31.59003      
437       3280      6115      0.44415        53.89855       0.87423        -31.67162      
438       3362      6115      0.44429        48.57832       0.87207        -31.7317       
439       3444      6115      0.44444        43.26568       0.86965        -31.76285      
440       3526      6115      0.44441        38.02031       0.86714        -31.75851      
441       3608      6115      0.44425        32.7526        0.86466        -31.71685      
442       3690      6115      0.44379        27.54225       0.86244        -31.64076      
443       3772      6115      0.44301        22.24075       0.86055        -31.53483      
444       3854      6115      0.44263        16.99332       0.85911        -31.41304      
445       3936      6115      0.44205        11.73339       0.85812        -31.28207      
446       4018      6115      0.44098        6.46123        0.85758        -31.15045      
447       4100      6115      0.43986        1.22613        0.8574         -31.02634      
448       4182      6115      0.43903        -4.06404       0.85749        -30.91124      
449       4264      6115      0.43806        -9.2968        0.85781        -30.80933      
450       4346      6115      0.43644        -14.56951      0.8583         -30.71958      
451       4428      6115      0.43524        -19.88692      0.85888        -30.641        
452       4510      6115      0.43346        -25.14252      0.85953        -30.57501      
453       4592      6115      0.43184        -30.49198      0.86022        -30.51776      
454       4674      6115      0.43068        -35.79129      0.86091        -30.46933      
