The S-parameters of DUT is:
gam:S11        ang:S11        gam:S12        ang:S12        gam:S21        ang:S21        gam:S22        ang:S22        
0.92934        -34.79         0.04826        66.16          0.44751        121.83         0.87011        -30.7          

Pt        X         Y         gamma_l        angle          gamma_out      angle          
131       885       7001      0.20358        -91.98173      0.92718        -34.58404      
132       1180      7001      0.21201        -112.29445     0.92832        -34.55314      
133       1475      7001      0.22055        -131.76372     0.92947        -34.54221      
134       1770      7001      0.22848        -150.53366     0.93059        -34.54836      
135       2065      7001      0.2347         -168.78486     0.93164        -34.57047      
136       2360      7001      0.23855        173.27207      0.9326         -34.60842      
137       2655      7001      0.2404         155.55574      0.93342        -34.66203      
138       2950      7001      0.23973        137.8041       0.93404        -34.73276      
139       3245      7001      0.23637        119.86722      0.93433        -34.82053      
140       3540      7001      0.23093        101.56596      0.93412        -34.92138      
141       3835      7001      0.22402        82.75387       0.93321        -35.02327      
142       4130      7001      0.21584        63.22959       0.93149        -35.10169      
143       4425      7001      0.20755        42.86554       0.92919        -35.12515      
144       4720      7001      0.20068        21.72101       0.92694        -35.07729      
145       5015      7001      0.19606        -0.11537       0.92539        -34.97312      
146       5310      7001      0.19412        -22.33936      0.92483        -34.84894      
147       5605      7001      0.1952         -44.73309      0.92509        -34.7355       
148       5900      7001      0.19932        -66.76419      0.92588        -34.64809      
149       6195      7001      0.20609        -88.05259      0.92693        -34.58849      
150       6490      7001      0.21422        -108.48893     0.92809        -34.55356      
151       6785      7001      0.2228         -128.20163     0.92926        -34.53925      
152       7080      7001      0.23058        -147.10588     0.9304         -34.5429       
153       7375      7001      0.23691        -165.56865     0.93148        -34.5628       
154       7670      7001      0.24115        176.33531      0.93247        -34.5985       
155       7965      7001      0.24312        158.46402      0.93334        -34.65029      
156       8260      7001      0.24261        140.59287      0.93401        -34.71934      
157       8555      7001      0.23937        122.51667      0.93436        -34.80624      
158       8850      7001      0.23411        104.21904      0.93424        -34.907        
159       9145      7001      0.22727        85.39376       0.93343        -35.01174      
160       9440      7001      0.21915        65.92095       0.9318         -35.09692      
161       9735      7001      0.21103        45.64068       0.92952        -35.1308       
162       10030     7001      0.20366        24.55978       0.92718        -35.09138      
163       10325     7001      0.19845        2.68363        0.92549        -34.9903       
164       10620     7001      0.19614        -19.62415      0.92479        -34.86429      
165       10915     7001      0.19723        -42.06403      0.92497        -34.74676      
166       11210     7001      0.20125        -64.1638       0.92573        -34.65491      
167       11505     7001      0.20782        -85.49612      0.92677        -34.59179      
168       11800     7001      0.21593        -106.12151     0.92794        -34.55384      
169       0         7121      0.23332        -27.14713      0.92381        -34.81834      
170       251       7121      0.23454        -45.74326      0.9243         -34.7079       
171       502       7121      0.23792        -64.16402      0.92519        -34.62378      
172       753       7121      0.24321        -82.19851      0.92625        -34.56492      
173       1004      7121      0.24957        -99.7921       0.92739        -34.5277       
174       1255      7121      0.25688        -116.79358     0.92853        -34.50796      
175       1506      7121      0.26392        -133.35594     0.92964        -34.50317      
176       1757      7121      0.27051        -149.46449     0.93071        -34.51108      
177       2008      7121      0.27602        -165.2619      0.93172        -34.53094      
178       2259      7121      0.28006        179.1372       0.93268        -34.56281      
179       2510      7121      0.2825         163.7901       0.93356        -34.60685      
180       2761      7121      0.28308        148.41241      0.93432        -34.66494      
181       3012      7121      0.28181        132.98756      0.93492        -34.73834      
182       3263      7121      0.27888        117.49547      0.93524        -34.8275       
183       3514      7121      0.27456        101.69721      0.93514        -34.93185      
184       3765      7121      0.26899        85.5711        0.93443        -35.04389      
185       4016      7121      0.2624         69.04261       0.93292        -35.1458       
186       4267      7121      0.25521        52.00476       0.93064        -35.2084       
187       4518      7121      0.24914        34.47611       0.92797        -35.20505      
188       4769      7121      0.24381        16.56503       0.92562        -35.12793      
189       5020      7121      0.24009        -1.73402       0.92413        -35.00233      
190       5271      7121      0.23829        -20.31533      0.92365        -34.86483      
191       5522      7121      0.23882        -38.9284       0.92395        -34.743        
192       5773      7121      0.24113        -57.42277      0.92475        -34.64784      
193       6024      7121      0.24572        -75.59509      0.9258         -34.57956      
194       6275      7121      0.25162        -93.25365      0.92694        -34.535        
195       6526      7121      0.25857        -110.47783     0.92809        -34.5093       
196       6777      7121      0.26555        -127.22614     0.92923        -34.49958      
197       7028      7121      0.27204        -143.57849     0.93033        -34.50348      
198       7279      7121      0.27779        -159.5729      0.93138        -34.5195       
199       7530      7121      0.28227        -175.25453     0.93237        -34.54731      
200       7781      7121      0.28501        169.20054      0.93329        -34.58764      
201       8032      7121      0.28612        153.73729      0.93411        -34.64135      
202       8283      7121      0.28518        138.21842      0.93479        -34.71041      
203       8534      7121      0.28276        122.63766      0.93522        -34.79552      
204       8785      7121      0.27848        106.83456      0.93529        -34.89691      
205       9036      7121      0.27335        90.8099        0.9348         -35.00912      
206       9287      7121      0.26694        74.39175       0.93355        -35.11865      
207       9538      7121      0.26007        57.47366       0.93147        -35.19952      
208       9789      7121      0.25326        40.07361       0.92882        -35.21935      
209       10040     7121      0.24745        22.19859       0.92624        -35.16281      
210       10291     7121      0.24314        3.90023        0.92442        -35.04599      
211       10542     7121      0.24086        -14.74212      0.92363        -34.90582      
212       10793     7121      0.24086        -33.45661      0.92374        -34.77542      
213       11044     7121      0.2429         -52.02947      0.92444        -34.67081      
214       11295     7121      0.24711        -70.28564      0.92544        -34.59437      
215       11546     7121      0.25281        -88.17381      0.92658        -34.54288      
216       11797     7121      0.25953        -105.55719     0.92775        -34.51209      
217       0         7223      0.27645        -27.90676      0.9227         -34.80197      
218       222       7223      0.27742        -44.07392      0.92335        -34.68862      
219       444       7223      0.27984        -60.14939      0.92433        -34.60314      
220       666       7223      0.28396        -76.02902      0.92544        -34.54225      
221       888       7223      0.289          -91.65469      0.92661        -34.50197      
222       1110      7223      0.29489        -106.92075     0.92775        -34.47808      
223       1332      7223      0.30119        -121.78528     0.92886        -34.46742      
224       1554      7223      0.30723        -136.39998     0.92993        -34.46803      
225       1776      7223      0.3129         -150.71473     0.93096        -34.47845      
226       1998      7223      0.31772        -164.81705     0.93195        -34.49828      
227       2220      7223      0.32134        -178.76105     0.93289        -34.52775      
228       2442      7223      0.32386        167.42753      0.93378        -34.56723      
229       2664      7223      0.32482        153.6534       0.9346         -34.61831      
230       2886      7223      0.32494        139.86995      0.93533        -34.68222      
231       3108      7223      0.32305        126.02903      0.93588        -34.76153      
232       3330      7223      0.3202         112.06728      0.93619        -34.85724      
233       3552      7223      0.31602        97.88415       0.93608        -34.96936      
234       3774      7223      0.31127        83.49816       0.93538        -35.09172      
235       3996      7223      0.30563        68.81664       0.93385        -35.209        
236       4218      7223      0.29969        53.8345        0.93146        -35.29296      
237       4440      7223      0.29411        38.4455        0.92847        -35.31158      
238       4662      7223      0.28935        22.83235       0.92559        -35.24864      
239       4884      7223      0.28539        6.98631        0.92351        -35.12098      
240       5106      7223      0.28299        -9.09449       0.92252        -34.96724      
241       5328      7223      0.28196        -25.28671      0.92249        -34.82148      
242       5550      7223      0.28265        -41.47064      0.9231         -34.70133      
243       5772      7223      0.28455        -57.6266       0.92408        -34.61034      
244       5994      7223      0.28828        -73.57924      0.92522        -34.54551      
245       6216      7223      0.29331        -89.16928      0.92639        -34.50234      
246       6438      7223      0.29913        -104.40019     0.92755        -34.47626      
247       6660      7223      0.3052         -119.39574     0.92868        -34.46395      
248       6882      7223      0.31112        -134.06264     0.92977        -34.46322      
249       7104      7223      0.31654        -148.48444     0.93082        -34.47266      
250       7326      7223      0.32129        -162.67496     0.93182        -34.49148      
251       7548      7223      0.32487        -176.71154     0.93278        -34.51995      
252       7770      7223      0.32734        169.37655      0.93369        -34.55847      
253       7992      7223      0.32862        155.52703      0.93454        -34.60826      
254       8214      7223      0.32838        141.68468      0.93529        -34.67118      
255       8436      7223      0.32664        127.74437      0.93588        -34.74952      
256       8658      7223      0.32353        113.69466      0.93623        -34.8447       
257       8880      7223      0.31958        99.50255       0.9362         -34.9564       
258       9102      7223      0.31473        85.06981       0.93557        -35.08024      
259       9324      7223      0.30926        70.41794       0.93414        -35.20136      
260       9546      7223      0.30332        55.42426       0.93179        -35.29282      
261       9768      7223      0.29755        40.03731       0.92879        -35.32034      
262       9990      7223      0.29233        24.38816       0.92581        -35.2637       
263       10212     7223      0.28832        8.44041        0.92358        -35.13787      
264       10434     7223      0.2856         -7.75511       0.92248        -34.98122      
265       10656     7223      0.28479        -24.05443      0.92239        -34.83113      
266       10878     7223      0.28531        -40.35479      0.92299        -34.70687      
267       11100     7223      0.28766        -56.51799      0.92396        -34.61286      
268       11322     7223      0.29149        -72.4577       0.9251         -34.54601      
269       11544     7223      0.29637        -88.10849      0.92629        -34.50146      
270       11766     7223      0.30218        -103.46986     0.92747        -34.47432      
271       0         7314      0.31948        -28.76753      0.9216         -34.77684      
272       200       7314      0.32026        -43.18967      0.92244        -34.66232      
273       400       7314      0.32222        -57.52956      0.92353        -34.57708      
274       600       7314      0.32516        -71.79452      0.92471        -34.51634      
275       800       7314      0.32935        -85.83731      0.9259         -34.47507      
276       1000      7314      0.33438        -99.6505       0.92706        -34.44905      
277       1200      7314      0.33938        -113.21723     0.92818        -34.43562      
278       1400      7314      0.34481        -126.54733     0.92925        -34.43188      
279       1600      7314      0.35022        -139.67919     0.93028        -34.4366       
280       1800      7314      0.35518        -152.62366     0.93127        -34.44914      
281       2000      7314      0.35948        -165.39747     0.93222        -34.4692       
282       2200      7314      0.36263        -178.07094     0.93315        -34.49729      
283       2400      7314      0.36517        169.38957      0.93403        -34.53342      
284       2600      7314      0.36642        156.82433      0.93488        -34.57954      
285       2800      7314      0.36687        144.28745      0.93567        -34.63663      
286       3000      7314      0.36612        131.73136      0.93636        -34.70704      
287       3200      7314      0.36396        119.09036      0.93689        -34.79335      
288       3400      7314      0.36119        106.37713      0.93718        -34.89687      
289       3600      7314      0.35759        93.43625       0.93706        -35.01899      
290       3800      7314      0.35348        80.3576        0.93631        -35.15391      
291       4000      7314      0.34824        67.08184       0.93468        -35.28622      
292       4200      7314      0.34308        53.47627       0.93206        -35.38857      
293       4400      7314      0.33834        39.7067        0.92872        -35.42291      
294       4600      7314      0.33416        25.76899       0.92534        -35.36671      
295       4800      7314      0.33038        11.65105       0.92275        -35.23192      
296       5000      7314      0.32772        -2.59252       0.92136        -35.06074      
297       5200      7314      0.32599        -16.96564      0.92108        -34.89254      
298       5400      7314      0.3256         -31.4223       0.92158        -34.74995      
299       5600      7314      0.32639        -45.87528      0.92252        -34.63945      
300       5800      7314      0.32853        -60.24344      0.92367        -34.55841      
301       6000      7314      0.3322         -74.4305       0.92488        -34.5013       
302       6200      7314      0.33609        -88.39416      0.92609        -34.46382      
303       6400      7314      0.34083        -102.13635     0.92726        -34.44087      
304       6600      7314      0.3459         -115.6779      0.92838        -34.4296       
305       6800      7314      0.35124        -129.00685     0.92945        -34.42784      
306       7000      7314      0.35633        -142.13235     0.93049        -34.43448      
307       7200      7314      0.36081        -155.09157     0.93148        -34.44896      
308       7400      7314      0.36484        -167.86209     0.93243        -34.47075      
309       7600      7314      0.36778        179.39117      0.93336        -34.50081      
310       7800      7314      0.36965        166.75988      0.93425        -34.53955      
311       8000      7314      0.37065        154.14832      0.9351         -34.58824      
312       8200      7314      0.37067        141.57674      0.93588        -34.64848      
313       8400      7314      0.36945        128.90447      0.93656        -34.72319      
314       8600      7314      0.36694        116.17983      0.93706        -34.81438      
315       8800      7314      0.36362        103.35523      0.93727        -34.92373      
316       9000      7314      0.3599         90.36014       0.93703        -35.05111      
317       9200      7314      0.35508        77.2052        0.93609        -35.1892       
318       9400      7314      0.35043        63.85174       0.93423        -35.32065      
319       9600      7314      0.34502        50.20156       0.93135        -35.41167      
320       9800      7314      0.34024        36.36627       0.92786        -35.42568      
321       10000     7314      0.33571        22.27648       0.92454        -35.34493      
322       10200     7314      0.33225        7.99428        0.92219        -35.19312      
323       10400     7314      0.32991        -6.42713       0.92109        -35.01531      
324       10600     7314      0.32875        -20.96382      0.92107        -34.84917      
325       10800     7314      0.32896        -35.48177      0.92174        -34.7135       
326       11000     7314      0.33034        -49.98773      0.92278        -34.61048      
327       11200     7314      0.33317        -64.32373      0.92397        -34.53634      
328       11400     7314      0.33674        -78.48459      0.92521        -34.48544      
329       11600     7314      0.34147        -92.44103      0.92642        -34.45205      
330       11800     7314      0.34615        -106.12817     0.92758        -34.43311      
331       0         7396      0.36251        -29.66916      0.92055        -34.74325      
332       181       7396      0.36324        -42.55898      0.92156        -34.63103      
333       362       7396      0.36465        -55.45907      0.92276        -34.548        
334       543       7396      0.36712        -68.26588      0.924          -34.48864      
335       724       7396      0.3703         -80.98109      0.92522        -34.44775      
336       905       7396      0.37414        -93.538        0.9264         -34.42117      
337       1086      7396      0.37863        -105.91705     0.92752        -34.40561      
338       1267      7396      0.38323        -118.09264     0.92858        -34.39915      
339       1448      7396      0.38787        -130.14342     0.9296         -34.40016      
340       1629      7396      0.39248        -141.99626     0.93058        -34.40762      
341       1810      7396      0.39684        -153.76374     0.93152        -34.42119      
342       1991      7396      0.40064        -165.37633     0.93244        -34.44078      
343       2172      7396      0.4034         -176.92441     0.93333        -34.46696      
344       2353      7396      0.40587        171.60641      0.9342         -34.4997       
345       2534      7396      0.40728        160.16516      0.93505        -34.54049      
346       2715      7396      0.40831        148.7037       0.93588        -34.59041      
347       2896      7396      0.40831        137.28545      0.93665        -34.65129      
348       3077      7396      0.40702        125.78908      0.93734        -34.72609      
349       3258      7396      0.40527        114.26283      0.93789        -34.81658      
350       3439      7396      0.40238        102.56647      0.9382         -34.92666      
351       3620      7396      0.39926        90.83102       0.93813        -35.0558       
352       3801      7396      0.39573        78.929         0.93744        -35.20216      
353       3982      7396      0.39138        66.8513        0.93585        -35.35264      
354       4163      7396      0.3872         54.68484       0.9332         -35.47943      
355       4344      7396      0.38248        42.24902       0.92956        -35.5418       
356       4525      7396      0.3788         29.64939       0.92562        -35.50797      
357       4706      7396      0.37532        16.98516       0.92234        -35.37752      
358       4887      7396      0.37238        4.23897        0.92033        -35.19156      
359       5068      7396      0.37054        -8.60762       0.91962        -34.99815      
360       5249      7396      0.36919        -21.51281      0.91989        -34.82831      
361       5430      7396      0.36937        -34.56271      0.92075        -34.69171      
362       5611      7396      0.36984        -47.41476      0.9219         -34.59096      
363       5792      7396      0.37154        -60.31505      0.92316        -34.51723      
364       5973      7396      0.37445        -73.08621      0.92441        -34.46536      
365       6154      7396      0.37781        -85.69679      0.92564        -34.43074      
366       6335      7396      0.38178        -98.13635      0.9268         -34.40906      
367       6516      7396      0.38651        -110.40966     0.92791        -34.39722      
368       6697      7396      0.39116        -122.57639     0.92897        -34.3939       
369       6878      7396      0.39575        -134.57472     0.92998        -34.39767      
370       7059      7396      0.39991        -146.44061     0.93095        -34.40796      
371       7240      7396      0.40369        -158.18804     0.9319         -34.42427      
372       7421      7396      0.40674        -169.82525     0.93281        -34.44678      
373       7602      7396      0.40973        178.60743      0.93371        -34.47542      
374       7783      7396      0.41149        167.0934       0.93458        -34.51163      
375       7964      7396      0.41272        155.61023      0.93543        -34.5561       
376       8145      7396      0.41283        144.10276      0.93625        -34.61092      
377       8326      7396      0.41204        132.56948      0.937          -34.678        
378       8507      7396      0.41068        120.93368      0.93767        -34.76021      
379       8688      7396      0.40832        109.30129      0.93815        -34.85971      
380       8869      7396      0.40528        97.56769       0.93833        -34.97927      
381       9050      7396      0.40165        85.71217       0.93804        -35.1188       
382       9231      7396      0.39738        73.75755       0.93699        -35.27112      
383       9412      7396      0.3931         61.56606       0.93493        -35.4194       
384       9593      7396      0.38846        49.29793       0.93176        -35.5257       
385       9774      7396      0.38437        36.70911       0.9278         -35.55051      
386       9955      7396      0.38023        24.11469       0.92399        -35.46869      
387       10136     7396      0.37689        11.26077       0.92116        -35.30247      
388       10317     7396      0.37473        -1.6744        0.91973        -35.10295      
389       10498     7396      0.373          -14.68588      0.91954        -34.91348      
390       10679     7396      0.37259        -27.71904      0.92016        -34.75665      
391       10860     7396      0.37302        -40.78664      0.92122        -34.636        
392       11041     7396      0.37458        -53.71009      0.92245        -34.54805      
393       11222     7396      0.37693        -66.56539      0.92373        -34.48558      
394       11403     7396      0.38019        -79.29559      0.92499        -34.44265      
395       11584     7396      0.38408        -91.88489      0.92621        -34.41471      
396       11765     7396      0.38832        -104.28709     0.92735        -34.39849      
397       0         7473      0.40564        -30.71925      0.91957        -34.70021      
398       164       7473      0.40596        -42.36667      0.92076        -34.59325      
399       328       7473      0.40719        -53.9512       0.92204        -34.51487      
400       492       7473      0.40894        -65.54177      0.92333        -34.4586       
401       656       7473      0.41129        -77.03035      0.92458        -34.41954      
402       820       7473      0.41458        -88.39365      0.92575        -34.39317      
403       984       7473      0.41821        -99.63819      0.92687        -34.37697      
404       1148      7473      0.42207        -110.7599      0.92792        -34.36882      
405       1312      7473      0.42613        -121.78735     0.92893        -34.36719      
406       1476      7473      0.43021        -132.66605     0.92989        -34.37118      
407       1640      7473      0.43419        -143.4227      0.93081        -34.38018      
408       1804      7473      0.43797        -154.13217     0.93171        -34.39399      
409       1968      7473      0.44145        -164.66251     0.93258        -34.41237      
410       2132      7473      0.44434        -175.18927     0.93344        -34.43596      
411       2296      7473      0.44681        174.30488      0.93429        -34.46507      
412       2460      7473      0.4483         163.9175       0.93512        -34.5004       
413       2624      7473      0.44948        153.49427      0.93594        -34.54305      
414       2788      7473      0.4499         143.02939      0.93675        -34.59479      
415       2952      7473      0.4495         132.59779      0.93753        -34.65711      
416       3116      7473      0.44832        122.08643      0.93824        -34.73299      
417       3280      7473      0.44674        111.56037      0.93884        -34.82459      
418       3444      7473      0.44453        100.9264       0.93925        -34.93583      
419       3608      7473      0.44189        90.23135       0.93932        -35.0685       
420       3772      7473      0.43886        79.44976       0.93884        -35.22213      
421       3936      7473      0.43513        68.50631       0.93751        -35.38933      
422       4100      7473      0.43132        57.43755       0.93505        -35.54743      
423       4264      7473      0.42726        46.22368       0.93138        -35.65593      
424       4428      7473      0.42392        34.92037       0.92698        -35.67124      
425       4592      7473      0.42102        23.54771       0.92279        -35.57283      
426       4756      7473      0.41809        12.09714       0.91977        -35.38599      
427       4920      7473      0.41585        0.56118        0.91826        -35.1666       
428       5084      7473      0.41413        -11.00782      0.91804        -34.96079      
429       5248      7473      0.41294        -22.63728      0.91868        -34.78991      
430       5412      7473      0.41275        -34.27607      0.91976        -34.6578       
431       5576      7473      0.41312        -45.93326      0.92104        -34.55967      
432       5740      7473      0.41438        -57.57272      0.92237        -34.48854      
433       5904      7473      0.41664        -69.08563      0.92367        -34.43823      
434       6068      7473      0.41931        -80.53136      0.92491        -34.40379      
435       6232      7473      0.42242        -91.84638      0.92608        -34.38146      
436       6396      7473      0.42607        -103.03039     0.92719        -34.3683       
437       6560      7473      0.42979        -114.11121     0.92823        -34.36272      
438       6724      7473      0.4338         -125.08767     0.92923        -34.36317      
439       6888      7473      0.43786        -135.97265     0.93019        -34.36896      
440       7052      7473      0.4414         -146.74046     0.93111        -34.37991      
441       7216      7473      0.44496        -157.41808     0.932          -34.39538      
442       7380      7473      0.44802        -168.0213      0.93288        -34.41576      
443       7544      7473      0.45072        -178.56716     0.93374        -34.44121      
444       7708      7473      0.45247        170.91908      0.93459        -34.47269      
445       7872      7473      0.45358        160.42866      0.93544        -34.51084      
446       8036      7473      0.4544         149.97661      0.93627        -34.55653      
447       8200      7473      0.45412        139.46589      0.93707        -34.61227      
448       8364      7473      0.45346        128.95433      0.93785        -34.67943      
449       8528      7473      0.45219        118.40449      0.93854        -34.76097      
450       8692      7473      0.4499         107.78352      0.9391         -34.86039      
451       8856      7473      0.44749        97.11063       0.93942        -34.98014      
452       9020      7473      0.44445        86.3545        0.93933        -35.12241      
