The S-parameters of DUT is:
gam:S11        ang:S11        gam:S12        ang:S12        gam:S21        ang:S21        gam:S22        ang:S22        
0.9334         -31.97         0.04727        71.77          0.45835        126.66         0.87881        -28.13         

Pt        X         Y         gamma_l        angle          gamma_out      angle          
498       4228      7543      0.44446        60.43522       0.94194        -32.62659      
499       4379      7543      0.44987        50.98155       0.93979        -32.79384      
500       4530      7543      0.45543        41.6728        0.93652        -32.92952      
501       4681      7543      0.4605         32.47803       0.93233        -32.99393      
502       4832      7543      0.4652         23.38974       0.92788        -32.95867      
503       4983      7543      0.46973        14.34239       0.92399        -32.82583      
504       5134      7543      0.47352        5.3938         0.92133        -32.62945      
505       5285      7543      0.47702        -3.50979       0.92           -32.41478      
506       5436      7543      0.47989        -12.36786      0.91977        -32.21484      
507       5587      7543      0.48189        -21.22537      0.92028        -32.04502      
508       5738      7543      0.48369        -30.00929      0.92119        -31.9093       
509       5889      7543      0.48494        -38.78515      0.92231        -31.80338      
510       6040      7543      0.4853         -47.48322      0.9235         -31.72312      
511       6191      7543      0.48486        -56.19296      0.9247         -31.6624       
512       6342      7543      0.48422        -64.83331      0.92585        -31.61689      
513       6493      7543      0.48274        -73.51447      0.92696        -31.58326      
514       6644      7543      0.48043        -82.20047      0.92801        -31.55917      
515       6795      7543      0.47787        -90.92166      0.929          -31.54222      
516       6946      7543      0.47457        -99.6666       0.92995        -31.53147      
517       7097      7543      0.47091        -108.46838     0.93086        -31.52564      
518       7248      7543      0.46661        -117.30747     0.93172        -31.52427      
519       7399      7543      0.46174        -126.22294     0.93256        -31.52683      
520       7550      7543      0.45674        -135.23641     0.93337        -31.53278      
521       7701      7543      0.45181        -144.36188     0.93417        -31.54193      
522       7852      7543      0.44633        -153.54899     0.93495        -31.55468      
523       8003      7543      0.4412         -162.92        0.93572        -31.57076      
524       8154      7543      0.43668        -172.39071     0.93649        -31.59025      
525       8305      7543      0.43223        178.01739      0.93726        -31.614        
526       8456      7543      0.42857        168.29926      0.93803        -31.64218      
527       8607      7543      0.42566        158.49676      0.93881        -31.67555      
528       8758      7543      0.424          148.5737       0.93959        -31.71499      
529       8909      7543      0.42334        138.63812      0.94037        -31.76161      
530       9060      7543      0.42369        128.67806      0.94114        -31.8171       
531       9211      7543      0.42495        118.74582      0.94188        -31.88328      
532       9362      7543      0.42752        108.82387      0.94257        -31.96255      
533       9513      7543      0.43075        99.00316       0.94316        -32.0574       
534       9664      7543      0.43475        89.17275       0.94357        -32.17199      
535       9815      7543      0.43909        79.46834       0.94366        -32.3073       
536       9966      7543      0.44392        69.80343       0.94324        -32.46448      
537       10117     7543      0.4492         60.24522       0.94208        -32.63699      
538       10268     7543      0.45441        50.79803       0.93988        -32.8076       
539       10419     7543      0.4595         41.45371       0.93651        -32.94498      
540       10570     7543      0.46451        32.14526       0.93217        -33.00888      
541       10721     7543      0.46941        22.96411       0.92758        -32.96849      
542       10872     7543      0.47381        13.78876       0.92363        -32.82507      
543       11023     7543      0.4778         4.75475        0.921          -32.61996      
544       11174     7543      0.48132        -4.26554       0.91976        -32.39847      
545       11325     7543      0.48427        -13.24071      0.91963        -32.19533      
546       11476     7543      0.48683        -22.13428      0.92021        -32.02604      
547       11627     7543      0.48846        -30.96764      0.92119        -31.89207      
548       11778     7543      0.48947        -39.77924      0.92236        -31.78857      
549       0         7609      0.51583        -40.54381      0.92198        -31.75343      
550       140       7609      0.51638        -48.66679      0.92322        -31.68181      
551       280       7609      0.51616        -56.7695       0.92443        -31.62779      
552       420       7609      0.51569        -64.90291      0.92559        -31.58671      
553       560       7609      0.51457        -73.04113      0.92669        -31.55626      
554       700       7609      0.51322        -81.16896      0.92773        -31.53387      
555       840       7609      0.51133        -89.27297      0.9287         -31.51817      
556       980       7609      0.50887        -97.4024       0.92963        -31.50784      
557       1120      7609      0.50599        -105.55959     0.93051        -31.5019       
558       1260      7609      0.50271        -113.72425     0.93135        -31.49972      
559       1400      7609      0.49907        -121.95226     0.93216        -31.50082      
560       1540      7609      0.49494        -130.20962     0.93295        -31.505        
561       1680      7609      0.49102        -138.5238      0.93371        -31.51166      
562       1820      7609      0.48666        -146.93703     0.93446        -31.52123      
563       1960      7609      0.4823         -155.41358     0.9352         -31.53347      
564       2100      7609      0.47797        -163.99527     0.93593        -31.54856      
565       2240      7609      0.47397        -172.66259     0.93667        -31.56657      
566       2380      7609      0.47033        178.57509      0.9374         -31.58787      
567       2520      7609      0.46706        169.71753      0.93815        -31.61297      
568       2660      7609      0.4646         160.79418      0.9389         -31.64214      
569       2800      7609      0.4629         151.7752       0.93966        -31.67635      
570       2940      7609      0.46164        142.71668      0.94043        -31.71665      
571       3080      7609      0.4613         133.60315      0.94121        -31.76415      
572       3220      7609      0.46185        124.50307      0.94199        -31.82016      
573       3360      7609      0.46315        115.38851      0.94276        -31.88698      
574       3500      7609      0.46529        106.28258      0.94348        -31.96699      
575       3640      7609      0.46836        97.23305       0.94414        -32.06279      
576       3780      7609      0.47175        88.20682       0.94463        -32.17842      
577       3920      7609      0.47565        79.26056       0.94485        -32.31624      
578       4060      7609      0.4799         70.32604       0.94462        -32.47902      
579       4200      7609      0.4845         61.46787       0.94368        -32.66286      
580       4340      7609      0.48919        52.69552       0.94172        -32.85476      
581       4480      7609      0.49393        44.01447       0.9385         -33.02677      
582       4620      7609      0.49852        35.40633       0.93406        -33.13587      
583       4760      7609      0.50287        26.89056       0.92897        -33.13959      
584       4900      7609      0.50672        18.38275       0.92419        -33.02284      
585       5040      7609      0.51037        10.00699       0.92067        -32.81879      
586       5180      7609      0.51372        1.61444        0.91867        -32.57625      
587       5320      7609      0.51651        -6.69857       0.91806        -32.34291      
588       5460      7609      0.51889        -15.00504      0.91839        -32.14109      
589       5600      7609      0.52084        -23.2956       0.91928        -31.97775      
590       5740      7609      0.52252        -31.53816      0.92045        -31.85045      
591       5880      7609      0.5237         -39.74009      0.92172        -31.75306      
592       6020      7609      0.52415        -47.90658      0.923          -31.67949      
593       6160      7609      0.52431        -56.05422      0.92424        -31.62378      
594       6300      7609      0.52383        -64.1581       0.92542        -31.58229      
595       6440      7609      0.52279        -72.26614      0.92654        -31.55149      
596       6580      7609      0.52124        -80.40358      0.9276         -31.52899      
597       6720      7609      0.5195         -88.52508      0.92859        -31.51296      
598       6860      7609      0.5173         -96.6724       0.92953        -31.50231      
599       7000      7609      0.51435        -104.83557     0.93042        -31.49636      
600       7140      7609      0.51111        -113.01689     0.93127        -31.49408      
601       7280      7609      0.50757        -121.25918     0.93209        -31.49504      
602       7420      7609      0.5035         -129.52327     0.93289        -31.49911      
603       7560      7609      0.49912        -137.88023     0.93366        -31.50599      
604       7700      7609      0.49484        -146.29898     0.93442        -31.51539      
605       7840      7609      0.49045        -154.80402     0.93516        -31.52752      
606       7980      7609      0.48596        -163.39868     0.93591        -31.54256      
607       8120      7609      0.48168        -172.0723      0.93665        -31.56054      
608       8260      7609      0.47767        179.15078      0.93739        -31.58185      
609       8400      7609      0.47404        170.30304      0.93813        -31.60685      
610       8540      7609      0.4715         161.3428       0.9389         -31.63585      
611       8680      7609      0.46933        152.31851      0.93966        -31.67         
612       8820      7609      0.46797        143.26612      0.94044        -31.70994      
613       8960      7609      0.46763        134.15407      0.94124        -31.75695      
614       9100      7609      0.46798        125.01898      0.94203        -31.8128       
615       9240      7609      0.46905        115.91059      0.94281        -31.87919      
616       9380      7609      0.47094        106.82334      0.94356        -31.95867      
617       9520      7609      0.47385        97.75752       0.94424        -32.05425      
618       9660      7609      0.47703        88.70333       0.94476        -32.17011      
619       9800      7609      0.48059        79.70712       0.94502        -32.30905      
620       9940      7609      0.48463        70.77266       0.94484        -32.47293      
621       10080     7609      0.48908        61.88697       0.94394        -32.65977      
622       10220     7609      0.49352        53.08          0.94201        -32.85642      
623       10360     7609      0.49798        44.30853       0.93876        -33.03543      
624       10500     7609      0.50243        35.63282       0.93423        -33.15065      
625       10640     7609      0.50663        26.98594       0.92897        -33.15622      
626       10780     7609      0.5105         18.39599       0.92405        -33.03607      
627       10920     7609      0.51451        9.87335        0.92041        -32.82382      
628       11060     7609      0.51783        1.4018         0.91843        -32.57351      
629       11200     7609      0.52064        -7.02018       0.91786        -32.33408      
630       11340     7609      0.52329        -15.42286      0.91826        -32.12912      
631       11480     7609      0.52561        -23.73747      0.9192         -31.96564      
632       11620     7609      0.52718        -32.01633      0.92041        -31.83913      
633       11760     7609      0.52838        -40.27572      0.92172        -31.74256      
634       0         7673      0.55427        -42.0763       0.9216         -31.69633      
635       129       7673      0.555          -49.60149      0.92288        -31.63384      
636       258       7673      0.55521        -57.15008      0.92411        -31.58624      
637       387       7673      0.55501        -64.70247      0.92527        -31.55021      
638       516       7673      0.55441        -72.25391      0.92636        -31.52322      
639       645       7673      0.55331        -79.78131      0.92738        -31.50349      
640       774       7673      0.55243        -87.32073      0.92834        -31.48891      
641       903       7673      0.55078        -94.84616      0.92925        -31.47927      
642       1032      7673      0.54868        -102.37848     0.93011        -31.47349      
643       1161      7673      0.54611        -109.91215     0.93093        -31.47102      
644       1290      7673      0.54349        -117.47547     0.93172        -31.47113      
645       1419      7673      0.54044        -125.05522     0.93247        -31.47382      
646       1548      7673      0.53712        -132.67622     0.93321        -31.47882      
647       1677      7673      0.5338         -140.33379     0.93393        -31.48586      
648       1806      7673      0.53029        -148.04498     0.93464        -31.49506      
649       1935      7673      0.52671        -155.83335     0.93534        -31.50646      
650       2064      7673      0.52296        -163.65411     0.93604        -31.52017      
651       2193      7673      0.51932        -171.56941     0.93674        -31.53632      
652       2322      7673      0.51613        -179.56707     0.93744        -31.555        
653       2451      7673      0.51309        172.40516      0.93815        -31.57662      
654       2580      7673      0.5103         164.2927       0.93887        -31.60173      
655       2709      7673      0.50847        156.11516      0.93961        -31.63046      
656       2838      7673      0.50697        147.90167      0.94036        -31.66385      
657       2967      7673      0.50595        139.64282      0.94113        -31.70278      
658       3096      7673      0.50573        131.34336      0.94192        -31.74826      
659       3225      7673      0.50616        123.04072      0.94272        -31.80169      
660       3354      7673      0.50701        114.70614      0.94352        -31.86537      
661       3483      7673      0.50887        106.3746       0.94432        -31.94113      
662       3612      7673      0.51095        98.0801        0.94507        -32.03213      
663       3741      7673      0.51379        89.81685       0.94572        -32.14163      
664       3870      7673      0.51691        81.58156       0.94619        -32.27393      
665       3999      7673      0.52036        73.34844       0.94633        -32.43321      
666       4128      7673      0.52399        65.18673       0.94592        -32.61958      
667       4257      7673      0.52777        57.06046       0.94463        -32.82892      
668       4386      7673      0.53181        48.96402       0.94211        -33.04438      
669       4515      7673      0.5357         40.93935       0.9381         -33.22749      
670       4644      7673      0.53956        32.97954       0.93278        -33.32634      
671       4773      7673      0.54315        25.07099       0.92696        -33.29541      
672       4902      7673      0.54655        17.22067       0.92184        -33.1325       
673       5031      7673      0.54967        9.40381        0.9183         -32.88237      
674       5160      7673      0.55244        1.63419        0.91653        -32.60783      
675       5289      7673      0.55506        -6.11131       0.91617        -32.35389      
676       5418      7673      0.55733        -13.82679      0.91674        -32.14095      
677       5547      7673      0.55898        -21.52457      0.91783        -31.97185      
678       5676      7673      0.56063        -29.21788      0.91915        -31.84061      
679       5805      7673      0.56196        -36.85597      0.92053        -31.74088      
680       5934      7673      0.56285        -44.48764      0.9219         -31.66516      
681       6063      7673      0.5634         -52.06344      0.9232         -31.60809      
682       6192      7673      0.56337        -59.63575      0.92443        -31.56512      
683       6321      7673      0.56314        -67.1576       0.92558        -31.53285      
684       6450      7673      0.56246        -74.68537      0.92666        -31.50887      
685       6579      7673      0.56129        -82.21486      0.92767        -31.49149      
686       6708      7673      0.56004        -89.73838      0.92862        -31.47909      
687       6837      7673      0.55843        -97.27603      0.92952        -31.47094      
688       6966      7673      0.55616        -104.84527     0.93037        -31.46655      
689       7095      7673      0.55376        -112.38806     0.93119        -31.46506      
690       7224      7673      0.55089        -119.98227     0.93197        -31.46631      
691       7353      7673      0.54789        -127.58658     0.93273        -31.46984      
692       7482      7673      0.54449        -135.25123     0.93346        -31.4757       
693       7611      7673      0.54084        -142.92593     0.93418        -31.48371      
694       7740      7673      0.53713        -150.68793     0.9349         -31.49383      
695       7869      7673      0.53326        -158.48385     0.9356         -31.50616      
696       7998      7673      0.52958        -166.36575     0.9363         -31.5207       
697       8127      7673      0.52607        -174.30224     0.93701        -31.53766      
698       8256      7673      0.52253        177.68417      0.93772        -31.55752      
699       8385      7673      0.5194         169.61113      0.93844        -31.58037      
700       8514      7673      0.51693        161.44228      0.93917        -31.60671      
701       8643      7673      0.5147         153.2468       0.93992        -31.63724      
702       8772      7673      0.51326        144.99447      0.94069        -31.67255      
703       8901      7673      0.51245        136.69705      0.94147        -31.71376      
704       9030      7673      0.51223        128.38895      0.94228        -31.76204      
705       9159      7673      0.51258        120.05724      0.94309        -31.81917      
706       9288      7673      0.51368        111.73317      0.94391        -31.88696      
707       9417      7673      0.51537        103.42925      0.94471        -31.96804      
708       9546      7673      0.51751        95.13845       0.94545        -32.06587      
709       9675      7673      0.5203         86.84056       0.94608        -32.18464      
710       9804      7673      0.52329        78.58324       0.94647        -32.3282       
711       9933      7673      0.52665        70.35397       0.94646        -32.50014      
712       10062     7673      0.5302         62.16225       0.94578        -32.70035      
713       10191     7673      0.53388        54.00642       0.94406        -32.92029      
714       10320     7673      0.53753        45.91332       0.94093        -33.13403      
715       10449     7673      0.54126        37.84739       0.93625        -33.29653      
716       10578     7673      0.54488        29.80083       0.93042        -33.34956      
717       10707     7673      0.54848        21.83491       0.92456        -33.25944      
718       10836     7673      0.55167        13.87682       0.91989        -33.04358      
719       10965     7673      0.55485        5.96277        0.91707        -32.76613      
720       11094     7673      0.55782        -1.89607       0.91599        -32.48868      
721       11223     7673      0.56           -9.70781       0.91618        -32.24697      
722       11352     7673      0.56229        -17.51056      0.91707        -32.05082      
723       11481     7673      0.56434        -25.27379      0.91833        -31.89841      
724       11610     7673      0.56586        -32.98763      0.91973        -31.78267      
725       11739     7673      0.56731        -40.66095      0.92114        -31.69492      
726       0         7733      0.59183        -43.72954      0.92136        -31.63849      
727       121       7733      0.59252        -50.87453      0.92269        -31.58453      
728       242       7733      0.59284        -58.0078       0.92393        -31.54365      
729       363       7733      0.59278        -65.12858      0.92509        -31.5128       
730       484       7733      0.59252        -72.2841       0.92618        -31.48946      
731       605       7733      0.59191        -79.38283      0.92719        -31.47241      
732       726       7733      0.59117        -86.50712      0.92814        -31.46001      
733       847       7733      0.5902         -93.59333      0.92903        -31.45157      
734       968       7733      0.5888         -100.68283     0.92987        -31.44649      
735       1089      7733      0.58713        -107.76653     0.93067        -31.44413      
736       1210      7733      0.58512        -114.86709     0.93144        -31.4442       
737       1331      7733      0.58303        -121.97947     0.93218        -31.44627      
738       1452      7733      0.58048        -129.11198     0.9329         -31.4504       
739       1573      7733      0.57765        -136.2377      0.9336         -31.45636      
740       1694      7733      0.57508        -143.43342     0.93428        -31.46385      
741       1815      7733      0.57204        -150.65285     0.93496        -31.47326      
742       1936      7733      0.56911        -157.90915     0.93563        -31.48435      
743       2057      7733      0.56576        -165.22258     0.9363         -31.49756      
744       2178      7733      0.56267        -172.59113     0.93698        -31.51269      
745       2299      7733      0.55996        179.97383      0.93766        -31.52991      
746       2420      7733      0.55719        172.51263      0.93835        -31.54972      
747       2541      7733      0.55484        164.98418      0.93905        -31.5723       
748       2662      7733      0.55298        157.42366      0.93977        -31.59799      
749       2783      7733      0.55159        149.80234      0.94051        -31.62752      
750       2904      7733      0.55036        142.14503      0.94127        -31.66175      
751       3025      7733      0.54956        134.47001      0.94205        -31.7014       
752       3146      7733      0.54938        126.75388      0.94286        -31.74768      
753       3267      7733      0.54961        119.00702      0.9437         -31.80228      
754       3388      7733      0.55027        111.26934      0.94455        -31.8669       
755       3509      7733      0.5519         103.51517      0.94541        -31.94393      
756       3630      7733      0.55391        95.77189       0.94624        -32.03678      
757       3751      7733      0.55594        88.06243       0.947          -32.14929      
758       3872      7733      0.55872        80.33784       0.94762        -32.28656      
759       3993      7733      0.56158        72.65338       0.94794        -32.45294      
760       4114      7733      0.56453        64.98321       0.94773        -32.65236      
761       4235      7733      0.56749        57.34314       0.94665        -32.88252      
762       4356      7733      0.57108        49.73403       0.9443         -33.13055      
763       4477      7733      0.57443        42.18485       0.94025        -33.35858      
764       4598      7733      0.57769        34.67          0.93449        -33.50744      
765       4719      7733      0.58094        27.21585       0.92781        -33.51494      
766       4840      7733      0.58387        19.77427       0.92157        -33.35902      
767       4961      7733      0.58658        12.3778        0.91708        -33.08513      
768       5082      7733      0.58907        5.00223        0.9147         -32.76941      
769       5203      7733      0.59144        -2.33093       0.91409        -32.47362      
770       5324      7733      0.5937         -9.6569        0.91462        -32.22448      
771       5445      7733      0.59539        -16.92237      0.91578        -32.02863      
772       5566      7733      0.59692        -24.23233      0.91723        -31.87692      
773       5687      7733      0.59845        -31.50936      0.91876        -31.76196      
774       5808      7733      0.59967        -38.72859      0.92025        -31.67568      
775       5929      7733      0.60053        -45.92035      0.92168        -31.61069      
776       6050      7733      0.6011         -53.10341      0.92301        -31.56155      
777       6171      7733      0.60139        -60.26017      0.92425        -31.5245       
778       6292      7733      0.60142        -67.37054      0.9254         -31.49676      
779       6413      7733      0.60108        -74.47852      0.92646        -31.47615      
780       6534      7733      0.60056        -81.58942      0.92746        -31.461        
781       6655      7733      0.59966        -88.6727       0.9284         -31.45044      
782       6776      7733      0.59853        -95.80349      0.92928        -31.44342      
783       6897      7733      0.59708        -102.90607     0.93012        -31.4395       
784       7018      7733      0.59524        -110.0212      0.93092        -31.43823      
785       7139      7733      0.59321        -117.12387     0.93168        -31.43915      
786       7260      7733      0.59102        -124.26487     0.93242        -31.44203      
787       7381      7733      0.58868        -131.41669     0.93314        -31.44673      
788       7502      7733      0.5859         -138.59063     0.93383        -31.45332      
789       7623      7733      0.58287        -145.79806     0.93452        -31.46168      
790       7744      7733      0.57975        -153.031       0.9352         -31.47174      
791       7865      7733      0.57676        -160.32439     0.93588        -31.48351      
792       7986      7733      0.57338        -167.68031     0.93655        -31.49743      
793       8107      7733      0.5702         -175.05342     0.93723        -31.51328      
794       8228      7733      0.56703        177.51164      0.93792        -31.5315       
795       8349      7733      0.56436        170.01582      0.93861        -31.55216      
796       8470      7733      0.56198        162.44883      0.93933        -31.57583      
797       8591      7733      0.55984        154.85592      0.94006        -31.60294      
798       8712      7733      0.5582         147.22065      0.94081        -31.63404      
799       8833      7733      0.55705        139.5601       0.94159        -31.6699       
800       8954      7733      0.55635        131.82427      0.9424         -31.71187      
801       9075      7733      0.55617        124.10357      0.94323        -31.76076      
802       9196      7733      0.55653        116.34885      0.94408        -31.8186       
803       9317      7733      0.55737        108.62659      0.94495        -31.88708      
804       9438      7733      0.55861        100.87577      0.94582        -31.9696       
805       9559      7733      0.56042        93.12031       0.94666        -32.06952      
806       9680      7733      0.56255        85.37555       0.94741        -32.19127      
807       9801      7733      0.56487        77.65864       0.94796        -32.33971      
808       9922      7733      0.5677         69.93721       0.94816        -32.5205       
809       10043     7733      0.57045        62.25644       0.94771        -32.73532      
810       10164     7733      0.5735         54.56837       0.94622        -32.98084      
811       10285     7733      0.57659        46.95354       0.94323        -33.23303      
812       10406     7733      0.57969        39.34418       0.93839        -33.44646      
813       10527     7733      0.58297        31.78042       0.93196        -33.55172      
814       10648     7733      0.58592        24.21092       0.92502        -33.49016      
815       10769     7733      0.58867        16.68997       0.91923        -33.26864      
816       10890     7733      0.59159        9.21301        0.91554        -32.95814      
817       11011     7733      0.59408        1.75149        0.914          -32.63533      
818       11132     7733      0.59645        -5.67261       0.91401        -32.3514       
819       11253     7733      0.59852        -13.08618      0.91495        -32.12175      
820       11374     7733      0.60049        -20.44748      0.91632        -31.94491      
821       11495     7733      0.60221        -27.76406      0.91786        -31.8113       
822       11616     7733      0.6036         -35.03831      0.91941        -31.71109      
823       11737     7733      0.60464        -42.31446      0.92091        -31.63567      
824       0         7792      0.62932        -45.51862      0.92127        -31.58038      
825       114       7792      0.63017        -52.29159      0.92261        -31.53505      
826       228       7792      0.6306         -59.03928      0.92385        -31.5009       
827       342       7792      0.63099        -65.82084      0.925          -31.47476      
828       456       7792      0.63092        -72.58206      0.92607        -31.45539      
829       570       7792      0.63073        -79.32693      0.92706        -31.44108      
830       684       7792      0.63043        -86.04982      0.92799        -31.4308       
831       798       7792      0.62987        -92.77971      0.92887        -31.42386      
832       912       7792      0.62916        -99.49966      0.92969        -31.41963      
833       1026      7792      0.6279         -106.21132     0.93048        -31.41794      
834       1140      7792      0.62676        -112.89979     0.93123        -31.41805      
835       1254      7792      0.62512        -119.60275     0.93195        -31.4201       
836       1368      7792      0.62342        -126.31383     0.93265        -31.42367      
837       1482      7792      0.62145        -133.03463     0.93333        -31.42878      
838       1596      7792      0.61923        -139.76384     0.93399        -31.43535      
839       1710      7792      0.61708        -146.5371      0.93465        -31.44325      
840       1824      7792      0.61481        -153.32365     0.9353         -31.45257      
841       1938      7792      0.61228        -160.14049     0.93594        -31.46347      
842       2052      7792      0.60953        -166.98976     0.93659        -31.47604      
843       2166      7792      0.60708        -173.91308     0.93724        -31.49023      
844       2280      7792      0.60465        179.15275      0.9379         -31.50626      
845       2394      7792      0.60225        172.18101      0.93857        -31.52445      
846       2508      7792      0.60025        165.16333      0.93925        -31.54491      
847       2622      7792      0.5981         158.09458      0.93995        -31.56839      
848       2736      7792      0.59685        151.00189      0.94068        -31.59466      
849       2850      7792      0.59554        143.87238      0.94143        -31.62497      
850       2964      7792      0.59461        136.7127       0.94221        -31.65981      
851       3078      7792      0.594          129.50907      0.94302        -31.70027      
852       3192      7792      0.59387        122.31427      0.94386        -31.74721      
853       3306      7792      0.59423        115.06368      0.94474        -31.80266      
854       3420      7792      0.59478        107.81463      0.94565        -31.86854      
855       3534      7792      0.59594        100.55992      0.94659        -31.94729      
856       3648      7792      0.59746        93.3168        0.94752        -32.04238      
857       3762      7792      0.59926        86.05649       0.94841        -32.15875      
858       3876      7792      0.60169        78.79799       0.94919        -32.30159      
859       3990      7792      0.60366        71.59031       0.94969        -32.47655      
860       4104      7792      0.60622        64.36793       0.94972        -32.69049      
861       4218      7792      0.6087         57.1687        0.94889        -32.9442       
862       4332      7792      0.61159        50.01013       0.94671        -33.22741      
863       4446      7792      0.61408        42.85178       0.94256        -33.50534      
864       4560      7792      0.61692        35.71738       0.93628        -33.71128      
865       4674      7792      0.61949        28.61052       0.92853        -33.75808      
866       4788      7792      0.62199        21.57433       0.92106        -33.60663      
867       4902      7792      0.6244         14.54816       0.9155         -33.30028      
868       5016      7792      0.62652        7.54534        0.91253        -32.93401      
869       5130      7792      0.62849        0.57939        0.91172        -32.58914      
870       5244      7792      0.63053        -6.3713        0.91229        -32.30115      
871       5358      7792      0.63239        -13.30466      0.9136         -32.07568      
872       5472      7792      0.63395        -20.23756      0.91524        -31.90433      
873       5586      7792      0.63537        -27.14046      0.91695        -31.77605      
874       5700      7792      0.63661        -34.0232       0.91861        -31.68009      
875       5814      7792      0.63755        -40.87517      0.92017        -31.60838      
876       5928      7792      0.6385         -47.72318      0.92163        -31.5541       
877       6042      7792      0.63908        -54.52306      0.92296        -31.5135       
878       6156      7792      0.6396         -61.31764      0.92419        -31.48271      
879       6270      7792      0.63958        -68.08761      0.92533        -31.4599       
880       6384      7792      0.6396         -74.80831      0.92638        -31.44289      
881       6498      7792      0.63947        -81.54246      0.92736        -31.43041      
882       6612      7792      0.63901        -88.26773      0.92827        -31.42177      
883       6726      7792      0.63849        -95.00359      0.92914        -31.41606      
884       6840      7792      0.63765        -101.71844     0.92995        -31.41298      
885       6954      7792      0.63642        -108.4305      0.93073        -31.41218      
886       7068      7792      0.63509        -115.14709     0.93148        -31.41318      
887       7182      7792      0.63356        -121.86851     0.93219        -31.41584      
888       7296      7792      0.6319         -128.59709     0.93289        -31.42001      
889       7410      7792      0.63007        -135.34313     0.93357        -31.42563      
890       7524      7792      0.62763        -142.10646     0.93423        -31.43289      
891       7638      7792      0.62522        -148.87144     0.93489        -31.44143      
892       7752      7792      0.62266        -155.68789     0.93554        -31.45144      
893       7866      7792      0.62022        -162.52895     0.93619        -31.46284      
894       7980      7792      0.61754        -169.3997      0.93684        -31.47594      
895       8094      7792      0.6149         -176.32381     0.9375         -31.4908       
896       8208      7792      0.61233        176.73264      0.93816        -31.50757      
897       8322      7792      0.61009        169.7401       0.93884        -31.52641      
898       8436      7792      0.60774        162.70443      0.93953        -31.54793      
899       8550      7792      0.60561        155.61758      0.94025        -31.5724       
900       8664      7792      0.60412        148.48812      0.94099        -31.6001       
901       8778      7792      0.60284        141.34381      0.94176        -31.63183      
902       8892      7792      0.60183        134.16094      0.94255        -31.66852      
903       9006      7792      0.60118        126.93598      0.94339        -31.71125      
904       9120      7792      0.60108        119.70237      0.94426        -31.76109      
905       9234      7792      0.60125        112.46805      0.94516        -31.81995      
906       9348      7792      0.60177        105.20832      0.9461         -31.89029      
907       9462      7792      0.60269        97.96391       0.94705        -31.97471      
908       9576      7792      0.60422        90.70055       0.948          -32.07736      
909       9690      7792      0.60581        83.43371       0.94888        -32.20355      
910       9804      7792      0.60763        76.17491       0.9496         -32.35907      
911       9918      7792      0.6098         68.91196       0.95001        -32.55097      
912       10032     7792      0.61199        61.67287       0.94979        -32.78394      
913       10146     7792      0.61437        54.41862       0.94852        -33.05821      
914       10260     7792      0.61691        47.20901       0.9456         -33.35368      
915       10374     7792      0.61925        40.00882       0.94049        -33.62094      
916       10488     7792      0.62186        32.8313        0.93327        -33.77781      
917       10602     7792      0.62437        25.68653       0.92516        -33.74235      
918       10716     7792      0.62656        18.56158       0.91814        -33.50539      
919       10830     7792      0.62888        11.44176       0.9136         -33.148        
920       10944     7792      0.63132        4.33496        0.91165        -32.77162      
921       11058     7792      0.63352        -2.71066       0.91162        -32.44258      
922       11172     7792      0.63535        -9.77407       0.91269        -32.17854      
923       11286     7792      0.63698        -16.78503      0.91427        -31.97831      
924       11400     7792      0.63879        -23.75502      0.916          -31.82848      
925       11514     7792      0.64033        -30.69233      0.91773        -31.71716      
926       11628     7792      0.64153        -37.60683      0.91938        -31.63436      
927       11742     7792      0.64274        -44.51498      0.92091        -31.57209      
928       0         7851      0.6676         -47.51359      0.92131        -31.52195      
929       108       7851      0.66808        -53.98702      0.92266        -31.48553      
930       216       7851      0.66857        -60.44186      0.92388        -31.45787      
931       324       7851      0.66898        -66.90792      0.92502        -31.43692      
932       432       7851      0.66953        -73.35678      0.92607        -31.42107      
933       540       7851      0.66937        -79.78227      0.92704        -31.40993      
934       648       7851      0.66936        -86.18823      0.92795        -31.40191      
935       756       7851      0.66921        -92.6022       0.9288         -31.39661      
936       864       7851      0.66887        -98.98001      0.92961        -31.39362      
937       972       7851      0.66822        -105.36828     0.93037        -31.39264      
938       1080      7851      0.66756        -111.74403     0.93111        -31.39323      
939       1188      7851      0.66662        -118.09492     0.93181        -31.39535      
940       1296      7851      0.6655         -124.46305     0.93249        -31.3988       
941       1404      7851      0.66419        -130.83658     0.93315        -31.4035       
942       1512      7851      0.66262        -137.2112      0.9338         -31.40944      
943       1620      7851      0.66097        -143.58565     0.93443        -31.41647      
944       1728      7851      0.65946        -149.99339     0.93506        -31.42455      
945       1836      7851      0.65741        -156.39955     0.93568        -31.43402      
946       1944      7851      0.65545        -162.85873     0.9363         -31.44469      
947       2052      7851      0.65335        -169.31989     0.93693        -31.4567       
948       2160      7851      0.65123        -175.83254     0.93756        -31.47022      
949       2268      7851      0.6494         177.64193      0.9382         -31.48519      
950       2376      7851      0.64742        171.08895      0.93885        -31.50206      
951       2484      7851      0.64579        164.48658      0.93952        -31.5209       
952       2592      7851      0.64411        157.85057      0.94021        -31.54222      
953       2700      7851      0.64272        151.19372      0.94092        -31.56622      
