The S-parameters of DUT is:
gam:S11        ang:S11        gam:S12        ang:S12        gam:S21        ang:S21        gam:S22        ang:S22        
0.9334         -31.97         0.04727        71.77          0.45835        126.66         0.87881        -28.13         

Pt        X         Y         gamma_s        angle          gamma_in       angle          
1003      3942      6465      0.65469        26.72288       0.86435        -30.28822      
1004      3996      6465      0.65244        23.4306        0.86052        -30.06948      
1005      4050      6465      0.65009        20.19139       0.85776        -29.82287      
1006      4104      6465      0.64797        16.92298       0.85591        -29.56645      
1007      4158      6465      0.64568        13.62418       0.8549         -29.31522      
1008      4212      6465      0.64386        10.31482       0.85452        -29.08245      
1009      4266      6465      0.64177        7.05957        0.85467        -28.87657      
1010      4320      6465      0.63935        3.75322        0.85519        -28.69306      
1011      4374      6465      0.63729        0.4385         0.85592        -28.53358      
1012      4428      6465      0.63512        -2.8849        0.85681        -28.39642      
1013      4482      6465      0.63352        -6.18908       0.85774        -28.279        
1014      4536      6465      0.63135        -9.50087       0.85875        -28.17937      
1015      4590      6465      0.6297         -12.85259      0.85975        -28.09256      
1016      4644      6465      0.62789        -16.17253      0.86073        -28.01946      
1017      4698      6465      0.62555        -19.50814      0.86171        -27.95754      
1018      4752      6465      0.624          -22.91284      0.86265        -27.90227      
1019      4806      6465      0.62275        -26.28361      0.86354        -27.85495      
1020      4860      6465      0.62185        -29.64962      0.86439        -27.81381      
1021      4914      6465      0.62045        -33.03133      0.86521        -27.7789       
1022      4968      6465      0.61966        -36.42775      0.86598        -27.74784      
1023      5022      6465      0.619          -39.82807      0.86673        -27.72081      
1024      5076      6465      0.61801        -43.2099       0.86743        -27.69795      
1025      5130      6465      0.61703        -46.6151       0.86811        -27.67801      
1026      5184      6465      0.61653        -50.03141      0.86876        -27.66016      
1027      5238      6465      0.6163         -53.45766      0.86938        -27.64435      
1028      5292      6465      0.61565        -56.86361      0.86997        -27.63118      
1029      5346      6465      0.61506        -60.28015      0.87053        -27.61969      
1030      5400      6465      0.61477        -63.70287      0.87108        -27.6095       
1031      5454      6465      0.61527        -67.13109      0.8716         -27.59998      
1032      5508      6465      0.615          -70.53973      0.8721         -27.5925       
1033      5562      6465      0.61495        -73.94023      0.87258        -27.58596      
1034      5616      6465      0.61592        -77.3818       0.87305        -27.57952      
1035      5670      6465      0.61714        -80.78351      0.87349        -27.57389      
1036      5724      6465      0.61782        -84.18709      0.87393        -27.56955      
1037      5778      6465      0.61885        -87.6279       0.87435        -27.56568      
1038      5832      6465      0.62012        -91.02839      0.87476        -27.56237      
1039      5886      6465      0.62091        -94.43095      0.87516        -27.56004      
1040      0         6519      0.67519        -96.60844      0.8754         -27.52291      
1041      50        6519      0.67583        -99.74161      0.87576        -27.52252      
1042      100       6519      0.67625        -102.85087     0.87611        -27.52262      
1043      150       6519      0.67696        -106.03399     0.87646        -27.52289      
1044      200       6519      0.67808        -109.18761     0.8768         -27.52324      
1045      250       6519      0.67897        -112.33717     0.87714        -27.52402      
1046      300       6519      0.68015        -115.4287      0.87746        -27.52489      
1047      350       6519      0.68114        -118.57201     0.87779        -27.52618      
1048      400       6519      0.68289        -121.72537     0.87811        -27.52731      
1049      450       6519      0.68438        -124.86205     0.87842        -27.52883      
1050      500       6519      0.68571        -127.93545     0.87873        -27.53064      
1051      550       6519      0.68686        -131.08183     0.87904        -27.53285      
1052      600       6519      0.68859        -134.20952     0.87934        -27.53496      
1053      650       6519      0.68997        -137.31334     0.87964        -27.53746      
1054      700       6519      0.6916         -140.38947     0.87994        -27.54002      
1055      750       6519      0.69307        -143.50015     0.88024        -27.54292      
1056      800       6519      0.69495        -146.65073     0.88054        -27.54589      
1057      850       6519      0.69664        -149.70887     0.88083        -27.54907      
1058      900       6519      0.69812        -152.74368     0.88112        -27.55253      
1059      950       6519      0.69971        -155.86138     0.88142        -27.55628      
1060      1000      6519      0.70138        -158.92241     0.88171        -27.56013      
1061      1050      6519      0.70294        -161.99929     0.88201        -27.5643       
1062      1100      6519      0.70456        -165.0415      0.8823         -27.56861      
1063      1150      6519      0.70583        -168.12077     0.8826         -27.57341      
1064      1200      6519      0.70742        -171.18476     0.8829         -27.57829      
1065      1250      6519      0.70924        -174.23354     0.8832         -27.58327      
1066      1300      6519      0.71041        -177.25083     0.88349        -27.5888       
1067      1350      6519      0.71159        179.67587      0.8838         -27.59474      
1068      1400      6519      0.7129         176.63613      0.88411        -27.60084      
1069      1450      6519      0.71431        173.60011      0.88442        -27.60721      
1070      1500      6519      0.71585        170.58752      0.88474        -27.61379      
1071      1550      6519      0.71691        167.49811      0.88506        -27.62119      
1072      1600      6519      0.71839        164.46164      0.88539        -27.62862      
1073      1650      6519      0.71941        161.43519      0.88572        -27.63669      
1074      1700      6519      0.72037        158.42158      0.88605        -27.64521      
1075      1750      6519      0.72111        155.3792       0.8864         -27.65444      
1076      1800      6519      0.72207        152.32099      0.88675        -27.66413      
1077      1850      6519      0.72313        149.30252      0.88711        -27.6742       
1078      1900      6519      0.72385        146.29378      0.88748        -27.68507      
1079      1950      6519      0.7247         143.22         0.88786        -27.6968       
1080      2000      6519      0.72573        140.16575      0.88826        -27.70909      
1081      2050      6519      0.72662        137.16189      0.88866        -27.72208      
1082      2100      6519      0.72698        134.1683       0.88906        -27.73626      
1083      2150      6519      0.72744        131.13595      0.88949        -27.75157      
1084      2200      6519      0.72824        128.11383      0.88993        -27.76769      
1085      2250      6519      0.72871        125.0789       0.89038        -27.78536      
1086      2300      6519      0.72936        122.07438      0.89085        -27.80407      
1087      2350      6519      0.72955        119.05274      0.89134        -27.82477      
1088      2400      6519      0.72966        116.03848      0.89184        -27.84721      
1089      2450      6519      0.7296         113.05325      0.89236        -27.87148      
1090      2500      6519      0.72924        110.09632      0.89289        -27.89793      
1091      2550      6519      0.72902        107.07101      0.89345        -27.92732      
1092      2600      6519      0.72904        104.05285      0.89404        -27.95922      
1093      2650      6519      0.72887        101.08276      0.89464        -27.99393      
1094      2700      6519      0.72888        98.12025       0.89527        -28.03188      
1095      2750      6519      0.72853        95.09837       0.89593        -28.07512      
1096      2800      6519      0.72837        92.09219       0.89662        -28.12273      
1097      2850      6519      0.72771        89.11575       0.89732        -28.17592      
1098      2900      6519      0.7271         86.16861       0.89804        -28.23473      
1099      2950      6519      0.72671        83.16673       0.89879        -28.30168      
1100      3000      6519      0.72634        80.16056       0.89957        -28.37736      
1101      3050      6519      0.72585        77.16247       0.90035        -28.46306      
1102      3100      6519      0.72499        74.22323       0.90109        -28.55897      
1103      3150      6519      0.7235         71.24449       0.90179        -28.67037      
1104      3200      6519      0.72243        68.24996       0.90245        -28.79749      
1105      3250      6519      0.72104        65.30266       0.90299        -28.94061      
1106      3300      6519      0.71956        62.36374       0.90335        -29.10297      
1107      3350      6519      0.71795        59.36753       0.90347        -29.29059      
1108      3400      6519      0.71715        56.35503       0.90329        -29.50327      
1109      3450      6519      0.71597        53.37642       0.90259        -29.7373       
1110      3500      6519      0.71485        50.41589       0.90124        -29.99033      
1111      3550      6519      0.71314        47.45512       0.89896        -30.25353      
1112      3600      6519      0.71143        44.46881       0.89561        -30.51536      
1113      3650      6519      0.70994        41.49469       0.89114        -30.75175      
1114      3700      6519      0.70825        38.54706       0.8856         -30.93084      
1115      3750      6519      0.70677        35.51104       0.87906        -31.03224      
1116      3800      6519      0.70522        32.51959       0.87227        -31.0239       
1117      3850      6519      0.70325        29.53508       0.86579        -30.89962      
1118      3900      6519      0.70132        26.55658       0.8602         -30.68149      
1119      3950      6519      0.69911        23.56537       0.85585        -30.39531      
1120      4000      6519      0.69722        20.57498       0.85278        -30.08062      
1121      4050      6519      0.69537        17.58656       0.85093        -29.76358      
1122      4100      6519      0.6934         14.6036        0.85008        -29.46418      
1123      4150      6519      0.69131        11.59509       0.85           -29.19109      
1124      4200      6519      0.69024        8.53023        0.85037        -28.94629      
1125      4250      6519      0.68869        5.51415        0.85116        -28.73839      
1126      4300      6519      0.68679        2.50365        0.85219        -28.56181      
1127      4350      6519      0.68419        -0.52902       0.85338        -28.41251      
1128      4400      6519      0.68276        -3.5752        0.85457        -28.28384      
1129      4450      6519      0.68162        -6.63892       0.85577        -28.17387      
1130      4500      6519      0.67968        -9.67354       0.85697        -28.08337      
1131      4550      6519      0.67754        -12.74484      0.85816        -28.00625      
1132      4600      6519      0.67649        -15.82608      0.85927        -27.93861      
1133      4650      6519      0.67506        -18.87923      0.86033        -27.88224      
1134      4700      6519      0.673          -21.94876      0.86135        -27.83492      
1135      4750      6519      0.67088        -25.01104      0.86232        -27.79467      
1136      4800      6519      0.66959        -28.11074      0.86324        -27.7584       
1137      4850      6519      0.66878        -31.21705      0.8641         -27.72642      
1138      4900      6519      0.66709        -34.29441      0.86492        -27.70035      
1139      4950      6519      0.6661         -37.41723      0.8657         -27.67655      
1140      5000      6519      0.66544        -40.55241      0.86644        -27.65545      
1141      5050      6519      0.66475        -43.66037      0.86714        -27.63738      
1142      5100      6519      0.6632         -46.74064      0.8678         -27.62288      
1143      5150      6519      0.66212        -49.87473      0.86844        -27.60955      
1144      5200      6519      0.66221        -53.00574      0.86904        -27.59678      
1145      5250      6519      0.66235        -56.15663      0.86962        -27.58557      
1146      5300      6519      0.66191        -59.27954      0.87017        -27.57651      
1147      5350      6519      0.66142        -62.41197      0.8707         -27.56873      
1148      5400      6519      0.66163        -65.58205      0.87121        -27.56133      
1149      5450      6519      0.66166        -68.68925      0.8717         -27.55525      
1150      5500      6519      0.66113        -71.84042      0.87217        -27.55046      
1151      5550      6519      0.66109        -74.97621      0.87263        -27.54609      
1152      5600      6519      0.66162        -78.11284      0.87307        -27.54199      
1153      5650      6519      0.66268        -81.27501      0.87349        -27.53814      
1154      5700      6519      0.66325        -84.42658      0.87391        -27.53532      
1155      5750      6519      0.66402        -87.56329      0.8743         -27.53292      
1156      5800      6519      0.66469        -90.7137       0.87469        -27.5311       
1157      5850      6519      0.66609        -93.83394      0.87507        -27.52928      
1158      5900      6519      0.66639        -96.96867      0.87544        -27.52862      
1159      0         6572      0.7192         -98.6136       0.87564        -27.4954       
1160      48        6572      0.71946        -101.63125     0.87598        -27.49609      
1161      96        6572      0.72025        -104.61218     0.87632        -27.49671      
1162      144       6572      0.72079        -107.66097     0.87666        -27.49776      
1163      192       6572      0.72113        -110.69291     0.87699        -27.49916      
1164      240       6572      0.72192        -113.72296     0.87731        -27.50052      
1165      288       6572      0.72255        -116.68914     0.87763        -27.50215      
1166      336       6572      0.72389        -119.69661     0.87794        -27.50363      
1167      384       6572      0.72482        -122.69902     0.87825        -27.50553      
1168      432       6572      0.72545        -125.66935     0.87855        -27.50776      
1169      480       6572      0.72675        -128.63249     0.87884        -27.50981      
1170      528       6572      0.72739        -131.59953     0.87914        -27.51239      
1171      576       6572      0.72912        -134.61217     0.87944        -27.51464      
1172      624       6572      0.73056        -137.60989     0.87973        -27.51721      
1173      672       6572      0.73159        -140.545       0.88001        -27.52009      
1174      720       6572      0.73291        -143.51334     0.8803         -27.52304      
1175      768       6572      0.73426        -146.5274      0.88059        -27.52621      
1176      816       6572      0.7354         -149.51693     0.88088        -27.52963      
1177      864       6572      0.73662        -152.49474     0.88117        -27.53318      
1178      912       6572      0.73784        -155.43758     0.88145        -27.53687      
1179      960       6572      0.73906        -158.4842      0.88174        -27.5409       
1180      1008      6572      0.74083        -161.45778     0.88203        -27.54475      
1181      1056      6572      0.74216        -164.40002     0.88232        -27.54896      
1182      1104      6572      0.74369        -167.31662     0.8826         -27.55323      
1183      1152      6572      0.74547        -170.27848     0.88289        -27.55767      
1184      1200      6572      0.74637        -173.24765     0.88319        -27.56277      
1185      1248      6572      0.74777        -176.20455     0.88348        -27.56784      
1186      1296      6572      0.74901        -179.11825     0.88378        -27.57315      
1187      1344      6572      0.75023        177.92084      0.88408        -27.57881      
1188      1392      6572      0.75172        174.94445      0.88439        -27.58465      
1189      1440      6572      0.75324        172.01776      0.8847         -27.59064      
1190      1488      6572      0.75357        169.13063      0.885          -27.59746      
1191      1536      6572      0.75463        166.18859      0.88532        -27.60436      
1192      1584      6572      0.75597        163.22008      0.88565        -27.61153      
1193      1632      6572      0.75722        160.28224      0.88598        -27.61904      
1194      1680      6572      0.75808        157.37497      0.88631        -27.62707      
1195      1728      6572      0.75897        154.44106      0.88665        -27.6356       
1196      1776      6572      0.75999        151.46947      0.88701        -27.64466      
1197      1824      6572      0.76091        148.53836      0.88737        -27.65415      
1198      1872      6572      0.76175        145.63696      0.88773        -27.66413      
1199      1920      6572      0.76224        142.71701      0.88811        -27.675        
1200      1968      6572      0.76285        139.73998      0.8885         -27.6867       
1201      2016      6572      0.76398        136.81252      0.88891        -27.69859      
1202      2064      6572      0.76453        133.89485      0.88932        -27.71162      
1203      2112      6572      0.76497        130.98829      0.88974        -27.72554      
1204      2160      6572      0.76592        128.03254      0.89019        -27.74032      
1205      2208      6572      0.76627        125.10671      0.89065        -27.75647      
1206      2256      6572      0.76677        122.20115      0.89112        -27.77359      
1207      2304      6572      0.76692        119.32461      0.8916         -27.79212      
1208      2352      6572      0.76735        116.37949      0.89212        -27.81237      
1209      2400      6572      0.76763        113.44186      0.89266        -27.83441      
1210      2448      6572      0.76765        110.55577      0.89321        -27.85817      
1211      2496      6572      0.76793        107.66652      0.89378        -27.88381      
1212      2544      6572      0.76803        104.74925      0.89439        -27.91231      
1213      2592      6572      0.76821        101.85018      0.89503        -27.94328      
1214      2640      6572      0.76793        98.94999       0.89569        -27.97791      
1215      2688      6572      0.76794        96.10882       0.89637        -28.01501      
1216      2736      6572      0.7676         93.20672       0.8971         -28.05745      
1217      2784      6572      0.76719        90.30441       0.89786        -28.10481      
1218      2832      6572      0.76683        87.41881       0.89866        -28.15743      
1219      2880      6572      0.76672        84.55116       0.89949        -28.21576      
1220      2928      6572      0.76577        81.6936        0.90034        -28.28257      
1221      2976      6572      0.76523        78.78448       0.90125        -28.35897      
1222      3024      6572      0.7647         75.88237       0.90219        -28.44587      
1223      3072      6572      0.7641         73.00806       0.90314        -28.54453      
1224      3120      6572      0.76303        70.17418       0.90406        -28.657        
1225      3168      6572      0.76249        67.28639       0.905          -28.78818      
1226      3216      6572      0.76188        64.396         0.90589        -28.9405       
1227      3264      6572      0.76063        61.52274       0.90663        -29.11717      
1228      3312      6572      0.75942        58.68969       0.90715        -29.31868      
1229      3360      6572      0.75869        55.81002       0.90742        -29.55474      
1230      3408      6572      0.75756        52.93057       0.90716        -29.82553      
1231      3456      6572      0.75661        50.06727       0.90622        -30.12926      
1232      3504      6572      0.75522        47.27169       0.90427        -30.45246      
1233      3552      6572      0.75377        44.39344       0.90095        -30.79871      
1234      3600      6572      0.75231        41.54117       0.89608        -31.12879      
1235      3648      6572      0.75089        38.66521       0.88949        -31.40846      
1236      3696      6572      0.74953        35.82572       0.88156        -31.58482      
1237      3744      6572      0.74805        32.95306       0.87276        -31.61796      
1238      3792      6572      0.74668        30.07342       0.86412        -31.48977      
1239      3840      6572      0.74527        27.19112       0.85661        -31.21523      
1240      3888      6572      0.74388        24.34531       0.85094        -30.8465       
1241      3936      6572      0.74224        21.49597       0.84719        -30.43235      
1242      3984      6572      0.74063        18.62257       0.84512        -30.01801      
1243      4032      6572      0.73891        15.74268       0.84442        -29.63481      
1244      4080      6572      0.73746        12.89991       0.84463        -29.30178      
1245      4128      6572      0.73564        10.00275       0.84553        -29.01177      
1246      4176      6572      0.73396        7.12081        0.84678        -28.7695       
1247      4224      6572      0.73256        4.22099        0.84822        -28.56597      
1248      4272      6572      0.73086        1.35999        0.84975        -28.40011      
1249      4320      6572      0.72917        -1.5365        0.8513         -28.26081      
1250      4368      6572      0.7273         -4.43719       0.85284        -28.14558      
1251      4416      6572      0.72572        -7.35487       0.85431        -28.04847      
1252      4464      6572      0.72408        -10.23569      0.85569        -27.96856      
1253      4512      6572      0.72262        -13.15205      0.85701        -27.90026      
1254      4560      6572      0.72056        -16.07038      0.85827        -27.84399      
1255      4608      6572      0.71964        -18.98732      0.85942        -27.79423      
1256      4656      6572      0.71826        -21.92664      0.86052        -27.7525       
1257      4704      6572      0.71696        -24.85045      0.86155        -27.71707      
1258      4752      6572      0.71557        -27.77755      0.86251        -27.68692      
1259      4800      6572      0.71447        -30.70884      0.86342        -27.66061      
1260      4848      6572      0.71344        -33.66462      0.86428        -27.63774      
1261      4896      6572      0.7121         -36.57005      0.86508        -27.61885      
1262      4944      6572      0.711          -39.53194      0.86584        -27.60191      
1263      4992      6572      0.71027        -42.50565      0.86657        -27.58682      
1264      5040      6572      0.70967        -45.46076      0.86725        -27.57374      
1265      5088      6572      0.70885        -48.41812      0.8679         -27.56269      
1266      5136      6572      0.70777        -51.36648      0.86851        -27.55348      
1267      5184      6572      0.70741        -54.34637      0.86911        -27.54475      
1268      5232      6572      0.70713        -57.32739      0.86967        -27.53717      
1269      5280      6572      0.70664        -60.28914      0.87021        -27.53091      
1270      5328      6572      0.70589        -63.26192      0.87072        -27.52581      
1271      5376      6572      0.70535        -66.24268      0.87122        -27.52132      
1272      5424      6572      0.70513        -69.22326      0.8717         -27.51731      
1273      5472      6572      0.70529        -72.20323      0.87215        -27.51366      
1274      5520      6572      0.70468        -75.18353      0.8726         -27.51126      
1275      5568      6572      0.7046         -78.16787      0.87302        -27.50897      
1276      5616      6572      0.70527        -81.17825      0.87344        -27.50663      
1277      5664      6572      0.70618        -84.15392      0.87384        -27.50462      
1278      5712      6572      0.70621        -87.16275      0.87423        -27.50367      
1279      5760      6572      0.70658        -90.15635      0.87461        -27.50287      
1280      5808      6572      0.70745        -93.16557      0.87498        -27.50212      
1281      5856      6572      0.70784        -96.13152      0.87534        -27.50202      
1282      5904      6572      0.70798        -99.11554      0.87569        -27.50238      
1283      0         6626      0.76242        -100.92251     0.87592        -27.47073      
1284      46        6626      0.76319        -103.79061     0.87625        -27.47181      
1285      92        6626      0.76329        -106.62951     0.87657        -27.47344      
1286      138       6626      0.76378        -109.52637     0.87689        -27.47506      
1287      184       6626      0.76452        -112.41813     0.87721        -27.47671      
1288      230       6626      0.76493        -115.29698     0.87752        -27.4787       
1289      276       6626      0.76552        -118.14288     0.87782        -27.48072      
1290      322       6626      0.76622        -120.98767     0.87811        -27.48283      
1291      368       6626      0.7671         -123.87546     0.87841        -27.48503      
1292      414       6626      0.76805        -126.75866     0.8787         -27.48735      
1293      460       6626      0.76911        -129.62087     0.87899        -27.48973      
1294      506       6626      0.76982        -132.45053     0.87927        -27.49239      
1295      552       6626      0.77058        -135.33765     0.87956        -27.49522      
1296      598       6626      0.77165        -138.19852     0.87984        -27.49802      
1297      644       6626      0.77245        -141.05826     0.88012        -27.50109      
1298      690       6626      0.77391        -143.88043     0.8804         -27.50393      
1299      736       6626      0.77504        -146.771       0.88068        -27.50716      
1300      782       6626      0.77626        -149.64767     0.88096        -27.51047      
1301      828       6626      0.77767        -152.5017      0.88123        -27.51381      
1302      874       6626      0.77851        -155.326       0.88151        -27.51751      
1303      920       6626      0.7794         -158.17817     0.88179        -27.52139      
1304      966       6626      0.78044        -161.05426     0.88207        -27.52538      
1305      1012      6626      0.782          -163.90564     0.88235        -27.52927      
1306      1058      6626      0.783          -166.73796     0.88262        -27.53354      
1307      1104      6626      0.78369        -169.54822     0.8829         -27.5381       
1308      1150      6626      0.78502        -172.41398     0.88319        -27.54264      
1309      1196      6626      0.78629        -175.25671     0.88348        -27.54735      
1310      1242      6626      0.78739        -178.09759     0.88376        -27.55234      
1311      1288      6626      0.78847        179.09187      0.88405        -27.55749      
1312      1334      6626      0.78927        176.24502      0.88435        -27.56307      
1313      1380      6626      0.79065        173.37132      0.88465        -27.56866      
1314      1426      6626      0.79209        170.51085      0.88496        -27.57445      
1315      1472      6626      0.79319        167.6997       0.88527        -27.58055      
1316      1518      6626      0.7939         164.87891      0.88558        -27.58716      
1317      1564      6626      0.79508        162.0218       0.8859         -27.59392      
1318      1610      6626      0.7963         159.17547      0.88623        -27.60096      
1319      1656      6626      0.79698        156.36931      0.88656        -27.60853      
1320      1702      6626      0.79766        153.57381      0.88689        -27.61644      
1321      1748      6626      0.79817        150.73053      0.88724        -27.62501      
1322      1794      6626      0.79894        147.88947      0.8876         -27.63388      
1323      1840      6626      0.79964        145.06904      0.88796        -27.6432       
1324      1886      6626      0.80062        142.26938      0.88833        -27.6528       
1325      1932      6626      0.80144        139.41206      0.88873        -27.66329      
1326      1978      6626      0.80243        136.52475      0.88914        -27.67442      
1327      2024      6626      0.80306        133.69671      0.88955        -27.68625      
1328      2070      6626      0.80349        130.8989       0.88997        -27.69883      
1329      2116      6626      0.80386        128.10218      0.8904         -27.71228      
1330      2162      6626      0.80438        125.25585      0.89087        -27.7268       
1331      2208      6626      0.80521        122.40881      0.89135        -27.74213      
1332      2254      6626      0.80561        119.58297      0.89184        -27.75882      
1333      2300      6626      0.80582        116.8248       0.89234        -27.7765       
1334      2346      6626      0.80597        114.00852      0.89288        -27.79604      
1335      2392      6626      0.80608        111.19314      0.89344        -27.81723      
1336      2438      6626      0.80623        108.38664      0.89402        -27.84013      
1337      2484      6626      0.8061         105.62949      0.89462        -27.8649       
1338      2530      6626      0.80512        102.82539      0.89526        -27.89332      
1339      2576      6626      0.80575        100.00778      0.89594        -27.92285      
1340      2622      6626      0.80643        97.2173        0.89666        -27.95499      
1341      2668      6626      0.80666        94.408         0.89742        -27.99132      
1342      2714      6626      0.80642        91.65796       0.8982         -28.03139      
1343      2760      6626      0.80633        88.83891       0.89905        -28.07697      
1344      2806      6626      0.80587        86.06925       0.89993        -28.12768      
1345      2852      6626      0.806          83.28614       0.90087        -28.1841       
1346      2898      6626      0.80584        80.53164       0.90186        -28.24774      
1347      2944      6626      0.80553        77.74725       0.90291        -28.32116      
1348      2990      6626      0.80542        74.93043       0.90404        -28.4059       
1349      3036      6626      0.80509        72.17322       0.9052         -28.50191      
1350      3082      6626      0.80458        69.43496       0.90639        -28.61259      
1351      3128      6626      0.80369        66.69908       0.9076         -28.74199      
1352      3174      6626      0.80275        63.92034       0.90882        -28.89587      
1353      3220      6626      0.80199        61.16854       0.91002        -29.07486      
1354      3266      6626      0.80099        58.42642       0.91108        -29.28584      
1355      3312      6626      0.79949        55.69449       0.91187        -29.53475      
1356      3358      6626      0.79921        52.91508       0.91244        -29.83198      
1357      3404      6626      0.79881        50.13262       0.91236        -30.18253      
1358      3450      6626      0.79781        47.36952       0.9112         -30.58413      
1359      3496      6626      0.79692        44.64707       0.90861        -31.02508      
1360      3542      6626      0.79561        41.91495       0.90392        -31.48597      
1361      3588      6626      0.79418        39.1688        0.89673        -31.91876      
1362      3634      6626      0.79344        36.39658       0.88703        -32.26267      
1363      3680      6626      0.79259        33.66149       0.87555        -32.41611      
1364      3726      6626      0.79128        30.93864       0.86372        -32.32026      
1365      3772      6626      0.7899         28.16086       0.85306        -31.98315      
1366      3818      6626      0.78892        25.39813       0.84501        -31.4864       
1367      3864      6626      0.78776        22.70524       0.84007        -30.9303       
1368      3910      6626      0.78614        19.96399       0.83769        -30.37175      
1369      3956      6626      0.78439        17.23806       0.83724        -29.87377      
1370      4002      6626      0.78302        14.48692       0.83797        -29.44581      
1371      4048      6626      0.78153        11.73275       0.83946        -29.09169      
1372      4094      6626      0.7798         9.02813        0.84133        -28.80909      
1373      4140      6626      0.77822        6.26922        0.84337        -28.57522      
1374      4186      6626      0.77702        3.4928         0.84542        -28.38388      
1375      4232      6626      0.77601        0.72255        0.84741        -28.22871      
1376      4278      6626      0.77453        -1.99806       0.84931        -28.1061       
1377      4324      6626      0.77279        -4.749         0.85112        -28.00536      
1378      4370      6626      0.77138        -7.50638       0.8528         -27.92144      
1379      4416      6626      0.77038        -10.28981      0.85437        -27.85029      
1380      4462      6626      0.76941        -13.06614      0.85582        -27.79129      
1381      4508      6626      0.76813        -15.83361      0.85717        -27.74286      
1382      4554      6626      0.76672        -18.61348      0.85843        -27.70234      
1383      4600      6626      0.76562        -21.40938      0.8596         -27.66739      
1384      4646      6626      0.76453        -24.16629      0.86068        -27.63824      
1385      4692      6626      0.76281        -26.9141       0.86169        -27.61467      
1386      4738      6626      0.76104        -29.70507      0.86265        -27.59433      
1387      4784      6626      0.75993        -32.49088      0.86354        -27.57606      
1388      4830      6626      0.75902        -35.30001      0.86438        -27.56002      
1389      4876      6626      0.75798        -38.09182      0.86517        -27.54657      
1390      4922      6626      0.7567         -40.88391      0.86591        -27.53539      
1391      4968      6626      0.75614        -43.71003      0.86662        -27.52483      
1392      5014      6626      0.75581        -46.54806      0.86729        -27.5155       
1393      5060      6626      0.75507        -49.33651      0.86792        -27.50812      
1394      5106      6626      0.75384        -52.11656      0.86851        -27.50239      
1395      5152      6626      0.75271        -54.91822      0.86909        -27.49741      
1396      5198      6626      0.75267        -57.78057      0.86964        -27.49211      
1397      5244      6626      0.75269        -60.63334      0.87017        -27.48762      
1398      5290      6626      0.75214        -63.45772      0.87067        -27.4844       
1399      5336      6626      0.75142        -66.30189      0.87116        -27.4819       
1400      5382      6626      0.75147        -69.13463      0.87162        -27.47934      
1401      5428      6626      0.75152        -71.96732      0.87207        -27.47728      
1402      5474      6626      0.75131        -74.78923      0.8725         -27.4759       
1403      5520      6626      0.75038        -77.61431      0.87292        -27.47544      
1404      5566      6626      0.75018        -80.45608      0.87332        -27.47481      
1405      5612      6626      0.75067        -83.32357      0.87372        -27.47403      
1406      5658      6626      0.75138        -86.16733      0.8741         -27.47345      
1407      5704      6626      0.7512         -89.02463      0.87447        -27.47376      
1408      5750      6626      0.75158        -91.87854      0.87483        -27.47397      
1409      5796      6626      0.75234        -94.73719      0.87518        -27.47422      
1410      5842      6626      0.75309        -97.58266      0.87553        -27.47471      
1411      5888      6626      0.75344        -100.46086     0.87587        -27.47568      
1412      0         6682      0.80766        -103.85206     0.87629        -27.44761      
1413      43        6682      0.80722        -106.54889     0.8766         -27.44989      
1414      86        6682      0.80728        -109.21136     0.8769         -27.45199      
1415      129       6682      0.80766        -111.89345     0.87719        -27.45406      
1416      172       6682      0.80805        -114.61316     0.87749        -27.45625      
1417      215       6682      0.80856        -117.30084     0.87777        -27.45847      
1418      258       6682      0.80853        -119.96894     0.87805        -27.46103      
1419      301       6682      0.80911        -122.61247     0.87833        -27.46338      
1420      344       6682      0.80942        -125.30575     0.8786         -27.466        
1421      387       6682      0.81093        -127.99459     0.87888        -27.46815      
1422      430       6682      0.81097        -130.68434     0.87915        -27.47109      
1423      473       6682      0.81132        -133.32211     0.87941        -27.47392      
1424      516       6682      0.81201        -135.96728     0.87968        -27.4767       
1425      559       6682      0.81263        -138.68925     0.87994        -27.4797       
1426      602       6682      0.81353        -141.35959     0.88021        -27.48262      
1427      645       6682      0.81393        -144.00923     0.88047        -27.48583      
1428      688       6682      0.81478        -146.63531     0.88072        -27.48891      
1429      731       6682      0.81546        -149.30997     0.88098        -27.49223      
1430      774       6682      0.81676        -152.04816     0.88125        -27.49548      
1431      817       6682      0.81751        -154.73799     0.88151        -27.49901      
1432      860       6682      0.81823        -157.37741     0.88177        -27.5026       
1433      903       6682      0.81896        -160.024       0.88203        -27.50631      
1434      946       6682      0.81987        -162.72876     0.8823         -27.51016      
1435      989       6682      0.82102        -165.42984     0.88257        -27.51402      
1436      1032      6682      0.82204        -168.10011     0.88283        -27.51802      
1437      1075      6682      0.8228         -170.73988     0.8831         -27.52222      
1438      1118      6682      0.82389        -173.38767     0.88336        -27.52643      
1439      1161      6682      0.82507        -176.09188     0.88364        -27.53086      
1440      1204      6682      0.82585        -178.7562      0.88391        -27.53555      
1441      1247      6682      0.82689        178.55993      0.88419        -27.54032      
1442      1290      6682      0.82739        175.98596      0.88446        -27.54531      
1443      1333      6682      0.82787        173.3052       0.88475        -27.55071      
1444      1376      6682      0.82903        170.59735      0.88504        -27.55605      
1445      1419      6682      0.82987        167.94014      0.88533        -27.56164      
