The S-parameters of DUT is:
gam:S11        ang:S11        gam:S12        ang:S12        gam:S21        ang:S21        gam:S22        ang:S22        
0.9334         -31.97         0.04727        71.77          0.45835        126.66         0.87881        -28.13         

Pt        X         Y         gamma_s        angle          gamma_in       angle          
496       1950      6180      0.49324        153.14398      0.88536        -27.80712      
497       2025      6180      0.49438        148.86629      0.88576        -27.82478      
498       2100      6180      0.49517        144.61589      0.88616        -27.84415      
499       2175      6180      0.49522        140.34658      0.88655        -27.86589      
500       2250      6180      0.495          136.11955      0.88695        -27.88955      
501       2325      6180      0.49462        131.89711      0.88734        -27.91543      
502       2400      6180      0.49437        127.62316      0.88774        -27.94396      
503       2475      6180      0.49398        123.37878      0.88814        -27.97507      
504       2550      6180      0.49285        119.14063      0.88852        -28.00964      
505       2625      6180      0.4915         114.89805      0.8889         -28.04769      
506       2700      6180      0.49027        110.66455      0.88926        -28.08923      
507       2775      6180      0.4885         106.38416      0.8896         -28.13566      
508       2850      6180      0.48683        102.11947      0.88991        -28.18634      
509       2925      6180      0.48487        97.87284       0.89017        -28.24181      
510       3000      6180      0.48224        93.57624       0.89038        -28.30347      
511       3075      6180      0.48001        89.30869       0.89052        -28.36999      
512       3150      6180      0.47749        84.97602       0.89057        -28.44331      
513       3225      6180      0.47466        80.62855       0.89049        -28.52254      
514       3300      6180      0.47125        76.33309       0.89024        -28.60562      
515       3375      6180      0.4677         71.94792       0.88981        -28.69416      
516       3450      6180      0.46452        67.54061       0.88918        -28.7856       
517       3525      6180      0.46078        63.17173       0.88829        -28.8751       
518       3600      6180      0.45705        58.7288        0.88712        -28.96197      
519       3675      6180      0.4537         54.26471       0.88568        -29.04156      
520       3750      6180      0.44918        49.78348       0.88394        -29.10437      
521       3825      6180      0.44498        45.26077       0.88198        -29.14925      
522       3900      6180      0.44103        40.7248        0.87988        -29.17157      
523       3975      6180      0.43728        36.09559       0.8777         -29.16867      
524       4050      6180      0.4336         31.45755       0.87558        -29.13891      
525       4125      6180      0.42924        26.79774       0.87363        -29.0815       
526       4200      6180      0.42502        22.05525       0.87191        -29.00336      
527       4275      6180      0.4215         17.32388       0.87049        -28.91264      
528       4350      6180      0.41747        12.5207        0.86941        -28.81047      
529       4425      6180      0.41462        7.67567        0.86859        -28.70637      
530       4500      6180      0.41143        2.7853         0.86809        -28.60161      
531       4575      6180      0.40807        -2.12485       0.86785        -28.50097      
532       4650      6180      0.40577        -7.0949        0.86779        -28.4064       
533       4725      6180      0.40345        -12.05803      0.8679         -28.31974      
534       4800      6180      0.40163        -17.09276      0.86814        -28.24015      
535       4875      6180      0.4            -22.10309      0.86848        -28.16922      
536       4950      6180      0.39798        -27.14959      0.8689         -28.10616      
537       5025      6180      0.39728        -32.2382       0.86935        -28.0492       
538       5100      6180      0.3968         -37.31793      0.86984        -27.99906      
539       5175      6180      0.39648        -42.40729      0.87035        -27.95493      
540       5250      6180      0.39694        -47.49528      0.87086        -27.9157       
541       5325      6180      0.39683        -52.59263      0.8714         -27.88199      
542       5400      6180      0.39817        -57.66901      0.87191        -27.85147      
543       5475      6180      0.40004        -62.70369      0.87242        -27.82459      
544       5550      6180      0.40135        -67.74301      0.87293        -27.80177      
545       5625      6180      0.40342        -72.76378      0.87344        -27.78142      
546       5700      6180      0.40522        -77.74817      0.87393        -27.76424      
547       5775      6180      0.40759        -82.71363      0.87441        -27.74906      
548       5850      6180      0.41068        -87.56721      0.87487        -27.73569      
549       0         6241      0.46282        -90.74002      0.87501        -27.68513      
550       70        6241      0.46535        -95.25499      0.87546        -27.67697      
551       140       6241      0.46818        -99.723        0.8759         -27.67001      
552       210       6241      0.4709         -104.25601     0.87634        -27.66437      
553       280       6241      0.47381        -108.65338     0.87676        -27.65982      
554       350       6241      0.47677        -113.06916     0.87718        -27.65627      
555       420       6241      0.47955        -117.43668     0.87758        -27.65384      
556       490       6241      0.48252        -121.77169     0.87798        -27.65215      
557       560       6241      0.48578        -126.13165     0.87837        -27.65111      
558       630       6241      0.48892        -130.46764     0.87876        -27.65095      
559       700       6241      0.49224        -134.68595     0.87914        -27.65134      
560       770       6241      0.49522        -138.98825     0.87952        -27.65273      
561       840       6241      0.49822        -143.2587      0.87989        -27.65477      
562       910       6241      0.50145        -147.45311     0.88026        -27.65726      
563       980       6241      0.5046         -151.65594     0.88063        -27.66046      
564       1050      6241      0.50755        -155.85949     0.881          -27.66445      
565       1120      6241      0.51021        -159.95168     0.88136        -27.66909      
566       1190      6241      0.51304        -164.1015      0.88172        -27.67436      
567       1260      6241      0.51555        -168.23631     0.88209        -27.68047      
568       1330      6241      0.51771        -172.29258     0.88244        -27.68731      
569       1400      6241      0.51997        -176.4027      0.88281        -27.69491      
570       1470      6241      0.52194        179.53898      0.88317        -27.7033       
571       1540      6241      0.52406        175.47057      0.88354        -27.71239      
572       1610      6241      0.52617        171.42121      0.88391        -27.72225      
573       1680      6241      0.5277         167.36828      0.88429        -27.73336      
574       1750      6241      0.52905        163.31977      0.88466        -27.74551      
575       1820      6241      0.53029        159.26552      0.88505        -27.75878      
576       1890      6241      0.53115        155.25481      0.88543        -27.77326      
577       1960      6241      0.53211        151.22603      0.88582        -27.78894      
578       2030      6241      0.53275        147.1831       0.88622        -27.80625      
579       2100      6241      0.5333         143.20425      0.88661        -27.82478      
580       2170      6241      0.53351        139.14355      0.88702        -27.84558      
581       2240      6241      0.5339         135.11648      0.88744        -27.8679       
582       2310      6241      0.53365        131.14418      0.88784        -27.89236      
583       2380      6241      0.53327        127.09499      0.88826        -27.91964      
584       2450      6241      0.53298        123.06637      0.88868        -27.94925      
585       2520      6241      0.53236        119.09876      0.8891         -27.98143      
586       2590      6241      0.53186        115.04586      0.88953        -28.01737      
587       2660      6241      0.53085        111.03633      0.88994        -28.05685      
588       2730      6241      0.52964        107.05616      0.89033        -28.10008      
589       2800      6241      0.52826        103.01941      0.89072        -28.14844      
590       2870      6241      0.52666        98.9987        0.89108        -28.20166      
591       2940      6241      0.52492        94.98585       0.8914         -28.26023      
592       3010      6241      0.52296        90.93257       0.89168        -28.32546      
593       3080      6241      0.52092        86.90953       0.89189        -28.3966       
594       3150      6241      0.51834        82.86951       0.89199        -28.4749       
595       3220      6241      0.5157         78.76953       0.89199        -28.56124      
596       3290      6241      0.51288        74.73177       0.89183        -28.65281      
597       3360      6241      0.51013        70.62017       0.89148        -28.75203      
598       3430      6241      0.50719        66.49127       0.8909         -28.85613      
599       3500      6241      0.5041         62.41857       0.89006        -28.96063      
600       3570      6241      0.5006         58.26831       0.88887        -29.06476      
601       3640      6241      0.49722        54.11042       0.88736        -29.16255      
602       3710      6241      0.49383        49.96605       0.88552        -29.2474       
603       3780      6241      0.49009        45.72753       0.88333        -29.31354      
604       3850      6241      0.48662        41.5           0.88093        -29.35451      
605       3920      6241      0.48297        37.27787       0.87841        -29.36437      
606       3990      6241      0.47922        32.97357       0.87586        -29.34135      
607       4060      6241      0.47573        28.69736       0.87347        -29.28818      
608       4130      6241      0.47203        24.36231       0.87133        -29.20643      
609       4200      6241      0.46849        19.98593       0.86953        -29.10395      
610       4270      6241      0.46531        15.61568       0.86811        -28.98952      
611       4340      6241      0.4618         11.17972       0.86708        -28.86664      
612       4410      6241      0.45875        6.70926        0.86639        -28.74384      
613       4480      6241      0.45577        2.22108        0.86602        -28.62526      
614       4550      6241      0.45274        -2.28975       0.86591        -28.51385      
615       4620      6241      0.45044        -6.85408       0.86599        -28.41073      
616       4690      6241      0.44807        -11.3646       0.86624        -28.31871      
617       4760      6241      0.44568        -15.96892      0.86661        -28.23496      
618       4830      6241      0.44411        -20.59348      0.86704        -28.16008      
619       4900      6241      0.44271        -25.18796      0.86754        -28.09445      
620       4970      6241      0.44139        -29.82415      0.86808        -28.03632      
621       5040      6241      0.44063        -34.48997      0.86864        -27.9847       
622       5110      6241      0.43974        -39.17223      0.86921        -27.9397       
623       5180      6241      0.43938        -43.81655      0.86978        -27.90034      
624       5250      6241      0.43958        -48.4772       0.87035        -27.86542      
625       5320      6241      0.43967        -53.13536      0.87091        -27.83519      
626       5390      6241      0.44024        -57.79432      0.87147        -27.80848      
627       5460      6241      0.44126        -62.45037      0.872          -27.7849       
628       5530      6241      0.44179        -67.11604      0.87254        -27.76492      
629       5600      6241      0.4432         -71.74017      0.87305        -27.74703      
630       5670      6241      0.44538        -76.30707      0.87354        -27.73107      
631       5740      6241      0.44738        -80.91847      0.87403        -27.71735      
632       5810      6241      0.45006        -85.46858      0.8745         -27.70516      
633       5880      6241      0.45225        -89.99016      0.87496        -27.69521      
634       0         6300      0.50422        -91.41298      0.87498        -27.65024      
635       64        6300      0.50624        -95.52599      0.87541        -27.64407      
636       128       6300      0.50834        -99.59503      0.87583        -27.63897      
637       192       6300      0.51088        -103.73871     0.87625        -27.63448      
638       256       6300      0.51328        -107.78205     0.87665        -27.63107      
639       320       6300      0.51564        -111.81352     0.87705        -27.62852      
640       384       6300      0.5185         -115.84654     0.87744        -27.62641      
641       448       6300      0.52117        -119.88949     0.87782        -27.62515      
642       512       6300      0.52361        -123.81406     0.87819        -27.6247       
643       576       6300      0.52638        -127.79617     0.87856        -27.62468      
644       640       6300      0.52904        -131.75743     0.87892        -27.62531      
645       704       6300      0.53152        -135.62777     0.87927        -27.62658      
646       768       6300      0.53483        -139.5717      0.87963        -27.62792      
647       832       6300      0.53743        -143.46645     0.87998        -27.63022      
648       896       6300      0.53999        -147.29417     0.88032        -27.63297      
649       960       6300      0.54249        -151.19648     0.88067        -27.63637      
650       1024      6300      0.54497        -155.022       0.88102        -27.64018      
651       1088      6300      0.54748        -158.85566     0.88136        -27.6445       
652       1152      6300      0.54985        -162.70299     0.88171        -27.64943      
653       1216      6300      0.55251        -166.51623     0.88205        -27.65467      
654       1280      6300      0.55462        -170.29489     0.88239        -27.66069      
655       1344      6300      0.55653        -174.08244     0.88274        -27.66742      
656       1408      6300      0.55861        -177.85904     0.88308        -27.67459      
657       1472      6300      0.56051        178.38179      0.88343        -27.68243      
658       1536      6300      0.56294        174.61426      0.88379        -27.6906       
659       1600      6300      0.56466        170.85901      0.88414        -27.69986      
660       1664      6300      0.56615        167.11007      0.8845         -27.70995      
661       1728      6300      0.56719        163.41115      0.88486        -27.72094      
662       1792      6300      0.56857        159.63343      0.88523        -27.73282      
663       1856      6300      0.56926        155.91139      0.8856         -27.74586      
664       1920      6300      0.57006        152.21566      0.88598        -27.75972      
665       1984      6300      0.57097        148.44742      0.88636        -27.77489      
666       2048      6300      0.57182        144.74476      0.88675        -27.791        
667       2112      6300      0.57214        141.04396      0.88715        -27.80878      
668       2176      6300      0.57275        137.29307      0.88756        -27.82806      
669       2240      6300      0.57309        133.56989      0.88797        -27.84902      
670       2304      6300      0.57357        129.88302      0.88839        -27.87143      
671       2368      6300      0.57335        126.12888      0.88882        -27.8968       
672       2432      6300      0.57302        122.38992      0.88925        -27.92443      
673       2496      6300      0.57257        118.7432       0.88968        -27.95394      
674       2560      6300      0.57193        115.01832      0.89012        -27.98702      
675       2624      6300      0.57117        111.295        0.89057        -28.02338      
676       2688      6300      0.57058        107.63973      0.89101        -28.06242      
677       2752      6300      0.56942        103.87819      0.89145        -28.10709      
678       2816      6300      0.56814        100.16455      0.89187        -28.1558       
679       2880      6300      0.5667         96.52147       0.89227        -28.20862      
680       2944      6300      0.56497        92.77712       0.89265        -28.26868      
681       3008      6300      0.56382        89.04018       0.89301        -28.33451      
682       3072      6300      0.56263        85.32365       0.89332        -28.40692      
683       3136      6300      0.56047        81.59555       0.89354        -28.48756      
684       3200      6300      0.55833        77.83504       0.89365        -28.57681      
685       3264      6300      0.55632        74.10859       0.89365        -28.67337      
686       3328      6300      0.55321        70.37848       0.89343        -28.77777      
687       3392      6300      0.55093        66.6057        0.89303        -28.89068      
688       3456      6300      0.54844        62.83757       0.89237        -29.00903      
689       3520      6300      0.54565        59.07475       0.89138        -29.1296       
690       3584      6300      0.54283        55.27698       0.89001        -29.24973      
691       3648      6300      0.5399         51.47153       0.88825        -29.36241      
692       3712      6300      0.53651        47.7017        0.8861         -29.45768      
693       3776      6300      0.53372        43.82134       0.88355        -29.53547      
694       3840      6300      0.53119        39.97217       0.88076        -29.58368      
695       3904      6300      0.52792        36.10999       0.87779        -29.59228      
696       3968      6300      0.52397        32.22383       0.87485        -29.55872      
697       4032      6300      0.52103        28.27458       0.87206        -29.49301      
698       4096      6300      0.51801        24.41027       0.86965        -29.39711      
699       4160      6300      0.51458        20.45164       0.86762        -29.27448      
700       4224      6300      0.51195        16.46619       0.86601        -29.13962      
701       4288      6300      0.50897        12.49313       0.86488        -28.99816      
702       4352      6300      0.50549        8.47203        0.86418        -28.85584      
703       4416      6300      0.5027         4.43479        0.86381        -28.72065      
704       4480      6300      0.50029        0.40764        0.86371        -28.59542      
705       4544      6300      0.49763        -3.68125       0.86384        -28.47949      
706       4608      6300      0.49557        -7.77865       0.86413        -28.37505      
707       4672      6300      0.49371        -11.87112      0.86454        -28.2821       
708       4736      6300      0.49107        -16.00929      0.86507        -28.19981      
709       4800      6300      0.48936        -20.16209      0.86564        -28.12671      
710       4864      6300      0.48791        -24.27381      0.86623        -28.06312      
711       4928      6300      0.48593        -28.44975      0.86686        -28.00728      
712       4992      6300      0.48527        -32.66422      0.86748        -27.95684      
713       5056      6300      0.48477        -36.8472       0.8681         -27.91302      
714       5120      6300      0.48398        -41.02813      0.86872        -27.87516      
715       5184      6300      0.48327        -45.26264      0.86933        -27.84173      
716       5248      6300      0.48341        -49.45625      0.86992        -27.81205      
717       5312      6300      0.48333        -53.66062      0.8705         -27.78637      
718       5376      6300      0.48374        -57.88614      0.87106        -27.76344      
719       5440      6300      0.48462        -62.08415      0.8716         -27.74317      
720       5504      6300      0.48501        -66.25033      0.87213        -27.72614      
721       5568      6300      0.48578        -70.45227      0.87264        -27.71093      
722       5632      6300      0.48718        -74.64005      0.87314        -27.69726      
723       5696      6300      0.48866        -78.78228      0.87361        -27.6855       
724       5760      6300      0.49025        -82.96711      0.87408        -27.67522      
725       5824      6300      0.49286        -87.07688      0.87453        -27.66572      
726       5888      6300      0.49469        -91.18958      0.87497        -27.65822      
727       0         6357      0.54692        -92.4396       0.87501        -27.61562      
728       60        6357      0.54834        -96.26939      0.87543        -27.61134      
729       120       6357      0.55017        -100.07664     0.87584        -27.60763      
730       180       6357      0.55264        -103.90127     0.87624        -27.60425      
731       240       6357      0.55443        -107.74741     0.87663        -27.60209      
732       300       6357      0.55667        -111.47247     0.87701        -27.6003       
733       360       6357      0.55883        -115.28079     0.87739        -27.59919      
734       420       6357      0.56104        -119.04453     0.87776        -27.59863      
735       480       6357      0.56311        -122.74172     0.87811        -27.59868      
736       540       6357      0.56527        -126.46187     0.87847        -27.5992       
737       600       6357      0.56772        -130.18253     0.87882        -27.60001      
738       660       6357      0.56979        -133.8723      0.87916        -27.60152      
739       720       6357      0.57226        -137.54613     0.8795         -27.60322      
740       780       6357      0.57462        -141.27426     0.87985        -27.60547      
741       840       6357      0.57719        -144.95013     0.88018        -27.608        
742       900       6357      0.57907        -148.54744     0.88051        -27.61125      
743       960       6357      0.58136        -152.2467      0.88085        -27.6148       
744       1020      6357      0.58364        -155.87542     0.88118        -27.61869      
745       1080      6357      0.58604        -159.46373     0.88151        -27.62287      
746       1140      6357      0.58833        -163.08067     0.88184        -27.62759      
747       1200      6357      0.59064        -166.70705     0.88218        -27.63275      
748       1260      6357      0.59236        -170.30772     0.88251        -27.63865      
749       1320      6357      0.59418        -173.8418      0.88284        -27.64481      
750       1380      6357      0.59636        -177.44245     0.88318        -27.6514       
751       1440      6357      0.59831        178.95325      0.88352        -27.65863      
752       1500      6357      0.59999        175.4395       0.88386        -27.66634      
753       1560      6357      0.60142        171.8662       0.8842         -27.6749       
754       1620      6357      0.6029         168.29621      0.88455        -27.68405      
755       1680      6357      0.60433        164.76847      0.88491        -27.69374      
756       1740      6357      0.60553        161.23592      0.88526        -27.70427      
757       1800      6357      0.60658        157.65991      0.88563        -27.71581      
758       1860      6357      0.60795        154.12658      0.886          -27.72782      
759       1920      6357      0.6088         150.60194      0.88638        -27.74102      
760       1980      6357      0.60993        147.03149      0.88677        -27.7552       
761       2040      6357      0.61069        143.49025      0.88716        -27.77059      
762       2100      6357      0.61125        140.00806      0.88756        -27.78701      
763       2160      6357      0.61166        136.44948      0.88797        -27.80523      
764       2220      6357      0.61224        132.90877      0.88839        -27.82471      
765       2280      6357      0.61238        129.41633      0.88882        -27.84584      
766       2340      6357      0.61235        125.88315      0.88926        -27.86915      
767       2400      6357      0.61255        122.33815      0.88971        -27.89441      
768       2460      6357      0.61231        118.8494       0.89016        -27.92186      
769       2520      6357      0.61187        115.34938      0.89062        -27.95208      
770       2580      6357      0.61167        111.81526      0.89111        -27.98528      
771       2640      6357      0.61102        108.28028      0.89159        -28.02214      
772       2700      6357      0.61049        104.84343      0.89207        -28.06145      
773       2760      6357      0.6095         101.29942      0.89256        -28.10651      
774       2820      6357      0.60851        97.7877        0.89304        -28.15587      
775       2880      6357      0.60763        94.32535       0.89352        -28.20965      
776       2940      6357      0.60661        90.79957       0.89399        -28.27048      
777       3000      6357      0.60532        87.25809       0.89443        -28.33864      
778       3060      6357      0.6038         83.74882       0.89483        -28.41393      
779       3120      6357      0.60225        80.27982       0.89516        -28.49657      
780       3180      6357      0.60058        76.70571       0.89542        -28.59108      
781       3240      6357      0.59882        73.1805        0.89556        -28.69431      
782       3300      6357      0.5968         69.69556       0.89554        -28.80652      
783       3360      6357      0.59467        66.16024       0.89531        -28.93044      
784       3420      6357      0.59263        62.58593       0.89482        -29.0653       
785       3480      6357      0.59001        59.07176       0.89397        -29.20444      
786       3540      6357      0.58727        55.52643       0.89272        -29.3477       
787       3600      6357      0.58468        51.93606       0.891          -29.49058      
788       3660      6357      0.58232        48.381         0.88881        -29.62258      
789       3720      6357      0.57978        44.8329        0.88613        -29.73402      
790       3780      6357      0.57696        41.20218       0.88294        -29.81571      
791       3840      6357      0.57445        37.61415       0.8795         -29.85759      
792       3900      6357      0.57152        34.03485       0.87595        -29.85046      
793       3960      6357      0.56882        30.38889       0.87246        -29.7966       
794       4020      6357      0.5657         26.73859       0.86929        -29.69613      
795       4080      6357      0.56328        23.11916       0.86661        -29.56604      
796       4140      6357      0.5601         19.41612       0.86447        -29.40637      
797       4200      6357      0.55732        15.71548       0.8629         -29.23742      
798       4260      6357      0.55464        12.03614       0.86187        -29.06855      
799       4320      6357      0.55163        8.34398        0.86133        -28.90512      
800       4380      6357      0.54891        4.57487        0.86114        -28.75033      
801       4440      6357      0.54652        0.81866        0.86123        -28.6101       
802       4500      6357      0.54388        -2.90993       0.86156        -28.48555      
803       4560      6357      0.54151        -6.70695       0.86203        -28.37328      
804       4620      6357      0.53992        -10.50829      0.86259        -28.27399      
805       4680      6357      0.53793        -14.27922      0.86323        -28.18825      
806       4740      6357      0.53578        -18.12454      0.86393        -28.11236      
807       4800      6357      0.53413        -21.9412       0.86464        -28.04648      
808       4860      6357      0.53265        -25.77561      0.86535        -27.98882      
809       4920      6357      0.53099        -29.62771      0.86606        -27.93879      
810       4980      6357      0.5301         -33.50889      0.86676        -27.89417      
811       5040      6357      0.52944        -37.39285      0.86744        -27.85514      
812       5100      6357      0.52849        -41.24942      0.8681         -27.8218       
813       5160      6357      0.52768        -45.14032      0.86875        -27.79242      
814       5220      6357      0.52766        -49.03603      0.86936        -27.76601      
815       5280      6357      0.52725        -52.88099      0.86996        -27.74372      
816       5340      6357      0.52684        -56.80981      0.87055        -27.72395      
817       5400      6357      0.52739        -60.70438      0.8711         -27.70598      
818       5460      6357      0.52777        -64.56048      0.87163        -27.69068      
819       5520      6357      0.52801        -68.44372      0.87216        -27.67743      
820       5580      6357      0.52906        -72.32237      0.87266        -27.66529      
821       5640      6357      0.53017        -76.19873      0.87314        -27.65473      
822       5700      6357      0.531          -80.06461      0.87361        -27.64592      
823       5760      6357      0.53264        -83.91266      0.87406        -27.63776      
824       5820      6357      0.53462        -87.75248      0.8745         -27.63055      
825       5880      6357      0.53657        -91.54685      0.87493        -27.6245       
826       0         6411      0.5885         -93.52939      0.87508        -27.58368      
827       57        6411      0.58969        -97.1341       0.87549        -27.58079      
828       114       6411      0.59099        -100.72782     0.87588        -27.57851      
829       171       6411      0.59241        -104.3787      0.87627        -27.57674      
830       228       6411      0.59429        -107.99264     0.87666        -27.57528      
831       285       6411      0.5962         -111.57524     0.87703        -27.57433      
832       342       6411      0.59782        -115.16568     0.87739        -27.57409      
833       399       6411      0.59985        -118.76086     0.87775        -27.57406      
834       456       6411      0.60188        -122.32198     0.8781         -27.57448      
835       513       6411      0.60402        -125.85103     0.87844        -27.57524      
836       570       6411      0.60612        -129.41744     0.87879        -27.57645      
837       627       6411      0.60801        -132.95632     0.87912        -27.57816      
838       684       6411      0.61006        -136.42049     0.87945        -27.58008      
839       741       6411      0.61223        -139.95129     0.87978        -27.58236      
840       798       6411      0.61458        -143.4693      0.88011        -27.58489      
841       855       6411      0.61664        -146.96072     0.88044        -27.5879       
842       912       6411      0.61829        -150.42561     0.88076        -27.59146      
843       969       6411      0.62064        -153.915       0.88108        -27.59501      
844       1026      6411      0.62289        -157.39416     0.88141        -27.59896      
845       1083      6411      0.62457        -160.82081     0.88173        -27.60349      
846       1140      6411      0.62614        -164.26938     0.88205        -27.60848      
847       1197      6411      0.62825        -167.74342     0.88237        -27.6136       
848       1254      6411      0.63033        -171.16316     0.8827         -27.61901      
849       1311      6411      0.63203        -174.56852     0.88302        -27.625        
850       1368      6411      0.63373        -178.02561     0.88335        -27.63151      
851       1425      6411      0.63541        178.54366      0.88369        -27.63842      
852       1482      6411      0.63695        175.15476      0.88402        -27.64577      
853       1539      6411      0.63848        171.73388      0.88436        -27.65369      
854       1596      6411      0.6399         168.31611      0.8847         -27.6622       
855       1653      6411      0.64124        164.91157      0.88505        -27.67128      
856       1710      6411      0.64247        161.54144      0.8854         -27.68091      
857       1767      6411      0.64364        158.09478      0.88577        -27.69149      
858       1824      6411      0.64486        154.69948      0.88613        -27.70258      
859       1881      6411      0.6456         151.34606      0.8865         -27.71458      
860       1938      6411      0.64661        147.93624      0.88689        -27.72747      
861       1995      6411      0.64748        144.53741      0.88728        -27.74134      
862       2052      6411      0.64818        141.1487       0.88768        -27.75629      
863       2109      6411      0.649          137.79873      0.88809        -27.77209      
864       2166      6411      0.64943        134.36332      0.88851        -27.78984      
865       2223      6411      0.64968        131.00451      0.88894        -27.8087       
866       2280      6411      0.65019        127.64469      0.88938        -27.8289       
867       2337      6411      0.6504         124.25493      0.88984        -27.85123      
868       2394      6411      0.65055        120.85468      0.89031        -27.87563      
869       2451      6411      0.65062        117.49095      0.89079        -27.90198      
870       2508      6411      0.65022        114.15654      0.89128        -27.93089      
871       2565      6411      0.64999        110.76124      0.89179        -27.96297      
872       2622      6411      0.64962        107.41092      0.89231        -27.99785      
873       2679      6411      0.64912        104.09574      0.89283        -28.03592      
874       2736      6411      0.64845        100.7206       0.89338        -28.07886      
875       2793      6411      0.64792        97.3195        0.89394        -28.12665      
876       2850      6411      0.64762        93.96046       0.8945         -28.17888      
877       2907      6411      0.64644        90.64143       0.89504        -28.23722      
878       2964      6411      0.64534        87.25908       0.89559        -28.3034       
879       3021      6411      0.64407        83.89023       0.89612        -28.37729      
880       3078      6411      0.64312        80.56964       0.89661        -28.45853      
881       3135      6411      0.64197        77.17857       0.89706        -28.5517       
882       3192      6411      0.64066        73.78971       0.89743        -28.65628      
883       3249      6411      0.63881        70.45402       0.89765        -28.77167      
884       3306      6411      0.63701        67.11403       0.89771        -28.89995      
885       3363      6411      0.63474        63.75876       0.89753        -29.04195      
886       3420      6411      0.63269        60.35158       0.89704        -29.19899      
887       3477      6411      0.6309         57.02524       0.89621        -29.36328      
888       3534      6411      0.6286         53.63177       0.89484        -29.53691      
889       3591      6411      0.6268         50.21373       0.89292        -29.71328      
890       3648      6411      0.62455        46.84689       0.89036        -29.8755       
891       3705      6411      0.62219        43.47443       0.88715        -30.01432      
892       3762      6411      0.61957        40.05212       0.8833         -30.11502      
893       3819      6411      0.61747        36.6231        0.87907        -30.16713      
894       3876      6411      0.61547        33.20078       0.87469        -30.1587       
895       3933      6411      0.61262        29.77587       0.87048        -30.08139      
896       3990      6411      0.61033        26.29375       0.86666        -29.95084      
897       4047      6411      0.60796        22.85021       0.86355        -29.7789       
898       4104      6411      0.60475        19.43168       0.86126        -29.57999      
899       4161      6411      0.60213        15.94471       0.85963        -29.37161      
900       4218      6411      0.59984        12.4622        0.85863        -29.16766      
901       4275      6411      0.59744        9.00132        0.85819        -28.97636      
902       4332      6411      0.59444        5.48943        0.85821        -28.79905      
903       4389      6411      0.59247        1.93779        0.85847        -28.6391       
904       4446      6411      0.59024        -1.57089       0.85898        -28.49998      
905       4503      6411      0.5878         -5.10081       0.85965        -28.37815      
906       4560      6411      0.58512        -8.65207       0.86043        -28.2724       
907       4617      6411      0.58341        -12.24843      0.86123        -28.17892      
908       4674      6411      0.58206        -15.7925       0.86204        -28.099        
909       4731      6411      0.58003        -19.38589      0.86288        -28.03005      
910       4788      6411      0.57851        -23.02126      0.86372        -27.96936      
911       4845      6411      0.5774         -26.58924      0.86451        -27.91749      
912       4902      6411      0.57562        -30.18646      0.8653         -27.87322      
913       4959      6411      0.57373        -33.79923      0.86607        -27.83497      
914       5016      6411      0.57303        -37.44657      0.8668         -27.80011      
915       5073      6411      0.57219        -41.07866      0.86751        -27.77022      
916       5130      6411      0.57137        -44.72308      0.86818        -27.74419      
917       5187      6411      0.57082        -48.36642      0.86883        -27.72133      
918       5244      6411      0.57093        -52.02898      0.86945        -27.70066      
919       5301      6411      0.5703         -55.67488      0.87005        -27.68357      
920       5358      6411      0.56974        -59.33791      0.87063        -27.66862      
921       5415      6411      0.57052        -62.98652      0.87117        -27.65444      
922       5472      6411      0.57108        -66.62537      0.8717         -27.64236      
923       5529      6411      0.57124        -70.30478      0.87221        -27.63218      
924       5586      6411      0.57224        -73.94606      0.8727         -27.62277      
925       5643      6411      0.57315        -77.5696       0.87318        -27.6148       
926       5700      6411      0.57395        -81.22047      0.87364        -27.60803      
927       5757      6411      0.57466        -84.88223      0.87408        -27.60237      
928       5814      6411      0.57649        -88.49995      0.87451        -27.59684      
929       5871      6411      0.57801        -92.10877      0.87493        -27.59243      
930       0         6465      0.63111        -94.9444       0.87521        -27.55275      
931       54        6465      0.63174        -98.35245      0.8756         -27.55138      
932       108       6465      0.63306        -101.73375     0.87598        -27.55005      
933       162       6465      0.63438        -105.21973     0.87636        -27.54922      
934       216       6465      0.6361         -108.66239     0.87673        -27.5486       
935       270       6465      0.63746        -112.03745     0.87709        -27.54862      
936       324       6465      0.63911        -115.40274     0.87743        -27.54885      
937       378       6465      0.64073        -118.81779     0.87778        -27.5495       
938       432       6465      0.6424         -122.22473     0.87812        -27.55048      
939       486       6465      0.64389        -125.54226     0.87845        -27.55184      
940       540       6465      0.64561        -128.91881     0.87878        -27.55343      
941       594       6465      0.64771        -132.29392     0.87911        -27.55513      
942       648       6465      0.64938        -135.65231     0.87943        -27.55736      
943       702       6465      0.65086        -138.94407     0.87975        -27.55992      
944       756       6465      0.65286        -142.30353     0.88006        -27.56256      
945       810       6465      0.65465        -145.6458      0.88038        -27.56559      
946       864       6465      0.65649        -148.96171     0.88069        -27.56884      
947       918       6465      0.65814        -152.2398      0.881          -27.57243      
948       972       6465      0.66006        -155.57768     0.88132        -27.57625      
949       1026      6465      0.66178        -158.87991     0.88163        -27.58041      
950       1080      6465      0.66354        -162.14583     0.88194        -27.58479      
951       1134      6465      0.66529        -165.43536     0.88225        -27.58951      
952       1188      6465      0.66727        -168.74621     0.88257        -27.59447      
953       1242      6465      0.66894        -172.03423     0.88288        -27.59988      
