The S-parameters of DUT is:
gam:S11        ang:S11        gam:S12        ang:S12        gam:S21        ang:S21        gam:S22        ang:S22        
0.93067        -33.36         0.04836        69.17          0.45393        124.11         0.87347        -29.5          

Pt        X         Y         gamma_s        angle          gamma_in       angle          
498       2100      6180      0.44776        -40.80707      0.86413        -29.24506      
499       2175      6180      0.44702        -45.77535      0.8648         -29.20817      
500       2250      6180      0.44679        -50.63864      0.86544        -29.17685      
501       2325      6180      0.44677        -55.53942      0.86606        -29.14974      
502       2400      6180      0.44709        -60.48539      0.86668        -29.12614      
503       2475      6180      0.44729        -65.38086      0.86727        -29.10651      
504       2550      6180      0.44735        -70.27575      0.86785        -29.09011      
505       2625      6180      0.44789        -75.19729      0.86841        -29.07591      
506       2700      6180      0.44822        -80.03913      0.86895        -29.06452      
507       2775      6180      0.44867        -84.97976      0.86948        -29.05494      
508       2850      6180      0.44954        -89.83945      0.86999        -29.04704      
509       2925      6180      0.45018        -94.67267      0.87048        -29.04107      
510       3000      6180      0.45077        -99.55654      0.87096        -29.03661      
511       3075      6180      0.45176        -104.37334     0.87143        -29.03325      
512       3150      6180      0.45269        -109.25259     0.87189        -29.0312       
513       3225      6180      0.45381        -114.08853     0.87234        -29.03019      
514       3300      6180      0.45475        -118.89912     0.87278        -29.03041      
515       3375      6180      0.45541        -123.75601     0.87322        -29.03189      
516       3450      6180      0.45666        -128.54176     0.87364        -29.03387      
517       3525      6180      0.45744        -133.31614     0.87405        -29.0371       
518       3600      6180      0.45848        -138.12917     0.87447        -29.0411       
519       3675      6180      0.45978        -142.87557     0.87487        -29.04573      
520       3750      6180      0.4604         -147.65053     0.87528        -29.05173      
521       3825      6180      0.46113        -152.41807     0.87568        -29.05852      
522       3900      6180      0.46216        -157.15094     0.87607        -29.06595      
523       3975      6180      0.46325        -161.9173      0.87647        -29.0743       
524       4050      6180      0.46439        -166.66964     0.87686        -29.08354      
525       4125      6180      0.46472        -171.37563     0.87725        -29.09419      
526       4200      6180      0.46531        -176.10808     0.87765        -29.10576      
527       4275      6180      0.46612        179.20081      0.87804        -29.11816      
528       4350      6180      0.46645        174.45517      0.87843        -29.1322       
529       4425      6180      0.46751        169.76586      0.87883        -29.14684      
530       4500      6180      0.46811        165.05143      0.87923        -29.16322      
531       4575      6180      0.46824        160.34923      0.87962        -29.18135      
532       4650      6180      0.46882        155.65442      0.88003        -29.20076      
533       4725      6180      0.46913        150.98187      0.88042        -29.22202      
534       4800      6180      0.46958        146.26774      0.88083        -29.24533      
535       4875      6180      0.46946        141.57543      0.88123        -29.27111      
536       4950      6180      0.46893        136.89538      0.88163        -29.29948      
537       5025      6180      0.46893        132.17119      0.88203        -29.33047      
538       5100      6180      0.46894        127.49668      0.88243        -29.36411      
539       5175      6180      0.46845        122.79279      0.88281        -29.40164      
540       5250      6180      0.46835        118.08648      0.88319        -29.44266      
541       5325      6180      0.46717        113.37489      0.88353        -29.48856      
542       5400      6180      0.4671         108.62785      0.88388        -29.53881      
543       5475      6180      0.46684        103.91013      0.88418        -29.59403      
544       5550      6180      0.46589        99.15641       0.88442        -29.65565      
545       5625      6180      0.46522        94.42176       0.88461        -29.72299      
546       5700      6180      0.46394        89.67947       0.88469        -29.79696      
547       5775      6180      0.46263        84.89842       0.88465        -29.87802      
548       5850      6180      0.46223        80.147         0.88451        -29.96511      
549       0         6241      0.51677        93.77659       0.88609        -29.71402      
550       70        6241      0.51608        89.30556       0.88632        -29.79159      
551       140       6241      0.51526        84.8277        0.88646        -29.87755      
552       210       6241      0.51421        80.3233        0.88645        -29.9727       
553       280       6241      0.51319        75.88502       0.88628        -30.0749       
554       350       6241      0.51169        71.4109        0.88588        -30.18546      
555       420       6241      0.51071        66.91042       0.88521        -30.30329      
556       490       6241      0.50915        62.4872        0.8842         -30.42145      
557       560       6241      0.50817        57.94865       0.8828         -30.54225      
558       630       6241      0.50689        53.39671       0.88095        -30.65442      
559       700       6241      0.50583        48.95368       0.87872        -30.74798      
560       770       6241      0.50428        44.38684       0.87603        -30.81547      
561       840       6241      0.50316        39.86979       0.87311        -30.84839      
562       910       6241      0.50205        35.36166       0.87008        -30.8399       
563       980       6241      0.50113        30.79298       0.8671         -30.78858      
564       1050      6241      0.50006        26.24429       0.86442        -30.69684      
565       1120      6241      0.49881        21.75837       0.86222        -30.57521      
566       1190      6241      0.49776        17.19343       0.86048        -30.43215      
567       1260      6241      0.49663        12.65034       0.85928        -30.28057      
568       1330      6241      0.49553        8.16229        0.85857        -30.13121      
569       1400      6241      0.49446        3.58748        0.85826        -29.98614      
570       1470      6241      0.49342        -0.93311       0.85827        -29.85394      
571       1540      6241      0.49256        -5.45638       0.85853        -29.7347       
572       1610      6241      0.49178        -10.03613      0.85897        -29.62769      
573       1680      6241      0.49101        -14.56786      0.85952        -29.53503      
574       1750      6241      0.49051        -19.14251      0.86016        -29.45355      
575       1820      6241      0.48953        -23.76134      0.86087        -29.38317      
576       1890      6241      0.48869        -28.27114      0.86158        -29.32407      
577       1960      6241      0.48819        -32.87267      0.8623         -29.27197      
578       2030      6241      0.48761        -37.48597      0.86302        -29.22743      
579       2100      6241      0.48736        -41.9997       0.86372        -29.18983      
580       2170      6241      0.48713        -46.64456      0.86441        -29.15677      
581       2240      6241      0.48684        -51.2304       0.86508        -29.12907      
582       2310      6241      0.48678        -55.76675      0.86572        -29.10551      
583       2380      6241      0.48666        -60.41354      0.86636        -29.08513      
584       2450      6241      0.48711        -65.01879      0.86696        -29.06752      
585       2520      6241      0.48719        -69.54834      0.86754        -29.05327      
586       2590      6241      0.48757        -74.13701      0.8681         -29.04096      
587       2660      6241      0.48812        -78.69767      0.86865        -29.03066      
588       2730      6241      0.4886         -83.22087      0.86917        -29.02235      
589       2800      6241      0.48902        -87.81626      0.86968        -29.01563      
590       2870      6241      0.48986        -92.33392      0.87017        -29.01015      
591       2940      6241      0.49046        -96.87608      0.87065        -29.00617      
592       3010      6241      0.49137        -101.45995     0.87112        -29.00314      
593       3080      6241      0.49225        -105.94056     0.87156        -29.00128      
594       3150      6241      0.49292        -110.47632     0.87201        -29.00058      
595       3220      6241      0.49373        -115.02708     0.87244        -29.00072      
596       3290      6241      0.49457        -119.48552     0.87286        -29.00169      
597       3360      6241      0.49567        -124.02974     0.87328        -29.00335      
598       3430      6241      0.49651        -128.55195     0.8737         -29.00598      
599       3500      6241      0.49758        -132.98498     0.87409        -29.00914      
600       3570      6241      0.49855        -137.48524     0.87449        -29.01317      
601       3640      6241      0.49953        -141.96601     0.87489        -29.01789      
602       3710      6241      0.50057        -146.36893     0.87527        -29.0232       
603       3780      6241      0.50128        -150.90032     0.87567        -29.02962      
604       3850      6241      0.50249        -155.32615     0.87605        -29.03629      
605       3920      6241      0.50325        -159.7437      0.87643        -29.04397      
606       3990      6241      0.50409        -164.17376     0.87681        -29.05238      
607       4060      6241      0.50491        -168.59836     0.87719        -29.06159      
608       4130      6241      0.50578        -173.01651     0.87757        -29.07159      
609       4200      6241      0.5068         -177.43014     0.87796        -29.08236      
610       4270      6241      0.50751        178.19069      0.87834        -29.09416      
611       4340      6241      0.50798        173.75823      0.87873        -29.10727      
612       4410      6241      0.50878        169.32919      0.87912        -29.12125      
613       4480      6241      0.50955        164.96206      0.87951        -29.1362       
614       4550      6241      0.50982        160.55098      0.87991        -29.15291      
615       4620      6241      0.51044        156.17032      0.88031        -29.17066      
616       4690      6241      0.51071        151.8045       0.88071        -29.19009      
617       4760      6241      0.51075        147.38265      0.88111        -29.21164      
618       4830      6241      0.51111        143.01065      0.88153        -29.2346       
619       4900      6241      0.51128        138.65191      0.88194        -29.25966      
620       4970      6241      0.51118        134.27511      0.88235        -29.28733      
621       5040      6241      0.51135        129.85041      0.88278        -29.31772      
622       5110      6241      0.51118        125.47867      0.8832         -29.35089      
623       5180      6241      0.51064        121.10017      0.88361        -29.38761      
624       5250      6241      0.51054        116.68097      0.88403        -29.42805      
625       5320      6241      0.50963        112.30695      0.88442        -29.47273      
626       5390      6241      0.50914        107.89269      0.8848         -29.52216      
627       5460      6241      0.5086         103.47203      0.88517        -29.5769       
628       5530      6241      0.50712        99.08667       0.88547        -29.63745      
629       5600      6241      0.50646        94.63063       0.88575        -29.70491      
630       5670      6241      0.50588        90.20711       0.88597        -29.77886      
631       5740      6241      0.50517        85.75833       0.88609        -29.86084      
632       5810      6241      0.50466        81.31113       0.8861         -29.95073      
633       5880      6241      0.50339        76.88075       0.88593        -30.04802      
634       0         6300      0.55941        92.31913       0.88741        -29.71645      
635       64        6300      0.55848        88.24306       0.88772        -29.79409      
636       128       6300      0.55737        84.19347       0.88795        -29.87979      
637       192       6300      0.55677        80.05694       0.8881         -29.97665      
638       256       6300      0.55589        75.93678       0.8881         -30.08334      
639       320       6300      0.55465        71.87426       0.88789        -30.19838      
640       384       6300      0.55358        67.756         0.88744        -30.3244       
641       448       6300      0.55291        63.6343        0.8867         -30.45884      
642       512       6300      0.55145        59.59154       0.88554        -30.59379      
643       576       6300      0.55034        55.4535        0.88393        -30.73135      
644       640       6300      0.5489         51.34394       0.88181        -30.85768      
645       704       6300      0.54764        47.28342       0.87923        -30.96389      
646       768       6300      0.5471         43.11964       0.87616        -31.04571      
647       832       6300      0.54593        39.0256        0.87279        -31.08193      
648       896       6300      0.5447         34.93158       0.86931        -31.0697       
649       960       6300      0.54324        30.76535       0.86589        -31.00506      
650       1024      6300      0.5421         26.61917       0.86284        -30.89676      
651       1088      6300      0.5408         22.50481       0.86033        -30.75375      
652       1152      6300      0.5397         18.35049       0.8584         -30.5883       
653       1216      6300      0.53898        14.18855       0.85704        -30.41417      
654       1280      6300      0.53787        10.09921       0.85628        -30.24366      
655       1344      6300      0.53646        5.9303         0.85599        -30.07906      
656       1408      6300      0.53558        1.78473        0.85603        -29.92937      
657       1472      6300      0.53462        -2.36674       0.85634        -29.79506      
658       1536      6300      0.53405        -6.52373       0.85683        -29.67621      
659       1600      6300      0.53334        -10.70664      0.85747        -29.57205      
660       1664      6300      0.53248        -14.85628      0.85819        -29.48287      
661       1728      6300      0.53142        -19.00124      0.85896        -29.40649      
662       1792      6300      0.53076        -23.20074      0.85975        -29.33966      
663       1856      6300      0.52957        -27.34527      0.86055        -29.2839       
664       1920      6300      0.52901        -31.51339      0.86132        -29.23513      
665       1984      6300      0.52851        -35.7361       0.86209        -29.19283      
666       2048      6300      0.52804        -39.91119      0.86283        -29.15707      
667       2112      6300      0.52766        -44.071        0.86354        -29.1265       
668       2176      6300      0.52746        -48.29288      0.86424        -29.0998       
669       2240      6300      0.52755        -52.48799      0.8649         -29.07685      
670       2304      6300      0.52769        -56.65545      0.86553        -29.05735      
671       2368      6300      0.52754        -60.87865      0.86616        -29.04086      
672       2432      6300      0.52765        -65.06389      0.86674        -29.02678      
673       2496      6300      0.52754        -69.20403      0.86731        -29.01526      
674       2560      6300      0.52766        -73.39737      0.86786        -29.00529      
675       2624      6300      0.52802        -77.58338      0.86838        -28.99686      
676       2688      6300      0.52844        -81.72402      0.86889        -28.98997      
677       2752      6300      0.52893        -85.93831      0.86939        -28.98428      
678       2816      6300      0.52943        -90.10766      0.86986        -28.97988      
679       2880      6300      0.52986        -94.22305      0.87032        -28.97665      
680       2944      6300      0.53032        -98.38259      0.87077        -28.97436      
681       3008      6300      0.53156        -102.54628     0.87121        -28.9724       
682       3072      6300      0.5328         -106.69668     0.87164        -28.97131      
683       3136      6300      0.53341        -110.83462     0.87205        -28.97145      
684       3200      6300      0.53432        -115.00815     0.87246        -28.97211      
685       3264      6300      0.53531        -119.12015     0.87286        -28.97339      
686       3328      6300      0.53589        -123.22042     0.87325        -28.97557      
687       3392      6300      0.53671        -127.36748     0.87364        -28.97823      
688       3456      6300      0.53759        -131.45388     0.87402        -28.9814       
689       3520      6300      0.53871        -135.54959     0.8744         -28.985        
690       3584      6300      0.53947        -139.64454     0.87477        -28.98939      
691       3648      6300      0.54044        -143.73899     0.87514        -28.99422      
692       3712      6300      0.54126        -147.8042      0.8755         -28.99964      
693       3776      6300      0.54242        -151.91987     0.87587        -29.00551      
694       3840      6300      0.54403        -155.98822     0.87623        -29.0116       
695       3904      6300      0.54485        -160.01727     0.87659        -29.01867      
696       3968      6300      0.54517        -164.11644     0.87695        -29.0268       
697       4032      6300      0.5462         -168.18022     0.87731        -29.03506      
698       4096      6300      0.5471         -172.1962      0.87767        -29.04393      
699       4160      6300      0.54779        -176.27396     0.87804        -29.05378      
700       4224      6300      0.54885        179.7028       0.8784         -29.064        
701       4288      6300      0.54962        175.67641      0.87877        -29.07518      
702       4352      6300      0.55           171.61887      0.87914        -29.08754      
703       4416      6300      0.55066        167.59483      0.87952        -29.10053      
704       4480      6300      0.55142        163.60601      0.87989        -29.1143       
705       4544      6300      0.55187        159.55373      0.88028        -29.12957      
706       4608      6300      0.55272        155.51531      0.88067        -29.1457       
707       4672      6300      0.55319        151.53173      0.88106        -29.16311      
708       4736      6300      0.55319        147.49575      0.88146        -29.18248      
709       4800      6300      0.55341        143.47317      0.88186        -29.2032       
710       4864      6300      0.55386        139.4938       0.88227        -29.22524      
711       4928      6300      0.55338        135.49253      0.88268        -29.24995      
712       4992      6300      0.55384        131.46159      0.88311        -29.27633      
713       5056      6300      0.55428        127.4446       0.88355        -29.30501      
714       5120      6300      0.55365        123.42584      0.88398        -29.33716      
715       5184      6300      0.55335        119.40044      0.88441        -29.37216      
716       5248      6300      0.55335        115.37758      0.88485        -29.41033      
717       5312      6300      0.55288        111.3405       0.88529        -29.45282      
718       5376      6300      0.5524         107.3176       0.88572        -29.49951      
719       5440      6300      0.55219        103.27744      0.88614        -29.55111      
720       5504      6300      0.55108        99.26501       0.88653        -29.60844      
721       5568      6300      0.55024        95.21617       0.8869         -29.67226      
722       5632      6300      0.54968        91.16105       0.88723        -29.74293      
723       5696      6300      0.54859        87.11215       0.88748        -29.8214       
724       5760      6300      0.548          83.01717       0.88767        -29.909        
725       5824      6300      0.54772        78.96708       0.88776        -30.00464      
726       5888      6300      0.54664        74.9144        0.88767        -30.10966      
727       0         6357      0.6027         90.60912       0.88883        -29.71947      
728       60        6357      0.60183        86.77461       0.88925        -29.79939      
729       120       6357      0.60075        83.00682       0.88959        -29.88731      
730       180       6357      0.60043        79.13295       0.88989        -29.98798      
731       240       6357      0.59927        75.25752       0.89004        -30.10093      
732       300       6357      0.59841        71.51016       0.89002        -30.22207      
733       360       6357      0.59717        67.6173        0.88975        -30.36051      
734       420       6357      0.59624        63.77247       0.8892         -30.50929      
735       480       6357      0.59495        59.96571       0.88823        -30.66556      
736       540       6357      0.59369        56.16676       0.8868         -30.8262       
737       600       6357      0.59251        52.30407       0.88477        -30.98717      
738       660       6357      0.5911         48.47102       0.88212        -31.13255      
739       720       6357      0.58989        44.63664       0.87886        -31.25171      
740       780       6357      0.58912        40.73952       0.87504        -31.33306      
741       840       6357      0.58779        36.86216       0.87089        -31.35443      
742       900       6357      0.58628        33.07527       0.86682        -31.31297      
743       960       6357      0.58514        29.1454        0.86288        -31.211        
744       1020      6357      0.58392        25.30768       0.85958        -31.06016      
745       1080      6357      0.58278        21.44985       0.85696        -30.8743       
746       1140      6357      0.58149        17.56238       0.85511        -30.66898      
747       1200      6357      0.58073        13.65565       0.85392        -30.4616       
748       1260      6357      0.57951        9.8206         0.8534         -30.26592      
749       1320      6357      0.57837        5.97756        0.85334        -30.08565      
750       1380      6357      0.5773         2.0554         0.85364        -29.92109      
751       1440      6357      0.5764         -1.84419       0.85418        -29.77745      
752       1500      6357      0.57535        -5.70113       0.85489        -29.65443      
753       1560      6357      0.57462        -9.59463       0.8557         -29.54723      
754       1620      6357      0.57366        -13.50606      0.85658        -29.45544      
755       1680      6357      0.57255        -17.38442      0.85748        -29.37811      
756       1740      6357      0.57153        -21.27925      0.85838        -29.31187      
757       1800      6357      0.57069        -25.23034      0.85927        -29.25447      
758       1860      6357      0.57029        -29.15621      0.86013        -29.20536      
759       1920      6357      0.5697         -33.03776      0.86095        -29.16423      
760       1980      6357      0.56947        -37.00432      0.86175        -29.12795      
761       2040      6357      0.56897        -40.9463       0.86253        -29.09755      
762       2100      6357      0.56837        -44.79419      0.86325        -29.07238      
763       2160      6357      0.5681         -48.74738      0.86395        -29.04994      
764       2220      6357      0.56776        -52.70489      0.86463        -29.03089      
765       2280      6357      0.56777        -56.6071       0.86527        -29.01459      
766       2340      6357      0.56754        -60.53487      0.86589        -29.00089      
767       2400      6357      0.56766        -64.48726      0.86648        -28.98893      
768       2460      6357      0.56778        -68.40524      0.86704        -28.97899      
769       2520      6357      0.56764        -72.29867      0.86758        -28.97096      
770       2580      6357      0.56822        -76.25605      0.86811        -28.96364      
771       2640      6357      0.56843        -80.16971      0.86861        -28.95803      
772       2700      6357      0.56865        -84.02959      0.86909        -28.95361      
773       2760      6357      0.5691         -87.96401      0.86957        -28.94997      
774       2820      6357      0.56964        -91.89425      0.87003        -28.94721      
775       2880      6357      0.5704         -95.75102      0.87046        -28.94517      
776       2940      6357      0.57101        -99.64432      0.87089        -28.94401      
777       3000      6357      0.57189        -103.60332     0.87132        -28.94337      
778       3060      6357      0.57263        -107.4596      0.87172        -28.94349      
779       3120      6357      0.57334        -111.32447     0.87212        -28.94425      
780       3180      6357      0.57418        -115.24506     0.87252        -28.94551      
781       3240      6357      0.57535        -119.13355     0.8729         -28.9471       
782       3300      6357      0.57612        -122.94176     0.87327        -28.9494       
783       3360      6357      0.5769         -126.83729     0.87365        -28.95225      
784       3420      6357      0.57795        -130.7111      0.87402        -28.95541      
785       3480      6357      0.57867        -134.53503     0.87437        -28.95917      
786       3540      6357      0.57954        -138.38765     0.87473        -28.96333      
787       3600      6357      0.58044        -142.24976     0.87509        -28.96795      
788       3660      6357      0.5817         -146.07232     0.87544        -28.97275      
789       3720      6357      0.58276        -149.88493     0.87579        -28.9781       
790       3780      6357      0.58352        -153.75739     0.87614        -28.98419      
791       3840      6357      0.58469        -157.57147     0.87649        -28.99042      
792       3900      6357      0.58559        -161.36651     0.87683        -28.99725      
793       3960      6357      0.58661        -165.17265     0.87718        -29.00453      
794       4020      6357      0.5876         -169.01003     0.87753        -29.01242      
795       4080      6357      0.58832        -172.78033     0.87788        -29.02087      
796       4140      6357      0.58924        -176.60142     0.87823        -29.0299       
797       4200      6357      0.59014        179.59471      0.87859        -29.03951      
798       4260      6357      0.59085        175.81726      0.87894        -29.04982      
799       4320      6357      0.59124        172.04887      0.8793         -29.06099      
800       4380      6357      0.59209        168.24713      0.87967        -29.07274      
801       4440      6357      0.59252        164.4618       0.88004        -29.08552      
802       4500      6357      0.59321        160.67391      0.88042        -29.09904      
803       4560      6357      0.59361        156.89307      0.8808         -29.11368      
804       4620      6357      0.59458        153.13628      0.88118        -29.1289       
805       4680      6357      0.59504        149.38672      0.88158        -29.14557      
806       4740      6357      0.59541        145.6044       0.88198        -29.16372      
807       4800      6357      0.59571        141.84727      0.88239        -29.1832       
808       4860      6357      0.59599        138.07613      0.88281        -29.20433      
809       4920      6357      0.59592        134.31257      0.88323        -29.2274       
810       4980      6357      0.59629        130.54286      0.88367        -29.25213      
811       5040      6357      0.59658        126.76907      0.88412        -29.27912      
812       5100      6357      0.59622        123.03275      0.88456        -29.30874      
813       5160      6357      0.59595        119.25163      0.88502        -29.3414       
814       5220      6357      0.59631        115.47429      0.8855         -29.37664      
815       5280      6357      0.59573        111.74529      0.88596        -29.41562      
816       5340      6357      0.59493        107.96265      0.88643        -29.45929      
817       5400      6357      0.59446        104.16391      0.88691        -29.50745      
818       5460      6357      0.5941         100.39039      0.88739        -29.56032      
819       5520      6357      0.59322        96.62434       0.88784        -29.61929      
820       5580      6357      0.59281        92.81374       0.88829        -29.68523      
821       5640      6357      0.59229        88.99843       0.88871        -29.75894      
822       5700      6357      0.59106        85.23103       0.88905        -29.84052      
823       5760      6357      0.59056        81.42868       0.88935        -29.93176      
824       5820      6357      0.59021        77.62265       0.88955        -30.03346      
825       5880      6357      0.58944        73.83379       0.8896         -30.14595      
826       0         6411      0.64451        88.94589       0.89027        -29.71899      
827       57        6411      0.64361        85.32961       0.8908         -29.80053      
828       114       6411      0.64267        81.71077       0.89128        -29.89244      
829       171       6411      0.64153        78.05856       0.89169        -29.9972       
830       228       6411      0.64059        74.39351       0.89201        -30.11566      
831       285       6411      0.63985        70.77585       0.89218        -30.2472       
832       342       6411      0.63866        67.14622       0.89212        -30.39495      
833       399       6411      0.63763        63.47346       0.89177        -30.56073      
834       456       6411      0.63657        59.81882       0.89102        -30.74087      
835       513       6411      0.63577        56.19233       0.88976        -30.93184      
836       570       6411      0.6347         52.51378       0.88781        -31.13017      
837       627       6411      0.63328        48.86383       0.88508        -31.31873      
838       684       6411      0.63185        45.25313       0.88158        -31.48173      
839       741       6411      0.63102        41.60037       0.87731        -31.60768      
840       798       6411      0.63019        37.90661       0.87241        -31.67158      
841       855       6411      0.62875        34.27244       0.86736        -31.65204      
842       912       6411      0.62728        30.65802       0.86257        -31.55335      
843       969       6411      0.62601        26.94186       0.85826        -31.38232      
844       1026      6411      0.62508        23.28633       0.85488        -31.16531      
845       1083      6411      0.62361        19.66183       0.85255        -30.92157      
846       1140      6411      0.622          15.98629       0.85111        -30.67034      
847       1197      6411      0.62106        12.29187       0.85041        -30.43061      
848       1254      6411      0.62028        8.60913        0.85031        -30.21189      
849       1311      6411      0.619          4.9572         0.85069        -30.01958      
850       1368      6411      0.61779        1.25587        0.85138        -29.85045      
851       1425      6411      0.61672        -2.42348       0.85224        -29.70637      
852       1482      6411      0.61555        -6.07105       0.85321        -29.58508      
853       1539      6411      0.61458        -9.77679       0.85425        -29.48047      
854       1596      6411      0.61364        -13.48996      0.8553         -29.39198      
855       1653      6411      0.61257        -17.19119      0.85634        -29.31784      
856       1710      6411      0.61175        -20.85943      0.85734        -29.25539      
857       1767      6411      0.61097        -24.60477      0.85832        -29.20145      
858       1824      6411      0.61037        -28.32689      0.85926        -29.15585      
859       1881      6411      0.60932        -31.99676      0.86015        -29.11841      
860       1938      6411      0.60857        -35.72317      0.861          -29.08571      
861       1995      6411      0.60827        -39.46501      0.86181        -29.05728      
862       2052      6411      0.60777        -43.18374      0.86258        -29.03352      
863       2109      6411      0.60738        -46.8887       0.86331        -29.01327      
864       2166      6411      0.60699        -50.63004      0.86401        -28.99592      
865       2223      6411      0.60651        -54.37796      0.86468        -28.9813       
866       2280      6411      0.60647        -58.0815       0.86531        -28.96865      
867       2337      6411      0.60648        -61.82095      0.86592        -28.95784      
868       2394      6411      0.60657        -65.57608      0.8665         -28.94867      
869       2451      6411      0.60652        -69.29881      0.86705        -28.94124      
870       2508      6411      0.60616        -72.99861      0.86758        -28.93546      
871       2565      6411      0.60624        -76.72313      0.8681         -28.9304       
872       2622      6411      0.60664        -80.45373      0.86859        -28.92614      
873       2679      6411      0.60702        -84.14128      0.86906        -28.92288      
874       2736      6411      0.60733        -87.85561      0.86952        -28.92051      
875       2793      6411      0.60793        -91.60594      0.86997        -28.91868      
876       2850      6411      0.60879        -95.33249      0.8704         -28.91738      
877       2907      6411      0.60955        -99.0075       0.87082        -28.91682      
878       2964      6411      0.61001        -102.71015     0.87123        -28.91705      
879       3021      6411      0.61077        -106.42951     0.87163        -28.91761      
880       3078      6411      0.61171        -110.09694     0.87202        -28.91857      
881       3135      6411      0.61261        -113.80122     0.8724         -28.92004      
882       3192      6411      0.61363        -117.51406     0.87278        -28.92191      
883       3249      6411      0.61441        -121.19591     0.87315        -28.92433      
884       3306      6411      0.61503        -124.84638     0.87351        -28.92723      
885       3363      6411      0.61582        -128.54461     0.87387        -28.93047      
886       3420      6411      0.61671        -132.21222     0.87422        -28.934        
887       3477      6411      0.6177         -135.84949     0.87457        -28.93782      
888       3534      6411      0.61845        -139.52509     0.87491        -28.94219      
889       3591      6411      0.61982        -143.21072     0.87526        -28.94661      
890       3648      6411      0.62093        -146.85676     0.8756         -28.9515       
891       3705      6411      0.62177        -150.4722      0.87594        -28.95686      
892       3762      6411      0.62262        -154.13727     0.87628        -28.96269      
893       3819      6411      0.62392        -157.76449     0.87661        -28.9686       
894       3876      6411      0.62542        -161.38267     0.87695        -28.97478      
895       3933      6411      0.62621        -165.03948     0.87729        -28.98185      
896       3990      6411      0.6272         -168.68797     0.87763        -28.98924      
897       4047      6411      0.62832        -172.29872     0.87797        -28.99694      
898       4104      6411      0.6288         -175.87943     0.87831        -29.0054       
899       4161      6411      0.62959        -179.50172     0.87866        -29.01431      
900       4218      6411      0.63067        176.87336      0.87901        -29.02361      
901       4275      6411      0.63152        173.28629      0.87936        -29.03352      
902       4332      6411      0.63191        169.6691       0.87972        -29.04442      
903       4389      6411      0.63277        166.04749      0.88008        -29.05574      
904       4446      6411      0.6337         162.46387      0.88045        -29.06763      
905       4503      6411      0.63399        158.88932      0.88082        -29.08066      
906       4560      6411      0.63436        155.2927       0.8812         -29.0946       
907       4617      6411      0.63521        151.7005       0.88159        -29.10918      
908       4674      6411      0.63595        148.12557      0.88199        -29.12479      
909       4731      6411      0.63617        144.54032      0.88239        -29.14192      
910       4788      6411      0.63679        140.94066      0.88281        -29.16014      
911       4845      6411      0.63746        137.34741      0.88324        -29.17971      
912       4902      6411      0.63729        133.79369      0.88366        -29.20119      
913       4959      6411      0.6369         130.23715      0.8841         -29.22458      
914       5016      6411      0.63714        126.63479      0.88456        -29.24979      
915       5073      6411      0.63747        123.05956      0.88504        -29.27693      
916       5130      6411      0.63705        119.47215      0.88552        -29.30723      
917       5187      6411      0.63733        115.90057      0.88601        -29.33964      
918       5244      6411      0.63758        112.29475      0.88653        -29.37557      
919       5301      6411      0.6368         108.73864      0.88704        -29.41544      
920       5358      6411      0.636          105.14904      0.88756        -29.45982      
921       5415      6411      0.63618        101.53311      0.88811        -29.50843      
922       5472      6411      0.63595        97.95512       0.88865        -29.56226      
923       5529      6411      0.63527        94.3245        0.88919        -29.62356      
924       5586      6411      0.63498        90.74          0.88973        -29.69083      
925       5643      6411      0.6344         87.15328       0.89023        -29.76648      
926       5700      6411      0.63334        83.55412       0.8907         -29.85203      
927       5757      6411      0.63269        79.93165       0.89112        -29.94842      
928       5814      6411      0.63238        76.29508       0.89147        -30.05709      
929       5871      6411      0.63171        72.67657       0.89168        -30.17883      
930       0         6465      0.68665        86.99628       0.89185        -29.72046      
931       54        6465      0.6854         83.55767       0.89248        -29.80477      
932       108       6465      0.68483        80.16549       0.89311        -29.89826      
933       162       6465      0.68401        76.65125       0.89371        -30.00874      
934       216       6465      0.68332        73.18481       0.89423        -30.13303      
935       270       6465      0.68231        69.75693       0.8946         -30.27335      
936       324       6465      0.68168        66.31652       0.89481        -30.43325      
937       378       6465      0.68067        62.84481       0.89472        -30.61591      
938       432       6465      0.67925        59.38123       0.8942         -30.81938      
939       486       6465      0.67818        55.9864        0.89317        -31.03809      
940       540       6465      0.677          52.50948       0.89139        -31.27605      
941       594       6465      0.67621        49.03111       0.88872        -31.519        
942       648       6465      0.67494        45.58168       0.88498        -31.74257      
943       702       6465      0.67366        42.18207       0.88025        -31.92246      
944       756       6465      0.67249        38.69039       0.87449        -32.03749      
945       810       6465      0.6715         35.21803       0.86826        -32.05716      
946       864       6465      0.66965        31.76503       0.86217        -31.96125      
947       918       6465      0.66864        28.35239       0.85679        -31.7784       
948       972       6465      0.66751        24.85844       0.85239        -31.51687      
949       1026      6465      0.66632        21.354         0.8493         -31.21408      
950       1080      6465      0.6651         17.9309        0.8475         -30.91063      
951       1134      6465      0.66404        14.48777       0.84668        -30.62044      
952       1188      6465      0.66293        10.96422       0.84664        -30.35178      
953       1242      6465      0.66164        7.49136        0.84717        -30.12063      
954       1296      6465      0.66056        4.04963        0.84803        -29.92435      
955       1350      6465      0.65915        0.55845        0.84914        -29.75669      
