The S-parameters of DUT is:
gam:S11        ang:S11        gam:S12        ang:S12        gam:S21        ang:S21        gam:S22        ang:S22        
0.93067        -33.36         0.04836        69.17          0.45393        124.11         0.87347        -29.5          

Pt        X         Y         gamma_l        angle          gamma_out      angle          
498       4228      7543      0.41863        -125.30975     0.93014        -32.93893      
499       4379      7543      0.41919        -135.96521     0.93107        -32.94352      
500       4530      7543      0.42145        -146.60751     0.93199        -32.95174      
501       4681      7543      0.42492        -157.1559      0.93288        -32.96374      
502       4832      7543      0.42938        -167.55501     0.93375        -32.97954      
503       4983      7543      0.43536        -177.86291     0.93463        -32.99903      
504       5134      7543      0.44181        171.98615      0.9355         -33.02308      
505       5285      7543      0.44922        161.96623      0.93638        -33.05191      
506       5436      7543      0.45698        152.0933       0.93726        -33.08655      
507       5587      7543      0.46467        142.36165      0.93815        -33.12829      
508       5738      7543      0.47259        132.76136      0.93906        -33.1783       
509       5889      7543      0.48046        123.30421      0.93996        -33.23848      
510       6040      7543      0.48757        114.00236      0.94085        -33.31139      
511       6191      7543      0.49399        104.78095      0.94168        -33.40057      
512       6342      7543      0.4997         95.69553       0.9424         -33.50901      
513       6493      7543      0.50466        86.65853       0.94292        -33.64181      
514       6644      7543      0.50822        77.66016       0.94305        -33.80279      
515       6795      7543      0.51095        68.69245       0.94255        -33.99231      
516       6946      7543      0.51257        59.72097       0.94103        -34.20263      
517       7097      7543      0.51288        50.77088       0.9381         -34.4067       
518       7248      7543      0.5119         41.80023       0.93363        -34.55568      
519       7399      7543      0.50963        32.80379       0.92811        -34.59         
520       7550      7543      0.50655        23.78659       0.92277        -34.48283      
521       7701      7543      0.50265        14.68852       0.91876        -34.26283      
522       7852      7543      0.49727        5.56503        0.91665        -33.9971       
523       8003      7543      0.4913         -3.65799       0.91613        -33.74406      
524       8154      7543      0.48502        -13.01826      0.91665        -33.53076      
525       8305      7543      0.4776         -22.46891      0.91776        -33.3644       
526       8456      7543      0.47013        -32.00485      0.91912        -33.23907      
527       8607      7543      0.46236        -41.68865      0.92056        -33.14599      
528       8758      7543      0.45495        -51.53827      0.92198        -33.07719      
529       8909      7543      0.44796        -61.50107      0.92333        -33.02718      
530       9060      7543      0.44125        -71.62417      0.92461        -32.99143      
531       9211      7543      0.4352         -81.8414       0.92581        -32.96665      
532       9362      7543      0.4304         -92.2451       0.92695        -32.9498       
533       9513      7543      0.42649        -102.70233     0.92802        -32.93992      
534       9664      7543      0.42388        -113.31181     0.92904        -32.93543      
535       9815      7543      0.42278        -123.96338     0.93002        -32.93553      
536       9966      7543      0.423          -134.68368     0.93097        -32.93989      
537       10117     7543      0.42493        -145.36387     0.93189        -32.9479       
538       10268     7543      0.42822        -155.98371     0.93279        -32.95964      
539       10419     7543      0.43275        -166.49951     0.93368        -32.97515      
540       10570     7543      0.4386         -176.92585     0.93457        -32.99455      
541       10721     7543      0.4455         172.85098      0.93545        -33.01805      
542       10872     7543      0.45292        162.69719      0.93634        -33.04685      
543       11023     7543      0.46075        152.76223      0.93724        -33.08122      
544       11174     7543      0.46895        142.94106      0.93815        -33.12255      
545       11325     7543      0.47698        133.3055       0.93907        -33.17215      
546       11476     7543      0.48496        123.80247      0.93999        -33.23198      
547       11627     7543      0.492          114.46274      0.94088        -33.30464      
548       11778     7543      0.49843        105.20487      0.94174        -33.39359      
549       0         7609      0.50059        139.84059      0.93875        -33.11894      
550       140       7609      0.50777        130.99558      0.93965        -33.16733      
551       280       7609      0.51446        122.24909      0.94055        -33.22541      
552       420       7609      0.52086        113.56175      0.94146        -33.2956       
553       560       7609      0.52664        104.95274      0.94234        -33.38088      
554       700       7609      0.53212        96.39411       0.94316        -33.48511      
555       840       7609      0.53661        87.93378       0.94383        -33.61239      
556       980       7609      0.54019        79.48907       0.94422        -33.76843      
557       1120      7609      0.543          71.11051       0.94411        -33.95545      
558       1260      7609      0.54479        62.73657       0.94315        -34.17254      
559       1400      7609      0.54552        54.37254       0.94091        -34.40416      
560       1540      7609      0.54534        46.02428       0.93702        -34.61242      
561       1680      7609      0.54429        37.64066       0.93154        -34.73679      
562       1820      7609      0.54219        29.2572        0.92534        -34.71658      
563       1960      7609      0.53923        20.85445       0.91987        -34.54404      
564       2100      7609      0.53528        12.35942       0.91622        -34.27162      
565       2240      7609      0.53074        3.82827        0.91458        -33.97813      
566       2380      7609      0.52561        -4.7613        0.91448        -33.71485      
567       2520      7609      0.51995        -13.45239      0.91532        -33.50046      
568       2660      7609      0.51397        -22.1691       0.91662        -33.33634      
569       2800      7609      0.50776        -31.0247       0.91811        -33.2123       
570       2940      7609      0.50126        -39.94819      0.91962        -33.12078      
571       3080      7609      0.49463        -49.00484      0.9211         -33.05325      
572       3220      7609      0.4883         -58.13518      0.92248        -33.00388      
573       3360      7609      0.48203        -67.36734      0.92378        -32.96831      
574       3500      7609      0.47674        -76.7027       0.92499        -32.94257      
575       3640      7609      0.47212        -86.15352      0.92613        -32.92476      
576       3780      7609      0.4683         -95.73203      0.92721        -32.91322      
577       3920      7609      0.46501        -105.34367     0.92822        -32.90719      
578       4060      7609      0.46301        -115.04911     0.92919        -32.9052       
579       4200      7609      0.46216        -124.8245      0.93012        -32.90688      
580       4340      7609      0.46256        -134.55969     0.93102        -32.91179      
581       4480      7609      0.46436        -144.2836      0.93189        -32.91961      
582       4620      7609      0.46715        -153.93574     0.93274        -32.93044      
583       4760      7609      0.47092        -163.52282     0.93358        -32.94428      
584       4900      7609      0.47562        -173.04588     0.93442        -32.9613       
585       5040      7609      0.48098        177.55959      0.93526        -32.98171      
586       5180      7609      0.48725        168.25455      0.9361         -33.0058       
587       5320      7609      0.49379        159.04623      0.93696        -33.03447      
588       5460      7609      0.5007         149.93849      0.93783        -33.06831      
589       5600      7609      0.50766        140.91201      0.93872        -33.10859      
590       5740      7609      0.5149         132.00983      0.93964        -33.15622      
591       5880      7609      0.52161        123.22772      0.94056        -33.21331      
592       6020      7609      0.52812        114.53684      0.94149        -33.28202      
593       6160      7609      0.53404        105.94337      0.9424         -33.3654       
594       6300      7609      0.53923        97.41032       0.94326        -33.46756      
595       6440      7609      0.54368        88.93857       0.94398        -33.59301      
596       6580      7609      0.54709        80.47597       0.94445        -33.74775      
597       6720      7609      0.55006        72.06046       0.94446        -33.93514      
598       6860      7609      0.5519         63.64085       0.94365        -34.15585      
599       7000      7609      0.55255        55.23314       0.94155        -34.396        
600       7140      7609      0.5524         46.8422        0.93776        -34.6193       
601       7280      7609      0.55126        38.42826       0.93222        -34.76229      
602       7420      7609      0.54918        30.00631       0.92578        -34.75792      
603       7560      7609      0.54595        21.52623       0.91996        -34.58778      
604       7700      7609      0.54202        13.01507       0.91605        -34.30939      
605       7840      7609      0.53758        4.42791        0.91427        -34.00388      
606       7980      7609      0.53235        -4.19713       0.91414        -33.7298       
607       8120      7609      0.52638        -12.90276      0.91501        -33.50813      
608       8260      7609      0.52005        -21.65293      0.91636        -33.33913      
609       8400      7609      0.51339        -30.51958      0.9179         -33.21264      
610       8540      7609      0.50688        -39.48925      0.91945        -33.11899      
611       8680      7609      0.50023        -48.54043      0.92095        -33.05057      
612       8820      7609      0.49362        -57.66291      0.92236        -33.00095      
613       8960      7609      0.48759        -66.93207      0.92368        -32.96464      
614       9100      7609      0.48199        -76.2897       0.92492        -32.93894      
615       9240      7609      0.47688        -85.72222      0.92606        -32.92149      
616       9380      7609      0.47275        -95.27319      0.92715        -32.91015      
617       9520      7609      0.46966        -104.88887     0.92817        -32.90387      
618       9660      7609      0.4674         -114.61907     0.92914        -32.902        
619       9800      7609      0.46643        -124.3651      0.93008        -32.90369      
620       9940      7609      0.46656        -134.17316     0.93099        -32.90876      
621       10080     7609      0.46805        -143.94196     0.93187        -32.91676      
622       10220     7609      0.47076        -153.68033     0.93273        -32.9277       
623       10360     7609      0.4745         -163.36371     0.93358        -32.94168      
624       10500     7609      0.47936        -172.95346     0.93443        -32.95871      
625       10640     7609      0.48512        177.5045       0.93529        -32.97925      
626       10780     7609      0.49128        168.10895      0.93614        -33.00375      
627       10920     7609      0.49827        158.8214       0.93701        -33.03251      
628       11060     7609      0.50558        149.67159      0.9379         -33.06644      
629       11200     7609      0.51243        140.61895      0.9388         -33.10713      
630       11340     7609      0.51958        131.66694      0.93972        -33.15541      
631       11480     7609      0.5267         122.82629      0.94067        -33.21312      
632       11620     7609      0.53306        114.12154      0.94161        -33.28274      
633       11760     7609      0.53883        105.45782      0.94254        -33.36797      
634       0         7673      0.54224        139.08633      0.93924        -33.09645      
635       129       7673      0.5488         130.97794      0.94012        -33.14094      
636       258       7673      0.5548         122.86898      0.94104        -33.19444      
637       387       7673      0.5605         114.81517      0.94197        -33.2585       
638       516       7673      0.56582        106.8081       0.94292        -33.33587      
639       645       7673      0.57063        98.88049       0.94384        -33.42965      
640       774       7673      0.57528        90.97067       0.94472        -33.54471      
641       903       7673      0.57889        83.10642       0.94543        -33.6865       
642       1032      7673      0.58169        75.28856       0.94582        -33.86026      
643       1161      7673      0.58363        67.50108       0.94565        -34.07019      
644       1290      7673      0.58505        59.7114        0.94453        -34.31536      
645       1419      7673      0.58548        51.92687       0.94192        -34.5778       
646       1548      7673      0.58518        44.16499       0.93741        -34.81245      
647       1677      7673      0.58406        36.36467       0.93105        -34.94693      
648       1806      7673      0.58217        28.55265       0.92394        -34.91137      
649       1935      7673      0.57969        20.6993        0.91778        -34.70023      
650       2064      7673      0.57613        12.82332       0.91386        -34.38232      
651       2193      7673      0.57215        4.91126        0.91224        -34.04955      
652       2322      7673      0.56779        -3.07021       0.91228        -33.75656      
653       2451      7673      0.56301        -11.06043      0.91329        -33.52362      
654       2580      7673      0.55754        -19.13159      0.91478        -33.34587      
655       2709      7673      0.55215        -27.26886      0.91642        -33.213        
656       2838      7673      0.54648        -35.45988      0.91806        -33.11503      
657       2967      7673      0.54088        -43.70881      0.91962        -33.04272      
658       3096      7673      0.53505        -52.06632      0.92109        -32.98953      
659       3225      7673      0.52974        -60.47155      0.92245        -32.95035      
660       3354      7673      0.52432        -68.9537       0.92372        -32.92225      
661       3483      7673      0.51982        -77.56573      0.9249         -32.9017       
662       3612      7673      0.5155         -86.18827      0.92599        -32.888        
663       3741      7673      0.51209        -94.87858      0.92702        -32.87912      
664       3870      7673      0.50933        -103.66246     0.92799        -32.8744       
665       3999      7673      0.50723        -112.4782      0.92892        -32.87326      
666       4128      7673      0.50628        -121.33653     0.92981        -32.87491      
667       4257      7673      0.50589        -130.20124     0.93067        -32.87945      
668       4386      7673      0.50665        -139.07779     0.9315         -32.8863       
669       4515      7673      0.50855        -147.94573     0.93232        -32.89539      
670       4644      7673      0.51132        -156.75518     0.93312        -32.90679      
671       4773      7673      0.51464        -165.48827     0.93392        -32.9207       
672       4902      7673      0.51902        -174.19843     0.93471        -32.93704      
673       5031      7673      0.5238         177.22636      0.93551        -32.95615      
674       5160      7673      0.52923        168.69804      0.93632        -32.97837      
675       5289      7673      0.53512        160.23662      0.93714        -33.00419      
676       5418      7673      0.5413         151.85619      0.93798        -33.03423      
677       5547      7673      0.54726        143.55198      0.93884        -33.06955      
678       5676      7673      0.55361        135.28167      0.93973        -33.111        
679       5805      7673      0.55967        127.13532      0.94065        -33.15981      
680       5934      7673      0.56581        119.03033      0.9416         -33.21795      
681       6063      7673      0.57148        111.01456      0.94256        -33.28772      
682       6192      7673      0.57632        103.06235      0.94352        -33.3725       
683       6321      7673      0.58087        95.1776        0.94446        -33.47571      
684       6450      7673      0.58464        87.30671       0.9453         -33.60335      
685       6579      7673      0.58772        79.46314       0.94593        -33.76112      
686       6708      7673      0.59024        71.64237       0.94616        -33.95496      
687       6837      7673      0.5919         63.83247       0.94565        -34.18814      
688       6966      7673      0.59273        55.98079       0.9439         -34.45533      
689       7095      7673      0.59273        48.17262       0.94036        -34.7238       
690       7224      7673      0.59182        40.34873       0.9347         -34.93104      
691       7353      7673      0.59017        32.50726       0.92749        -34.99238      
692       7482      7673      0.58774        24.62386       0.92035        -34.85821      
693       7611      7673      0.58457        16.75779       0.91509        -34.56959      
694       7740      7673      0.58099        8.83812        0.91233        -34.22173      
695       7869      7673      0.57654        0.87292        0.91171        -33.89486      
696       7998      7673      0.57154        -7.16979       0.91243        -33.62531      
697       8127      7673      0.56651        -15.21461      0.9138         -33.41898      
698       8256      7673      0.5608         -23.35009      0.91546        -33.26469      
699       8385      7673      0.55486        -31.56072      0.91717        -33.15098      
700       8514      7673      0.54906        -39.80884      0.91881        -33.06758      
701       8643      7673      0.54315        -48.16341      0.92035        -33.00628      
702       8772      7673      0.53737        -56.54834      0.92178        -32.96167      
703       8901      7673      0.53194        -65.02083      0.92311        -32.92909      
704       9030      7673      0.5268         -73.56976      0.92434        -32.9058       
705       9159      7673      0.52216        -82.19501      0.92548        -32.88959      
706       9288      7673      0.51819        -90.88047      0.92654        -32.87892      
707       9417      7673      0.51491        -99.61846      0.92755        -32.87274      
708       9546      7673      0.51253        -108.41486     0.9285         -32.87016      
709       9675      7673      0.51081        -117.26912     0.92941        -32.87087      
710       9804      7673      0.51009        -126.16058     0.93028        -32.87429      
711       9933      7673      0.51047        -135.07001     0.93113        -32.88013      
712       10062     7673      0.51167        -143.99557     0.93197        -32.88846      
713       10191     7673      0.51393        -152.86652     0.93278        -32.89901      
714       10320     7673      0.51701        -161.72554     0.93359        -32.91201      
715       10449     7673      0.52107        -170.53547     0.93439        -32.92741      
716       10578     7673      0.52584        -179.27062     0.9352         -32.94551      
717       10707     7673      0.53132        172.09067      0.93602        -32.96649      
718       10836     7673      0.53703        163.5145       0.93684        -32.9911       
719       10965     7673      0.54319        155.01165      0.93769        -33.01971      
720       11094     7673      0.54974        146.60843      0.93856        -33.05291      
721       11223     7673      0.5559         138.31475      0.93945        -33.09199      
722       11352     7673      0.56226        130.04049      0.94037        -33.13828      
723       11481     7673      0.5685         121.89479      0.94132        -33.19291      
724       11610     7673      0.57415        113.81172      0.9423         -33.25869      
725       11739     7673      0.57947        105.79486      0.94328        -33.33822      
726       0         7733      0.58339        138.16356      0.93971        -33.07516      
727       121       7733      0.58902        130.49757      0.94061        -33.11763      
728       242       7733      0.59457        122.87693      0.94154        -33.16767      
729       363       7733      0.59961        115.30582      0.9425         -33.22733      
730       484       7733      0.60448        107.76029      0.9435         -33.299        
731       605       7733      0.60884        100.24659      0.94451        -33.38608      
732       726       7733      0.61288        92.76859       0.94551        -33.49259      
733       847       7733      0.61644        85.34226       0.94644        -33.6237       
734       968       7733      0.61926        77.9347        0.94718        -33.78664      
735       1089      7733      0.62136        70.55221       0.94755        -33.98821      
736       1210      7733      0.62267        63.19192       0.94721        -34.23318      
737       1331      7733      0.62366        55.82248       0.94567        -34.51939      
738       1452      7733      0.62386        48.44235       0.94225        -34.82156      
739       1573      7733      0.62315        41.09825       0.9365         -35.07409      
740       1694      7733      0.62204        33.71944       0.92873        -35.18608      
741       1815      7733      0.62015        26.30515       0.92057        -35.08143      
742       1936      7733      0.61756        18.90413       0.91421        -34.78488      
743       2057      7733      0.61422        11.46532       0.91067        -34.40051      
744       2178      7733      0.61062        3.96761        0.90963        -34.02877      
745       2299      7733      0.60676        -3.5527        0.91021        -33.72012      
746       2420      7733      0.60243        -11.09353      0.91164        -33.48262      
747       2541      7733      0.5977         -18.67883      0.91341        -33.30574      
748       2662      7733      0.59287        -26.33878      0.91525        -33.1751       
749       2783      7733      0.58814        -34.04668      0.91702        -33.0791       
750       2904      7733      0.58296        -41.78039      0.91869        -33.00935      
751       3025      7733      0.57783        -49.57207      0.92022        -32.95806      
752       3146      7733      0.57287        -57.42234      0.92163        -32.92038      
753       3267      7733      0.56808        -65.32228      0.92293        -32.89299      
754       3388      7733      0.56355        -73.30021      0.92413        -32.87334      
755       3509      7733      0.55977        -81.33519      0.92525        -32.85941      
756       3630      7733      0.55634        -89.41452      0.92629        -32.85038      
757       3751      7733      0.55342        -97.50241      0.92726        -32.84524      
758       3872      7733      0.5512         -105.6875      0.92819        -32.84316      
759       3993      7733      0.54959        -113.8718      0.92907        -32.84382      
760       4114      7733      0.54862        -122.11093     0.92992        -32.84689      
761       4235      7733      0.54833        -130.35863     0.93074        -32.85212      
762       4356      7733      0.54929        -138.60501     0.93154        -32.85902      
763       4477      7733      0.55087        -146.83214     0.93232        -32.8679       
764       4598      7733      0.55324        -155.0049      0.93308        -32.87859      
765       4719      7733      0.55623        -163.12507     0.93384        -32.89122      
766       4840      7733      0.55978        -171.23183     0.93461        -32.90599      
767       4961      7733      0.56376        -179.27869     0.93537        -32.92304      
768       5082      7733      0.56859        172.73618      0.93615        -32.94235      
769       5203      7733      0.57362        164.79074      0.93694        -32.96465      
770       5324      7733      0.57923        156.9084       0.93774        -32.99007      
771       5445      7733      0.58433        149.09211      0.93857        -33.01978      
772       5566      7733      0.58983        141.30202      0.93943        -33.05413      
773       5687      7733      0.59539        133.55444      0.94033        -33.09421      
774       5808      7733      0.60106        125.91423      0.94126        -33.14081      
775       5929      7733      0.60634        118.30694      0.94223        -33.19632      
776       6050      7733      0.61133        110.74708      0.94324        -33.26275      
777       6171      7733      0.61579        103.23941      0.94427        -33.34308      
778       6292      7733      0.6198         95.78955       0.9453         -33.44088      
779       6413      7733      0.62322        88.35344       0.9463         -33.56186      
780       6534      7733      0.62632        80.93831       0.94719        -33.71218      
781       6655      7733      0.62846        73.53968       0.9478         -33.89985      
782       6776      7733      0.63019        66.11684       0.94787        -34.13317      
783       6897      7733      0.63109        58.7251        0.94693        -34.41257      
784       7018      7733      0.63119        51.3246        0.94431        -34.72484      
785       7139      7733      0.63089        43.91178       0.93937        -35.0228       
786       7260      7733      0.62975        36.51592       0.93198        -35.21126      
787       7381      7733      0.62808        29.08609       0.92335        -35.19283      
788       7502      7733      0.62569        21.63946       0.91581        -34.94574      
789       7623      7733      0.62258        14.1775        0.91108        -34.56203      
790       7744      7733      0.6191         6.67702        0.90925        -34.16242      
791       7865      7733      0.61506        -0.85352       0.90946        -33.81928      
792       7986      7733      0.61056        -8.42423       0.91077        -33.55192      
793       8107      7733      0.60577        -16.01897      0.91255        -33.35324      
794       8228      7733      0.60065        -23.64736      0.91445        -33.20811      
795       8349      7733      0.5955         -31.38211      0.91631        -33.10137      
796       8470      7733      0.59042        -39.12395      0.91805        -33.02382      
797       8591      7733      0.5851         -46.92223      0.91965        -32.96734      
798       8712      7733      0.57995        -54.77039      0.92113        -32.926        
799       8833      7733      0.57523        -62.66812      0.92247        -32.89571      
800       8954      7733      0.57052        -70.63274      0.92372        -32.87412      
801       9075      7733      0.56609        -78.65478      0.92487        -32.8591       
802       9196      7733      0.56229        -86.70215      0.92593        -32.84905      
803       9317      7733      0.55915        -94.80069      0.92693        -32.84293      
804       9438      7733      0.55628        -102.94586     0.92788        -32.84037      
805       9559      7733      0.55439        -111.15488     0.92878        -32.84036      
806       9680      7733      0.55343        -119.39817     0.92964        -32.84264      
807       9801      7733      0.55285        -127.641       0.93047        -32.84732      
808       9922      7733      0.55303        -135.92573     0.93128        -32.85402      
809       10043     7733      0.55415        -144.19432     0.93208        -32.86252      
810       10164     7733      0.55615        -152.47199     0.93286        -32.87287      
811       10285     7733      0.55909        -160.67767     0.93363        -32.88496      
812       10406     7733      0.56248        -168.89204     0.9344         -32.8993       
813       10527     7733      0.56676        -177.03693     0.93517        -32.91562      
814       10648     7733      0.57132        174.85711      0.93596        -32.93458      
815       10769     7733      0.57615        166.81062      0.93675        -32.95641      
816       10890     7733      0.58185        158.83804      0.93757        -32.98109      
817       11011     7733      0.58751        150.93127      0.93841        -33.00969      
818       11132     7733      0.59323        143.08015      0.93927        -33.04287      
819       11253     7733      0.59874        135.27785      0.94017        -33.08173      
820       11374     7733      0.60444        127.55618      0.94111        -33.12703      
821       11495     7733      0.61002        119.90519      0.94208        -33.1805       
822       11616     7733      0.61483        112.30182      0.94309        -33.24482      
823       11737     7733      0.61926        104.76248      0.94413        -33.32229      
824       0         7792      0.62462        137.04024      0.9402         -33.0549       
825       114       7792      0.62993        129.82864      0.9411         -33.09475      
826       228       7792      0.63483        122.63585      0.94204        -33.14176      
827       342       7792      0.63957        115.4707       0.94303        -33.19736      
828       456       7792      0.64379        108.33739      0.94406        -33.26397      
829       570       7792      0.64773        101.22486      0.94514        -33.34448      
830       684       7792      0.65157        94.13945       0.94625        -33.44258      
831       798       7792      0.65479        87.07761       0.94735        -33.56395      
832       912       7792      0.65757        80.0272        0.94838        -33.71556      
833       1026      7792      0.65963        73.0236        0.94918        -33.90506      
834       1140      7792      0.66116        66.0265        0.94951        -34.14229      
835       1254      7792      0.66221        59.02356       0.94895        -34.43407      
836       1368      7792      0.66256        52.02415       0.94679        -34.77336      
837       1482      7792      0.66226        45.02541       0.9422         -35.12096      
838       1596      7792      0.66137        38.03682       0.93472        -35.38484      
839       1710      7792      0.66006        31.02722       0.9252         -35.44323      
840       1824      7792      0.65835        24.00471       0.9161         -35.23344      
841       1938      7792      0.65572        16.93154       0.90986        -34.82528      
842       2052      7792      0.65277        9.87438        0.90711        -34.37138      
843       2166      7792      0.64949        2.77204        0.90693        -33.96921      
844       2280      7792      0.64597        -4.36626       0.90819        -33.65292      
845       2394      7792      0.6417         -11.52987      0.91011        -33.41861      
846       2508      7792      0.63762        -18.71283      0.91218        -33.24796      
847       2622      7792      0.63332        -25.92344      0.91422        -33.12445      
848       2736      7792      0.62893        -33.17441      0.91613        -33.03461      
849       2850      7792      0.62454        -40.46547      0.91788        -32.96899      
850       2964      7792      0.62007        -47.79624      0.91947        -32.92106      
851       3078      7792      0.61563        -55.17949      0.92093        -32.88598      
852       3192      7792      0.61137        -62.59396      0.92226        -32.86047      
853       3306      7792      0.60743        -70.03882      0.92347        -32.84212      
854       3420      7792      0.60357        -77.54471      0.9246         -32.82946      
855       3534      7792      0.60034        -85.10055      0.92565        -32.82092      
856       3648      7792      0.59741        -92.66338      0.92663        -32.81599      
857       3762      7792      0.59516        -100.26101     0.92755        -32.81376      
858       3876      7792      0.59363        -107.94282     0.92843        -32.8138       
859       3990      7792      0.59223        -115.59893     0.92927        -32.8162       
860       4104      7792      0.59168        -123.26929     0.93007        -32.82026      
861       4218      7792      0.59149        -130.9512      0.93085        -32.82615      
862       4332      7792      0.59231        -138.63501     0.93161        -32.83336      
863       4446      7792      0.59374        -146.31898     0.93236        -32.84213      
864       4560      7792      0.59575        -153.99752     0.9331         -32.85247      
865       4674      7792      0.59834        -161.62488     0.93383        -32.86434      
866       4788      7792      0.60136        -169.19807     0.93456        -32.87788      
867       4902      7792      0.6049         -176.75298     0.9353         -32.89325      
868       5016      7792      0.60883        175.74032      0.93604        -32.91062      
869       5130      7792      0.61322        168.28417      0.9368         -32.93018      
870       5244      7792      0.61786        160.88868      0.93757        -32.9523       
871       5358      7792      0.62288        153.50322      0.93837        -32.97748      
872       5472      7792      0.62771        146.13502      0.9392         -33.0066       
873       5586      7792      0.63277        138.82398      0.94006        -33.03993      
874       5700      7792      0.63766        131.55686      0.94096        -33.07865      
875       5814      7792      0.64253        124.34128      0.9419         -33.12377      
876       5928      7792      0.64738        117.1539       0.9429         -33.17697      
877       6042      7792      0.65157        110.01955      0.94394        -33.24054      
878       6156      7792      0.65569        102.90695      0.94504        -33.31709      
879       6270      7792      0.65928        95.84128       0.94617        -33.41032      
880       6384      7792      0.66222        88.80016       0.9473         -33.52554      
881       6498      7792      0.66501        81.76081       0.9484         -33.6694       
882       6612      7792      0.66726        74.73088       0.94935        -33.85071      
883       6726      7792      0.66886        67.70882       0.94991        -34.07957      
884       6840      7792      0.66997        60.70077       0.9497         -34.36442      
885       6954      7792      0.67021        53.66781       0.94804        -34.70597      
886       7068      7792      0.67005        46.64668       0.94406        -35.07419      
887       7182      7792      0.66928        39.60623       0.937          -35.38745      
888       7296      7792      0.66801        32.54717       0.92732        -35.51137      
889       7410      7792      0.66609        25.4866        0.91744        -35.34802      
890       7524      7792      0.66369        18.43341       0.91025        -34.95197      
891       7638      7792      0.66065        11.34801       0.90679        -34.47558      
892       7752      7792      0.65734        4.21915        0.90628        -34.04316      
893       7866      7792      0.65368        -2.91567       0.90746        -33.70249      
894       7980      7792      0.64965        -10.09475      0.9094         -33.44941      
895       8094      7792      0.64533        -17.29099      0.91155        -33.26679      
896       8208      7792      0.64063        -24.53553      0.91369        -33.13548      
897       8322      7792      0.63618        -31.78992      0.91566        -33.04062      
898       8436      7792      0.63147        -39.09299      0.91748        -32.97193      
899       8550      7792      0.6268         -46.45728      0.91914        -32.92173      
900       8664      7792      0.62231        -53.83327      0.92063        -32.88521      
901       8778      7792      0.61781        -61.26982      0.922          -32.85879      
902       8892      7792      0.61376        -68.72884      0.92324        -32.83973      
903       9006      7792      0.60958        -76.23752      0.9244         -32.82677      
904       9120      7792      0.60618        -83.77625      0.92546        -32.81793      
905       9234      7792      0.60312        -91.35252      0.92646        -32.81272      
906       9348      7792      0.60039        -98.96446      0.92739        -32.81052      
907       9462      7792      0.59837        -106.57801     0.92828        -32.8106       
908       9576      7792      0.59701        -114.2506      0.92912        -32.81271      
909       9690      7792      0.59603        -121.94759     0.92994        -32.81679      
910       9804      7792      0.59575        -129.64418     0.93073        -32.82248      
911       9918      7792      0.59634        -137.37522     0.9315         -32.82962      
912       10032     7792      0.59754        -145.1063      0.93225        -32.83833      
913       10146     7792      0.59936        -152.83251     0.933          -32.84857      
914       10260     7792      0.60176        -160.52902     0.93374        -32.8604       
915       10374     7792      0.60469        -168.19328     0.93448        -32.87389      
916       10488     7792      0.60853        -175.8387      0.93522        -32.88901      
917       10602     7792      0.61249        176.55228      0.93598        -32.90633      
918       10716     7792      0.61695        169.01444      0.93674        -32.92578      
919       10830     7792      0.62165        161.50584      0.93752        -32.94791      
920       10944     7792      0.62662        154.01665      0.93834        -32.97318      
921       11058     7792      0.63185        146.58515      0.93917        -33.00198      
922       11172     7792      0.63687        139.21777      0.94005        -33.03523      
923       11286     7792      0.64189        131.90446      0.94096        -33.0737       
924       11400     7792      0.64694        124.65116      0.94191        -33.11848      
925       11514     7792      0.65187        117.42593      0.94292        -33.1714       
926       11628     7792      0.6561         110.25297      0.94398        -33.23475      
927       11742     7792      0.66036        103.08219      0.9451         -33.31127      
928       0         7851      0.6669         135.63635      0.94071        -33.03548      
929       108       7851      0.67139        128.7946       0.94161        -33.07355      
930       216       7851      0.67569        121.97888      0.94257        -33.11795      
931       324       7851      0.67995        115.17707      0.94358        -33.17017      
932       432       7851      0.68392        108.37636      0.94466        -33.23256      
933       540       7851      0.68741        101.61426      0.9458         -33.30764      
934       648       7851      0.6907         94.86901       0.947          -33.39905      
935       756       7851      0.69365        88.13819       0.94824        -33.51191      
936       864       7851      0.69623        81.41912       0.94948        -33.65313      
937       972       7851      0.69818        74.73011       0.95062        -33.83138      
938       1080      7851      0.69969        68.05007       0.95149        -34.05819      
939       1188      7851      0.70068        61.36609       0.95173        -34.34632      
940       1296      7851      0.70117        54.6876        0.95074        -34.70253      
941       1404      7851      0.70107        47.99421       0.94751        -35.11331      
942       1512      7851      0.70047        41.31415       0.94099        -35.50961      
943       1620      7851      0.69954        34.64598       0.93098        -35.75155      
944       1728      7851      0.69801        27.9496        0.91943        -35.68621      
945       1836      7851      0.696          21.23504       0.90998        -35.3043       
946       1944      7851      0.69363        14.5109        0.90481        -34.77119      
947       2052      7851      0.69083        7.76589        0.90349        -34.25941      
948       2160      7851      0.68762        0.98053        0.90449        -33.84729      
949       2268      7851      0.68432        -5.80712       0.90653        -33.54289      
950       2376      7851      0.68065        -12.61641      0.90892        -33.32468      
951       2484      7851      0.67688        -19.45872      0.91128        -33.16894      
952       2592      7851      0.67297        -26.325        0.9135         -33.05772      
953       2700      7851      0.66924        -33.21631      0.91551        -32.97731      
954       2808      7851      0.66524        -40.13178      0.91733        -32.91935      
